,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3,OUT
435,40.31,13.11,3.83,41.73,61.44,19.72,48.21,2
436,30.19,9.45,4.8,33.76,51.38,17.61,52.79,2
437,26.1,6.61,4.68,26.21,38.35,12.14,58.13,2
438,38.62,4.68,4.06,27.33,37.96,10.62,56.37,2
439,28.21,3.28,5.18,27.21,38.03,10.82,57.49,2
440,33.51,2.51,3.66,21.33,30.43,9.1,63.12,2
441,38.41,1.82,3.32,22.64,30.04,7.4,60.09,2
442,27.72,1.27,2.86,30.06,37.49,7.42,53.11,1
443,20.64,0.89,2.8,23.48,28.2,4.71,58.4,2
444,25.51,0.62,2.34,24.23,27.72,3.49,56.3,1
445,18.51,1.16,2.49,32.19,36.21,4.02,47.92,1
446,18.71,1.32,2.06,23.73,27.46,3.73,53.62,1
447,14.42,1.46,2.34,28.7,32.49,3.79,47.76,1
448,10.15,1.05,2.46,25.74,28.72,2.98,48.44,1
449,7.11,0.74,2.67,47.45,53.0,5.55,28.63,1
450,6.46,0.52,2.31,44.59,50.02,5.43,30.14,1
451,4.61,0.36,2.15,39.49,43.92,4.43,29.59,1
452,8.63,0.25,1.83,36.94,41.24,4.3,31.45,1
453,13.64,0.81,2.4,24.96,28.27,3.31,42.82,2
454,7.04,0.8,2.46,52.09,71.1,19.0,38.17,1
455,14.22,0.56,2.58,38.78,54.44,15.66,47.51,1
456,22.25,0.95,3.11,28.65,40.12,11.47,59.25,2
457,22.06,0.7,3.16,28.37,38.77,10.4,60.34,1
458,14.47,0.34,3.47,29.7,38.41,8.71,57.84,1
459,24.64,0.24,3.39,37.97,47.49,9.52,51.55,2
460,18.09,0.17,2.97,65.73,86.79,21.06,34.13,2
461,18.98,0.12,2.74,67.78,85.06,17.28,34.03,2
462,33.98,9.28,4.61,95.63,129.16,33.53,6.98,3
463,65.12,15.95,4.43,112.83,191.11,78.28,6.81,4
464,97.72,22.19,2.95,101.26,163.8,62.54,6.1,3
465,89.17,16.13,2.91,93.53,143.14,49.61,6.62,4
466,96.8,22.99,2.88,69.62,86.6,16.99,8.2,4
467,94.48,20.4,2.16,64.96,81.67,16.71,7.06,3
468,64.36,14.51,1.9,57.61,69.87,12.26,8.47,3
469,64.85,13.66,1.83,35.67,40.74,5.07,21.2,3
470,57.87,10.38,1.81,29.49,34.52,5.03,30.89,2
471,38.46,7.29,1.95,68.02,108.67,40.65,14.09,3
472,41.86,5.41,2.39,122.52,239.57,117.04,5.89,4
473,49.39,10.7,5.93,214.61,495.08,280.46,7.77,4
474,106.08,35.36,9.98,169.29,336.33,167.04,11.16,3
475,66.52,20.95,5.25,36.72,56.04,19.32,67.12,3
476,73.49,24.88,4.83,44.62,66.18,21.56,62.04,3
477,72.52,18.62,4.5,59.56,87.97,28.41,49.29,3
478,53.88,13.07,3.58,86.92,121.43,34.51,26.35,4
479,112.98,30.84,18.73,138.01,238.73,100.72,7.57,4
480,148.75,32.68,10.3,135.92,270.44,134.52,6.31,4
481,147.43,40.31,7.64,105.94,196.82,90.88,6.47,4
482,145.2,44.44,7.38,79.25,117.88,38.63,6.68,4
483,118.24,43.26,6.02,56.35,64.11,7.76,11.77,4
484,108.69,33.59,5.72,53.52,61.25,7.73,11.36,4
485,113.1,51.02,5.22,62.35,83.36,21.01,7.02,4
486,158.07,83.99,4.76,85.28,140.65,55.37,6.34,5
487,209.93,109.1,4.48,145.09,312.3,167.21,5.95,5
488,235.16,141.16,5.46,206.41,473.21,266.8,7.76,5
489,211.25,123.82,12.34,158.83,305.97,147.14,10.44,5
490,248.7,123.67,14.76,93.4,149.4,56.0,29.92,4
491,106.18,30.84,9.77,39.35,56.66,17.31,47.49,3
492,80.8,21.62,6.74,28.82,40.32,11.5,59.21,3
493,74.66,18.68,7.48,41.19,54.23,13.04,40.28,2
494,49.66,17.89,6.35,60.34,80.24,19.89,27.89,2
495,44.42,13.03,5.43,65.71,90.73,25.02,25.7,2
496,36.23,14.15,4.6,61.19,84.53,23.34,29.64,2
497,25.6,10.17,3.98,59.62,79.3,19.68,28.6,1
498,17.92,7.92,3.44,41.96,51.89,9.93,35.54,2
499,15.91,5.58,3.2,55.18,66.41,11.23,26.96,2
500,11.32,3.91,3.32,54.33,63.38,9.06,22.01,5
501,183.38,77.88,12.52,244.05,488.84,244.79,10.76,5
502,247.92,85.19,9.91,159.51,281.48,121.97,21.23,4
503,175.34,80.51,6.8,73.38,111.17,37.79,48.15,2
504,31.44,25.29,4.21,29.26,39.82,10.56,68.33,2
505,25.49,17.86,4.22,39.27,49.5,10.23,57.24,2
506,14.4,12.51,4.76,55.78,72.42,16.64,41.01,2
507,29.0,8.76,5.41,71.21,91.38,20.17,32.89,3
508,51.45,7.04,5.43,65.7,77.52,11.82,25.23,3
509,50.41,5.87,4.92,53.82,62.57,8.75,37.96,3
510,51.71,9.47,4.73,34.73,41.02,6.28,48.8,3
511,52.88,7.19,4.38,24.67,30.75,6.08,55.4,2
512,42.29,8.37,3.92,20.49,26.63,6.14,55.0,2
513,43.54,6.9,3.66,17.84,23.99,6.15,56.88,2
514,31.61,6.32,3.29,12.47,18.19,5.72,60.37,1
515,22.15,4.49,3.52,37.29,46.37,9.08,34.28,1
516,23.44,3.14,3.04,18.55,25.36,6.81,52.16,2
517,29.42,2.87,2.78,30.21,40.76,10.55,44.91,1
518,21.26,5.28,3.22,34.38,49.88,15.5,37.83,3
519,30.84,6.97,4.02,124.34,239.56,115.22,6.73,4
520,93.42,32.86,4.08,152.86,322.26,169.4,8.15,4
521,110.77,24.36,5.07,56.91,84.37,27.46,54.56,4
522,91.59,29.69,4.27,38.78,55.66,16.88,61.68,3
523,77.3,22.25,3.89,36.3,52.56,16.26,63.32,3
524,62.76,15.61,4.02,47.14,68.29,21.15,62.03,3
525,76.56,12.48,3.35,48.89,65.52,16.62,56.11,3
526,51.41,9.71,3.85,116.74,188.2,71.45,21.69,4
527,73.61,6.84,7.56,258.74,576.53,317.8,7.39,5
528,414.01,26.95,6.26,142.64,254.92,112.28,8.01,4
529,146.34,21.99,5.17,105.95,164.66,58.71,11.82,4
530,109.71,30.56,4.06,81.57,102.69,21.12,14.96,3
531,79.81,26.09,3.94,84.88,121.16,36.28,13.07,4
532,101.75,24.21,4.43,105.03,181.19,76.17,6.52,4
533,112.36,19.08,3.55,82.32,120.19,37.87,10.5,4
534,103.27,30.22,3.17,53.62,65.73,12.11,20.77,2
535,48.76,25.06,3.38,54.16,65.38,11.22,14.56,3
536,83.03,24.48,3.47,63.44,78.52,15.08,10.17,4
537,152.04,56.84,4.1,76.86,112.2,35.34,6.6,4
538,175.1,63.32,3.68,99.04,187.98,88.94,6.36,5
539,181.5,72.96,4.0,130.04,280.47,150.43,6.55,4
540,177.49,73.15,5.68,183.58,419.38,235.8,7.09,4
541,171.37,61.39,10.16,155.23,296.52,141.3,11.04,5
542,204.33,80.36,10.12,126.57,210.92,84.35,18.96,5
543,201.34,86.89,6.56,94.84,151.05,56.22,30.73,4
544,122.81,16.74,11.59,267.79,624.69,356.9,8.4,5
545,431.91,50.52,12.51,237.61,507.59,269.97,8.13,5
546,330.33,58.83,9.01,131.91,214.78,82.87,20.52,4
547,96.5,29.2,5.76,75.38,105.62,30.24,40.59,4
548,105.11,33.09,5.3,72.77,99.76,27.0,37.14,4
549,95.34,25.41,4.91,118.3,184.36,66.05,16.02,4
550,91.43,17.86,6.78,189.5,394.19,204.7,7.42,5
551,305.28,12.5,9.49,272.97,636.47,363.5,6.34,5
552,325.45,18.13,10.51,208.76,464.99,256.24,7.25,5
553,312.75,32.16,8.51,176.78,390.31,213.53,7.21,5
554,272.1,46.35,7.29,144.76,292.74,147.98,6.1,5
555,192.48,69.02,5.38,136.6,294.53,157.92,6.48,5
556,273.4,70.28,5.73,164.25,362.97,198.72,6.41,5
557,226.08,66.1,5.36,160.6,343.35,182.75,6.47,4
558,171.76,44.38,6.81,149.25,302.97,153.72,5.44,5
559,181.69,46.8,6.74,106.93,196.5,89.58,13.16,4
560,92.79,24.23,4.31,44.67,66.48,21.82,44.88,4
561,96.02,24.02,4.45,44.76,63.79,19.02,48.28,4
562,92.75,20.62,4.54,51.11,75.02,23.91,47.7,5
563,322.41,19.38,3.95,41.34,63.59,22.25,56.07,5
564,224.29,20.99,4.09,69.13,102.13,33.0,37.71,5
565,322.96,14.99,4.79,128.56,223.36,94.8,8.75,5
566,246.08,20.49,5.34,120.76,217.38,96.62,8.16,5
567,216.05,15.95,4.57,67.39,82.4,15.01,13.83,4
568,97.21,11.36,4.1,50.8,60.38,9.57,23.53,3
569,85.0,8.06,3.88,40.25,48.57,8.32,29.5,3
570,71.65,13.8,4.08,73.53,127.15,53.62,16.57,4
571,110.32,14.27,5.62,142.06,312.57,170.51,6.16,2
572,34.04,5.2,3.06,89.37,126.65,37.29,34.92,3
573,47.04,4.46,4.8,124.84,178.97,54.13,12.98,3
574,81.52,7.57,5.6,124.66,176.94,52.28,8.28,3
575,82.62,8.63,4.84,138.93,234.16,95.23,6.29,4
576,124.0,21.66,4.2,126.66,217.3,90.65,6.53,4
577,149.71,27.62,3.57,107.79,176.96,69.17,6.61,4
578,137.12,28.52,3.35,108.16,183.43,75.27,6.34,4
579,124.33,20.66,3.2,104.07,166.58,62.51,6.27,4
580,115.14,25.47,2.99,75.33,100.53,25.2,9.39,3
581,82.45,21.02,2.72,59.36,71.35,11.99,11.04,3
582,73.6,15.67,2.51,51.77,63.15,11.38,19.92,3
583,62.49,13.22,2.52,53.97,68.14,14.17,16.57,3
584,57.03,15.17,2.8,82.5,123.62,41.12,7.4,3
585,80.32,28.8,3.1,109.03,198.95,89.91,7.41,4
586,111.72,30.85,4.78,173.31,359.95,186.64,9.72,4
587,145.26,48.69,4.54,98.14,160.55,62.42,27.26,4
588,112.49,35.29,4.74,64.14,95.42,31.29,46.5,4
589,95.56,25.75,3.86,58.11,88.58,30.48,51.15,2
590,48.74,16.57,3.25,31.08,48.34,17.26,77.27,3
591,50.41,12.41,2.99,29.18,44.25,15.07,78.3,2
592,17.12,7.4,2.54,39.94,54.33,14.4,62.1,1
593,17.41,5.86,2.45,40.58,52.57,11.99,56.59,1
594,17.51,4.46,2.55,39.88,45.69,5.81,49.17,3
595,58.62,15.83,3.31,96.16,119.74,23.58,1.56,3
596,63.1,28.66,2.73,35.85,40.64,4.79,33.61,2
597,48.26,20.18,2.73,17.49,19.67,2.18,51.35,2
598,40.52,14.64,2.54,8.76,10.89,2.12,60.33,2
599,31.77,10.62,2.52,10.14,11.96,1.82,57.17,1
600,23.05,7.97,2.41,12.47,14.2,1.73,54.36,1
601,19.55,5.94,2.36,20.4,26.37,5.97,49.69,2
602,15.83,4.2,2.68,64.28,86.19,21.91,19.68,2
603,19.42,4.09,3.27,79.97,115.63,35.66,22.46,2
604,31.28,10.08,4.56,50.39,66.69,16.3,40.29,3
605,61.23,11.62,5.16,47.21,64.36,17.14,48.74,3
606,89.79,17.78,4.83,56.96,78.37,21.41,42.18,3
607,85.42,18.48,4.04,52.26,71.91,19.65,41.67,3
608,63.11,13.65,3.72,55.47,74.34,18.88,41.89,3
609,58.83,9.99,4.38,46.64,61.92,15.28,54.84,4
610,106.42,10.86,3.88,37.65,46.8,9.15,60.94,4
611,131.9,10.09,3.03,30.34,38.2,7.86,65.28,4
612,115.92,7.29,3.14,32.55,41.05,8.5,65.33,4
613,99.54,6.14,3.13,26.63,32.72,6.09,70.37,3
614,78.39,5.14,2.87,20.03,24.61,4.58,71.83,1
615,14.51,0.25,2.44,26.25,38.12,11.86,44.84,1
616,12.77,0.18,2.06,28.89,41.21,12.32,45.34,2
617,18.77,1.52,2.36,50.71,66.74,16.03,39.8,1
618,23.53,1.33,2.4,48.5,62.02,13.52,41.21,2
619,26.42,2.83,2.5,63.33,70.0,6.67,20.31,2
620,24.08,2.37,2.6,72.98,82.33,9.35,19.42,1
621,24.91,3.74,2.19,34.45,37.46,3.01,30.59,1
622,24.26,7.39,2.15,30.83,32.96,2.14,35.09,1
623,12.24,3.64,2.11,12.85,15.02,2.16,49.16,1
624,11.32,2.54,2.36,30.12,33.15,3.03,26.63,1
625,9.46,1.78,2.04,33.59,36.98,3.38,30.71,2
626,13.57,1.25,2.26,52.67,62.99,10.32,14.43,2
627,14.75,3.55,2.62,67.28,93.78,26.5,2.54,3
628,26.43,4.34,3.5,111.63,198.59,86.96,2.33,2
629,43.38,18.25,3.61,86.87,142.41,55.54,16.76,3
630,54.84,31.38,4.44,54.97,79.45,24.48,41.75,3
631,71.06,30.92,4.03,78.68,116.63,37.95,33.93,3
632,70.73,24.98,3.34,51.48,73.6,22.12,57.0,2
633,46.18,15.76,3.3,62.18,87.06,24.88,50.56,2
634,43.72,13.25,3.3,53.87,73.36,19.48,45.23,2
635,45.02,9.56,2.99,56.47,73.41,16.94,41.88,2
636,31.24,5.29,2.64,58.85,69.65,10.8,33.19,2
637,28.06,4.68,2.77,50.1,57.06,6.96,36.1,1
638,23.65,3.67,2.83,47.72,54.79,7.06,28.0,2
639,22.04,5.22,3.1,77.4,100.14,22.74,7.38,3
640,78.36,40.5,2.61,75.21,93.57,18.36,7.31,3
641,54.78,34.14,2.28,66.6,80.22,13.62,7.17,2
642,44.48,29.69,2.23,43.26,47.17,3.91,20.06,2
643,38.49,23.87,2.24,48.53,54.36,5.83,8.55,2
644,41.72,26.86,2.56,69.14,96.36,27.22,2.95,3
645,85.97,37.32,2.7,111.0,185.63,74.63,7.85,3
646,79.22,32.0,4.14,118.66,214.24,95.59,16.4,3
647,82.37,27.08,4.33,64.01,96.8,32.8,36.95,4
648,96.48,31.38,3.96,42.57,58.93,16.36,58.41,3
649,80.04,28.36,4.08,45.71,61.03,15.32,54.11,3
650,87.96,27.42,4.27,61.83,83.69,21.86,46.71,3
651,41.72,20.28,3.58,130.3,211.76,81.46,8.71,3
652,45.7,24.3,2.98,111.21,166.67,55.46,17.82,3
653,61.2,28.16,3.08,83.79,108.45,24.66,31.65,3
654,63.38,29.2,3.06,116.94,164.83,47.88,15.94,2
655,46.32,22.97,2.91,66.96,78.77,11.81,38.63,2
656,37.79,18.9,2.81,98.45,123.58,25.13,9.86,2
657,35.48,15.18,2.46,59.99,67.68,7.69,20.7,2
658,27.92,10.77,2.43,44.67,51.07,6.4,29.28,2
659,19.76,7.69,2.29,51.87,60.95,9.07,20.94,1
660,14.48,6.02,2.34,48.58,54.69,6.11,18.75,1
661,10.45,4.82,2.22,45.18,50.11,4.93,19.75,2
662,7.87,5.41,2.07,51.36,61.82,10.46,13.72,1
663,12.58,5.44,2.17,39.02,45.37,6.35,19.39,1
664,12.9,4.13,2.22,43.27,50.84,7.57,13.64,1
665,17.55,3.08,2.12,32.6,38.15,5.55,22.55,1
666,18.12,2.55,2.11,30.05,34.31,4.27,25.9,1
667,13.48,2.1,2.19,40.71,50.6,9.89,18.8,1
668,7.81,1.57,2.54,49.37,73.59,24.23,21.54,2
669,17.83,4.08,3.63,68.81,109.73,40.92,20.77,2
670,32.03,7.13,3.79,43.12,62.84,19.72,36.71,2
671,34.83,13.2,3.36,33.47,47.1,13.63,46.19,2
672,27.68,13.55,3.15,22.91,33.87,10.96,56.06,2
673,27.09,12.19,3.12,21.9,32.3,10.4,61.57,2
674,23.58,10.52,2.86,25.13,32.67,7.54,61.72,2
675,16.76,7.64,2.97,72.6,86.79,14.19,38.11,2
676,18.74,5.36,2.69,83.73,96.48,12.75,30.71,1
677,17.38,3.75,2.3,47.78,55.06,7.28,51.26,2
678,12.61,3.12,2.44,80.81,95.98,15.17,19.75,3
679,9.78,3.71,2.7,123.0,170.19,47.19,6.18,1
680,5.73,3.38,2.06,9.64,11.15,1.5,48.26,1
681,4.59,2.58,1.85,11.37,12.84,1.47,44.68,1
682,2.07,1.35,2.07,11.81,15.97,4.16,53.26,1
683,1.78,0.83,2.19,10.0,13.39,3.39,57.76,1
684,2.46,1.24,2.24,12.8,16.91,4.11,59.35,2
685,2.46,1.46,2.32,13.1,17.36,4.26,62.29,2
686,4.13,1.08,2.17,11.55,15.84,4.28,65.83,1
687,3.22,0.95,2.18,19.67,24.02,4.35,55.82,2
688,2.46,0.76,2.24,10.06,12.75,2.69,61.74,2
689,2.01,1.1,2.14,8.74,12.28,3.55,60.85,1
690,1.5,1.08,2.27,21.43,25.68,4.25,44.26,1
691,1.05,0.76,2.17,37.28,44.52,7.25,36.59,2
692,0.64,0.39,2.28,7.6,10.09,2.48,67.42,2
693,1.12,0.19,2.08,10.56,13.53,2.97,62.44,1
694,1.68,0.09,2.38,37.93,48.01,10.08,34.73,3
695,56.93,27.09,3.23,55.63,82.29,26.66,52.04,3
696,52.8,19.81,3.55,34.59,50.51,15.92,66.56,2
697,32.43,10.43,3.16,25.84,35.15,9.31,76.73,2
698,19.62,4.32,2.89,26.26,35.87,9.6,83.61,2
699,8.15,4.19,2.76,20.64,23.98,3.34,70.84,2
700,6.4,2.94,2.62,19.95,22.64,2.68,70.73,2
701,6.3,2.05,2.36,22.57,28.45,5.88,67.3,2
702,5.8,1.44,2.38,26.95,32.6,5.65,64.61,1
703,7.12,1.01,2.43,27.62,31.44,3.82,54.39,1
704,6.69,0.7,2.51,38.63,43.19,4.56,34.96,1
705,10.17,0.49,2.84,40.74,45.0,4.27,36.19,2
706,17.61,1.12,3.15,56.69,62.05,5.36,15.61,2
707,25.51,3.16,2.73,71.95,90.83,18.88,6.89,2
708,31.32,11.65,2.61,76.35,101.25,24.9,6.21,3
709,42.13,20.69,2.94,105.61,176.48,70.86,6.3,3
710,47.28,19.2,3.46,154.61,316.24,161.63,7.13,4
711,92.84,38.18,7.54,100.41,158.59,58.18,33.72,3
712,71.06,21.77,3.73,47.96,67.13,19.17,72.02,2
713,26.06,7.72,3.97,63.44,83.89,20.45,72.68,2
714,25.57,8.41,4.42,62.25,83.75,21.5,65.74,4
715,139.06,58.45,6.16,197.99,373.02,175.02,9.77,4
716,135.4,49.24,7.25,182.41,328.51,146.1,11.07,4
717,133.45,47.5,5.94,137.98,221.42,83.44,16.21,4
718,119.69,41.53,5.91,109.75,155.07,45.32,21.26,4
719,102.45,25.02,4.34,82.16,103.53,21.36,32.62,4
720,107.95,26.34,3.92,96.66,127.36,30.69,18.82,3
721,84.76,21.8,3.08,90.22,110.45,20.23,14.45,3
722,69.95,15.26,2.86,110.88,151.64,40.76,1.64,3
723,74.62,12.39,3.44,137.11,224.57,87.46,0.33,3
724,71.35,10.9,3.52,133.55,229.59,96.03,0.21,3
725,80.28,12.8,3.17,100.13,167.78,67.64,0.17,3
726,69.92,12.14,2.9,91.74,159.86,68.12,0.13,3
727,73.49,18.56,2.89,86.16,144.76,58.6,0.29,2
728,25.48,7.12,1.94,37.74,47.9,10.17,34.43,1
729,22.78,10.06,2.11,39.26,52.6,13.34,33.65,2
730,23.46,9.03,2.03,52.16,73.96,21.8,26.05,1
731,18.81,5.48,2.12,36.51,55.81,19.3,16.07,2
732,21.69,14.34,2.52,72.12,101.86,29.74,4.53,2
733,40.35,20.68,2.57,78.03,117.44,39.41,4.02,3
734,52.44,20.74,2.63,84.04,142.93,58.89,4.18,3
735,70.51,35.48,2.99,91.76,173.57,81.8,4.19,3
736,81.65,40.26,2.42,94.18,170.65,76.47,3.53,3
737,67.76,35.53,2.51,63.76,90.49,26.72,3.87,3
738,39.2,11.48,3.06,114.48,236.45,121.97,5.09,3
739,51.15,10.88,3.5,82.34,147.54,65.21,11.07,3
740,61.78,19.89,4.24,71.4,119.35,47.96,17.75,2
741,48.41,14.97,3.94,52.32,73.98,21.66,36.57,2
742,46.18,19.47,3.44,45.99,61.08,15.1,47.22,2
743,36.44,19.05,3.26,37.54,49.49,11.95,63.03,2
744,49.51,14.82,3.08,29.02,34.9,5.88,73.74,3
745,52.74,12.23,3.14,31.8,37.21,5.42,68.42,2
746,40.47,9.58,2.93,29.0,32.99,3.98,75.58,2
747,30.49,7.2,2.97,31.11,36.67,5.56,73.68,2
748,29.07,3.02,3.02,66.42,69.48,3.06,20.98,2
749,33.66,4.05,3.02,67.89,75.72,7.83,18.59,3
750,63.04,10.74,3.17,112.87,213.94,101.07,4.32,3
751,80.32,29.01,3.21,120.28,242.83,122.55,4.16,3
752,85.79,38.86,3.25,133.5,268.19,134.69,5.78,4
753,96.02,53.25,3.56,114.43,205.79,91.36,9.75,4
754,97.33,56.49,3.92,116.22,198.43,82.21,14.65,4
755,97.07,51.07,4.5,96.87,155.97,59.1,28.83,3
756,66.72,29.86,2.86,34.46,43.9,9.44,65.15,3
757,57.25,22.05,2.5,32.87,41.97,9.1,69.43,2
758,44.48,16.16,2.57,32.18,40.67,8.49,77.31,2
759,37.56,12.28,2.28,20.33,23.51,3.18,88.47,2
760,31.08,9.27,2.21,19.27,21.73,2.45,88.98,2
761,23.95,7.1,2.2,19.65,20.73,1.08,90.75,2
762,19.18,5.45,2.37,36.26,38.85,2.59,74.1,3
763,23.15,1.93,3.3,118.06,174.42,56.36,4.69,3
764,29.69,1.62,3.25,141.73,242.27,100.54,4.75,3
765,73.71,14.54,3.72,112.24,195.72,83.48,4.41,1
766,15.04,2.13,2.22,45.68,50.99,5.31,38.41,1
767,5.16,1.33,1.84,37.44,39.58,2.14,16.71,1
768,10.66,1.27,1.96,37.17,56.45,19.27,26.73,2
769,10.76,1.08,1.97,67.34,96.07,28.73,20.18,3
770,12.3,6.9,3.11,126.01,223.11,97.1,12.82,2
771,29.94,23.16,4.23,79.04,115.15,36.11,35.77,3
772,60.08,25.02,3.68,57.78,77.8,20.02,51.18,3
773,68.69,17.74,3.09,66.31,93.61,27.3,53.51,2
774,35.45,2.78,3.29,66.4,90.84,24.44,49.14,2
775,3.3,1.58,2.11,16.24,17.52,1.28,70.71,2
776,2.3,1.11,1.93,17.61,17.92,0.32,68.33,2
777,1.66,1.03,1.77,16.47,18.05,1.58,70.31,2
778,1.56,1.46,1.7,12.18,12.45,0.27,76.13,2
779,7.05,0.78,2.2,18.68,19.26,0.58,65.82,2
780,9.04,0.55,2.83,11.09,11.47,0.38,75.2,2
781,6.69,0.38,2.99,13.66,14.09,0.43,70.82,2
782,5.13,0.59,2.95,16.37,16.76,0.39,67.59,2
783,6.99,0.62,3.41,20.92,21.59,0.68,60.64,1
784,8.1,0.44,4.33,33.22,37.91,4.69,48.92,1
785,8.37,0.86,4.52,41.65,55.3,13.65,50.38,2
786,11.96,7.34,2.86,33.97,46.12,12.14,64.41,2
787,15.25,3.04,4.05,28.56,37.69,9.13,73.36,2
788,15.74,2.58,4.56,38.67,50.98,12.3,66.01,2
789,24.23,2.53,3.26,26.42,33.63,7.21,75.03,2
790,22.91,2.04,2.72,48.5,62.04,13.55,70.99,2
791,16.42,1.74,2.97,50.35,62.65,12.3,68.3,2
792,12.44,1.51,2.83,50.96,60.16,9.21,65.13,2
793,9.16,1.12,2.43,31.2,34.51,3.31,78.49,2
794,7.0,0.89,2.02,29.78,32.44,2.67,74.21,2
795,7.76,0.84,1.86,32.1,34.81,2.71,69.34,2
796,6.92,0.67,2.09,36.12,39.88,3.76,70.06,2
797,4.83,0.73,1.74,26.44,28.86,2.42,79.36,2
798,3.9,0.72,1.82,34.32,37.02,2.7,66.12,2
799,3.03,0.53,1.86,32.62,35.45,2.83,69.64,2
800,2.22,0.86,1.84,27.8,30.03,2.24,73.47,2
801,6.4,1.23,1.95,27.23,29.35,2.12,75.83,2
802,10.13,1.06,1.82,32.57,34.77,2.19,63.99,2
803,8.86,0.84,1.84,33.01,35.53,2.52,61.69,1
804,14.42,0.84,1.95,49.94,55.95,6.01,45.14,2
805,14.82,0.7,2.48,65.67,79.7,14.03,41.65,2
806,21.28,1.03,3.98,64.32,81.81,17.49,47.2,2
807,33.35,7.01,4.07,59.6,77.44,17.84,55.87,2
808,21.03,2.24,3.68,43.58,57.01,13.43,83.44,2
809,16.62,2.28,3.44,46.9,58.19,11.3,74.29,2
810,18.91,1.88,3.25,69.8,88.33,18.53,60.45,2
811,16.88,1.31,3.43,61.87,68.65,6.78,60.0,2
812,14.43,1.55,4.97,65.54,71.45,5.91,46.46,2
813,23.56,7.4,4.98,80.81,87.88,7.07,31.8,2
814,23.56,7.4,4.98,80.81,87.88,7.07,31.8,2
815,26.77,5.78,2.06,31.6,33.51,1.91,67.29,2
816,21.76,5.56,1.94,33.19,35.34,2.15,62.36,1
817,15.88,4.56,2.06,37.17,39.43,2.26,56.96,2
818,11.62,5.99,1.77,61.82,65.27,3.45,28.73,2
819,18.29,3.82,4.27,85.26,118.78,33.53,28.77,2
820,24.54,8.3,3.44,61.23,82.95,21.72,60.51,2
821,36.2,9.86,2.41,42.5,54.89,12.39,87.56,2
822,30.05,9.36,2.22,39.04,50.79,11.76,88.89,2
823,23.93,6.82,2.22,40.67,51.7,11.03,85.97,2
824,22.01,9.42,2.25,48.05,58.88,10.83,76.49,2
825,23.14,9.27,2.3,53.87,64.16,10.3,69.14,2
826,22.53,6.63,2.76,61.08,71.25,10.17,61.41,2
827,21.77,5.3,4.86,70.08,77.18,7.1,45.5,2
828,28.11,9.01,3.16,52.44,57.2,4.76,60.08,2
829,34.15,11.16,2.91,62.56,69.66,7.1,46.02,2
830,35.01,10.3,2.37,67.44,75.67,8.24,39.59,2
831,13.87,2.45,1.54,41.56,51.77,10.2,74.47,1
832,7.12,3.49,1.82,34.11,38.73,4.62,52.43,2
833,5.06,2.44,2.14,58.73,71.62,12.89,33.84,2
834,4.02,2.27,1.93,57.56,74.92,17.36,43.29,2
835,3.32,1.9,2.85,58.43,80.85,22.42,50.97,2
836,7.4,1.6,3.92,42.94,55.7,12.76,66.04,2
837,8.36,2.09,3.64,43.39,59.38,15.99,72.79,2
838,8.45,1.52,1.79,42.88,58.08,15.21,75.02,2
839,7.76,1.15,1.81,38.95,52.14,13.19,79.85,2
840,6.85,0.8,2.06,46.82,61.09,14.26,76.24,2
841,5.44,0.56,2.08,56.11,71.65,15.54,70.27,2
842,6.5,0.39,2.32,46.76,53.36,6.6,67.98,2
843,5.96,0.28,2.34,58.65,65.07,6.42,56.38,2
844,5.24,0.19,2.83,64.81,69.61,4.8,37.73,2
845,10.96,0.67,2.94,65.67,71.76,6.09,33.66,2
846,14.17,1.18,2.56,79.12,87.71,8.58,23.71,2
847,5.02,2.36,1.83,87.16,107.27,20.12,5.55,2
848,22.95,11.77,1.3,67.0,76.77,9.77,22.69,2
849,16.79,12.11,2.11,86.71,105.6,18.89,5.05,2
850,19.89,10.65,1.57,88.55,108.08,19.52,4.55,2
851,39.73,19.22,1.16,75.63,82.44,6.81,5.18,2
852,43.3,26.56,1.23,78.05,92.64,14.59,4.42,2
853,41.79,18.59,1.64,85.1,114.16,29.07,4.68,2
854,44.24,15.28,1.65,86.28,127.03,40.74,18.81,3
855,52.65,20.28,3.2,90.63,133.74,43.12,26.68,3
856,56.13,20.43,3.73,93.23,134.13,40.9,28.81,3
857,76.05,26.08,4.09,82.77,114.29,31.53,42.14,2
858,31.24,13.55,2.23,48.74,62.73,13.99,72.43,2
859,24.75,9.49,1.7,41.22,52.89,11.67,84.13,2
860,32.24,6.64,1.78,40.52,51.62,11.1,80.07,2
861,23.31,4.65,1.67,37.42,47.04,9.63,84.16,2
862,4.99,0.76,1.47,62.81,79.65,16.84,40.34,2
863,3.49,1.05,1.5,71.09,93.15,22.06,39.2,2
864,2.44,1.02,1.48,86.41,114.21,27.8,29.55,2
865,1.73,1.47,1.48,92.68,121.93,29.26,27.81,2
866,2.19,1.29,1.21,80.68,93.39,12.71,27.83,2
867,3.74,1.16,1.18,57.43,63.73,6.3,39.09,2
868,2.62,0.85,1.08,50.28,55.67,5.39,46.15,2
869,1.92,0.86,1.08,63.11,69.04,5.93,32.4,2
