,S17_PM10,S17_PM25,S17_SO2,S17_NO2,S17_NOX,S17_NO,S17_O3,OUT
2487,60.63,9.63,2.86,21.36,27.1,5.73,82.53,3
2488,67.56,8.97,2.76,25.39,32.29,6.9,71.66,3
2489,65.64,7.75,2.81,22.19,27.4,5.21,79.51,3
2490,56.92,6.63,2.86,28.47,34.52,6.05,79.85,3
2491,55.15,6.3,3.05,36.31,42.6,6.28,73.56,2
2492,46.45,5.58,3.07,37.77,41.86,4.09,69.83,2
2493,43.84,4.81,3.11,57.66,61.69,4.02,47.74,2
2494,48.4,4.32,3.04,43.69,46.92,3.23,38.56,2
2495,47.43,4.53,2.71,20.19,23.57,3.38,32.82,3
2496,50.64,7.81,2.92,35.48,39.91,4.43,27.78,2
2497,47.25,7.81,2.58,15.09,18.2,3.11,33.15,2
2498,40.85,6.95,2.73,17.03,20.83,3.8,38.63,2
2499,42.61,10.14,2.87,47.99,52.3,4.31,30.47,2
2500,49.63,15.99,2.9,63.17,68.66,5.48,39.53,2
2501,48.12,15.05,2.86,52.28,57.44,5.16,27.15,3
2502,51.06,12.49,3.01,46.9,52.2,5.3,28.97,2
2503,44.81,10.58,2.82,35.77,42.11,6.34,73.22,2
2504,42.44,9.06,2.86,40.12,50.25,10.13,22.43,2
2505,41.01,8.09,2.69,51.85,65.53,13.68,13.43,2
2506,37.96,7.37,2.73,45.05,57.59,12.54,79.14,2
2507,45.99,6.42,2.6,28.5,36.08,7.57,93.66,3
2508,50.97,11.16,2.74,31.57,38.54,6.97,105.55,3
2509,53.59,10.79,2.86,28.39,33.66,5.27,94.14,3
2510,56.69,8.06,3.02,25.54,31.5,5.96,81.23,3
2511,50.12,7.3,2.98,26.68,32.02,5.33,66.62,3
2512,56.45,6.47,3.04,31.18,37.78,6.6,26.31,3
2513,64.48,8.28,2.87,16.39,20.69,4.31,35.98,3
2514,84.11,7.64,2.81,18.05,21.82,3.77,32.89,3
2515,71.89,6.33,2.9,23.55,26.96,3.41,25.07,3
2516,57.67,5.74,2.77,10.18,13.0,2.82,24.75,3
2517,59.65,5.05,2.74,9.85,12.93,3.08,19.06,2
2518,47.62,5.04,2.64,11.08,14.43,3.35,19.51,2
2519,35.43,4.86,2.6,5.98,8.57,2.6,16.01,2
2520,29.98,5.0,2.66,5.74,8.52,2.78,15.44,1
2521,24.25,4.62,2.59,5.3,7.92,2.62,18.97,1
2522,18.71,4.13,2.73,4.98,7.55,2.57,27.94,1
2523,17.75,3.79,2.64,4.7,7.21,2.5,18.91,1
2524,15.16,3.98,2.72,5.9,8.59,2.69,24.48,1
2525,17.52,3.95,2.64,13.84,19.12,5.28,29.88,2
2526,34.93,4.5,2.71,17.59,23.43,5.84,72.89,2
2527,32.72,4.19,2.89,18.89,26.04,7.15,109.16,2
2528,40.65,3.95,2.94,17.9,23.5,5.6,88.84,2
2529,43.22,4.15,2.9,14.65,19.15,4.5,85.37,2
2530,49.62,4.32,2.97,22.92,30.33,7.41,97.71,2
2531,43.6,6.83,3.01,24.16,29.97,5.81,79.2,2
2532,41.52,7.28,3.02,28.55,33.9,5.35,74.15,2
2533,42.89,6.25,2.86,39.35,43.83,4.47,44.7,2
2534,42.8,5.29,2.84,40.42,44.31,3.89,23.38,2
2535,42.68,4.79,2.88,23.02,26.76,3.75,37.98,2
2536,39.58,4.93,2.75,10.02,12.54,2.53,3.99,2
2537,38.74,4.63,2.67,9.81,12.39,2.58,21.4,2
2538,31.9,4.73,2.75,8.94,11.42,2.48,25.02,2
2539,28.39,4.57,2.69,6.93,9.44,2.51,22.77,2
2540,32.33,4.56,2.59,5.91,8.58,2.68,24.99,2
2541,31.76,4.38,2.59,5.05,7.43,2.38,21.55,2
2542,25.7,4.63,2.7,5.23,7.82,2.59,23.39,1
2543,20.31,4.46,2.56,5.17,7.66,2.5,22.36,2
2544,49.48,7.14,2.57,24.35,32.98,8.62,61.0,3
2545,54.7,7.36,2.75,20.86,27.89,7.02,86.15,3
2546,65.06,6.8,2.64,26.77,33.75,6.98,80.48,3
2547,67.42,6.83,2.7,31.24,36.96,5.72,83.9,3
2548,52.19,6.52,2.66,47.36,54.66,7.3,32.29,3
2549,56.32,6.38,2.55,45.48,51.37,5.89,36.76,3
2550,52.45,5.57,2.56,21.12,24.87,3.75,49.12,2
2551,45.1,4.88,2.39,10.0,12.69,2.68,45.07,2
2552,35.32,4.98,2.52,10.69,13.43,2.74,43.27,2
2553,27.79,5.01,2.68,15.74,18.79,3.05,41.57,2
2554,29.12,5.14,2.5,14.55,17.46,2.91,38.47,2
2555,25.21,5.33,2.51,12.62,16.33,3.71,37.26,2
2556,28.64,6.48,2.79,19.36,25.26,5.9,68.41,2
2557,33.17,5.64,2.74,20.08,25.76,5.68,67.23,2
2558,28.89,4.84,2.72,17.39,21.76,4.38,70.59,2
2559,34.73,7.22,2.87,20.53,25.27,4.74,78.06,2
2560,34.14,7.54,2.95,22.54,27.98,5.45,110.11,2
2561,49.27,8.35,2.88,17.06,21.35,4.3,44.87,2
2562,44.61,7.58,2.95,27.68,33.24,5.56,25.12,2
2563,34.91,6.48,2.92,19.03,22.67,3.65,22.17,2
2564,37.23,5.44,2.83,16.93,20.64,3.71,25.34,2
2565,41.07,4.71,2.78,13.27,15.66,2.39,27.7,2
2566,41.72,4.92,2.86,12.36,15.05,2.69,30.2,2
2567,36.22,4.63,2.77,10.21,12.3,2.09,28.46,2
2568,28.75,4.19,2.63,13.8,16.14,2.34,21.67,1
2569,24.55,4.42,2.8,7.05,9.25,2.2,31.41,1
2570,22.85,4.72,2.8,7.49,9.63,2.14,30.62,1
2571,18.94,4.58,2.71,23.66,26.57,2.91,18.86,1
2572,16.67,4.81,2.89,19.52,22.21,2.69,23.9,1
2573,15.43,4.81,2.76,4.7,6.66,1.97,22.83,1
2574,14.88,4.38,2.75,6.98,9.2,2.22,20.6,2
2575,26.22,4.18,2.91,17.74,23.73,5.99,1.2,2
2576,30.61,4.26,2.76,17.66,23.28,5.62,87.31,2
2577,36.22,4.42,2.88,19.97,26.13,6.16,96.39,2
2578,32.99,5.72,2.96,18.37,23.48,5.11,105.0,2
2579,43.51,4.42,3.12,28.41,32.25,3.84,27.72,2
2580,40.43,4.01,2.83,22.8,25.49,2.69,20.54,3
2581,64.48,3.74,2.65,9.69,11.77,2.08,23.11,3
2582,50.44,3.54,2.65,10.17,12.86,2.68,16.25,2
2583,41.32,3.38,2.62,7.76,9.93,2.17,23.35,2
2584,37.88,3.26,2.67,5.12,7.05,1.93,22.59,2
2585,30.61,3.9,2.71,4.74,6.9,2.15,29.2,1
2586,23.94,4.55,2.63,4.38,6.32,1.95,19.2,1
2587,22.79,4.44,2.74,3.86,6.0,2.14,22.29,2
2588,25.8,4.44,2.91,4.16,6.38,2.22,27.45,1
2589,22.41,4.88,2.84,5.8,8.21,2.42,30.8,2
2590,22.33,4.28,2.76,8.95,11.53,2.58,91.66,2
2591,26.98,4.65,2.87,10.7,13.55,2.86,106.46,2
2592,29.98,4.92,2.8,14.02,17.66,3.64,86.82,2
2593,34.19,5.15,3.0,11.27,13.82,2.55,89.82,2
2594,39.49,4.88,3.12,10.25,12.51,2.26,92.02,2
2595,40.68,4.53,3.16,10.55,12.65,2.1,89.44,2
2596,42.45,4.59,3.11,12.43,14.57,2.15,81.34,2
2597,39.62,4.73,3.22,22.35,25.99,3.64,62.57,2
2598,37.81,4.36,3.13,26.77,28.65,1.88,52.25,2
2599,49.41,3.76,2.9,26.06,27.92,1.85,50.38,2
2600,49.62,3.77,2.87,21.37,23.06,1.69,49.64,2
2601,42.38,4.21,2.91,14.2,15.88,1.68,46.57,2
2602,34.65,4.46,2.94,12.68,14.51,1.83,46.4,2
2603,33.2,4.16,2.76,8.06,9.81,1.75,47.5,2
2604,31.19,3.81,2.8,5.35,6.88,1.53,40.05,2
2605,31.99,3.71,2.86,4.17,5.73,1.56,49.47,2
2606,31.07,3.89,2.88,3.75,5.26,1.5,54.29,2
2607,25.04,4.34,2.82,8.0,9.7,1.71,50.21,2
2608,22.09,4.14,2.89,9.36,11.28,1.92,64.85,1
2609,22.61,3.8,2.93,34.86,40.71,5.84,54.81,2
2610,41.61,3.56,2.93,34.78,40.41,5.63,59.79,3
2611,54.16,3.39,3.13,32.38,40.35,7.96,68.08,3
2612,63.28,3.27,3.24,35.91,44.91,9.0,67.48,3
2613,71.54,8.06,3.24,37.12,46.58,9.46,71.91,4
2614,92.61,8.65,3.27,33.9,43.21,9.31,74.6,4
2615,93.53,7.83,3.57,26.3,34.57,8.27,72.77,3
2616,83.88,7.74,3.63,32.22,40.58,8.36,67.5,3
2617,60.11,6.67,3.3,38.1,41.38,3.28,54.33,3
2618,52.37,5.57,3.43,63.01,69.37,6.36,34.82,3
2619,53.57,4.8,3.43,46.74,49.46,2.72,41.39,3
2620,52.94,4.26,3.31,23.17,25.35,2.18,57.79,2
2621,45.83,4.02,3.15,7.7,9.44,1.74,65.12,2
2622,40.35,4.35,3.31,6.92,8.66,1.74,69.37,2
2623,44.04,4.5,3.17,8.35,10.06,1.71,63.75,2
2624,37.18,4.58,3.15,6.18,7.87,1.68,64.7,2
2625,25.24,4.88,3.34,39.21,44.53,5.32,34.58,2
2626,39.02,7.9,3.3,41.15,50.9,9.74,55.73,2
2627,44.73,5.47,3.43,31.15,38.58,7.43,65.17,3
2628,53.29,5.07,3.62,32.88,42.11,9.23,68.91,3
2629,63.8,5.2,3.48,25.66,32.68,7.02,72.39,3
2630,62.87,5.07,3.57,27.87,35.78,7.91,71.9,3
2631,56.6,4.98,3.69,31.97,40.51,8.54,72.79,3
2632,51.61,4.86,3.66,29.13,36.3,7.17,70.33,3
2633,51.21,5.1,3.84,37.62,47.26,9.64,62.44,3
2634,61.76,10.47,3.77,38.23,47.25,9.02,55.25,3
2635,60.29,10.89,3.62,44.69,53.02,8.33,51.08,3
2636,62.08,8.76,3.42,45.34,49.89,4.54,47.66,3
2637,57.93,7.04,3.6,46.39,48.8,2.41,46.27,3
2638,51.86,6.45,3.46,38.53,40.58,2.05,49.8,2
2639,45.51,5.91,3.39,23.67,25.42,1.74,58.54,2
2640,47.69,5.24,3.39,43.17,45.19,2.02,39.89,2
2641,40.17,4.93,3.38,46.01,52.24,6.24,41.84,2
2642,45.16,5.05,3.6,85.91,93.54,7.62,7.6,2
2643,45.85,5.24,3.51,31.04,33.64,2.6,42.61,2
2644,43.69,4.91,3.26,10.39,12.2,1.82,62.22,2
2645,43.73,4.91,3.2,11.13,13.0,1.87,53.22,2
2646,35.7,5.03,3.28,51.1,54.29,3.19,13.41,2
2647,31.76,4.59,3.52,71.08,83.06,11.98,6.55,3
2648,64.85,8.58,3.23,43.96,55.88,11.92,57.91,3
2649,68.75,9.09,3.32,30.1,38.38,8.27,69.35,3
2650,65.59,8.59,3.28,25.16,32.27,7.11,74.95,3
2651,67.35,7.39,3.44,21.99,28.14,6.15,77.47,3
2652,65.04,6.76,3.41,29.08,36.41,7.33,79.78,3
2653,73.88,5.9,3.68,29.28,35.72,6.44,80.01,3
2654,74.77,5.61,3.48,43.56,52.43,8.88,77.15,4
2655,94.77,8.77,3.45,32.31,39.05,6.74,63.33,4
2656,92.68,8.89,3.29,44.87,51.9,7.03,56.44,3
2657,79.71,7.33,3.22,47.68,51.88,4.21,47.33,3
2658,68.71,6.03,3.37,87.94,93.38,5.44,17.04,3
2659,68.84,5.95,3.14,55.59,58.56,2.96,32.26,3
2660,61.28,5.67,3.12,34.29,36.71,2.41,46.93,3
2661,52.04,5.58,3.09,24.24,26.74,2.5,51.69,2
2662,43.27,5.01,2.95,19.42,21.52,2.1,44.28,2
2663,43.45,4.4,2.89,11.27,13.15,1.88,35.97,2
2664,36.04,3.98,2.84,6.85,8.79,1.94,40.85,2
2665,42.01,4.29,2.7,6.16,8.21,2.05,42.79,2
2666,40.94,4.54,2.76,5.88,7.9,2.02,47.33,2
2667,33.1,4.88,2.82,15.09,17.45,2.36,37.73,2
2668,25.76,4.76,3.01,46.02,54.15,8.13,16.96,2
2669,31.89,4.89,3.09,68.27,89.22,20.96,21.42,4
2670,90.27,44.08,3.26,37.62,47.35,9.73,67.57,4
2671,107.16,41.83,3.17,36.88,44.95,8.07,85.66,4
2672,100.09,32.49,3.18,35.58,42.39,6.81,92.08,4
2673,94.65,23.65,3.36,28.62,33.38,4.76,111.88,4
2674,90.13,20.86,3.3,35.55,40.37,4.82,111.93,3
2675,89.29,17.14,3.56,38.33,43.31,4.99,121.62,4
2676,100.27,15.44,4.17,37.8,42.91,5.12,115.63,4
2677,104.76,18.51,3.44,36.93,41.91,4.98,84.97,4
2678,123.9,15.81,3.37,58.35,66.92,8.57,58.58,4
2679,124.11,11.97,3.37,82.46,88.01,5.54,42.72,4
2680,106.73,9.52,3.31,104.9,112.25,7.36,22.34,4
2681,90.72,8.01,3.51,139.31,178.44,39.13,6.32,3
2682,85.86,7.11,3.76,150.17,209.78,59.62,4.76,4
2683,114.89,24.63,4.45,195.11,370.11,175.0,24.62,4
2684,117.67,29.22,4.26,154.22,279.2,124.98,34.2,4
2685,111.47,35.03,4.01,144.12,260.26,116.14,34.02,4
2686,110.2,33.28,4.03,119.36,202.49,83.13,37.8,4
2687,105.72,35.13,3.41,87.7,118.24,30.54,45.3,3
2688,81.8,28.83,3.16,65.78,79.38,13.61,43.35,3
2689,74.25,29.51,3.37,79.76,108.26,28.5,28.39,3
2690,80.86,29.41,3.45,94.08,133.93,39.85,6.59,3
2691,79.74,23.71,3.08,28.9,37.55,8.65,71.08,3
2692,73.62,18.36,2.98,29.84,37.0,7.16,112.93,3
2693,71.19,16.73,3.11,23.07,28.14,5.07,116.13,3
2694,66.39,13.86,3.06,20.57,25.27,4.7,93.89,3
2695,63.26,11.18,3.02,17.31,21.02,3.71,94.7,2
2696,48.33,9.17,3.23,23.78,28.94,5.17,90.56,3
2697,62.29,7.65,3.47,25.3,30.9,5.6,90.35,3
2698,59.13,8.52,3.36,25.28,30.62,5.34,91.03,3
2699,52.31,7.67,3.16,27.68,32.46,4.78,80.92,2
2700,45.13,6.57,3.32,40.11,45.38,5.27,62.46,2
2701,39.16,5.59,3.14,61.05,65.42,4.36,38.14,3
2702,40.9,4.81,3.33,111.76,119.11,7.35,11.32,2
2703,45.44,4.76,3.14,63.02,67.01,3.99,32.77,2
2704,46.44,4.59,2.99,28.17,30.57,2.4,50.97,2
2705,46.39,4.62,3.05,17.54,19.71,2.17,52.5,2
2706,42.97,4.44,2.91,12.03,14.04,2.01,45.77,2
2707,40.14,4.64,2.85,9.66,11.65,1.99,45.53,2
2708,39.22,5.57,2.88,8.3,10.38,2.07,42.52,2
2709,39.34,5.24,2.91,6.41,8.42,2.01,41.72,2
2710,32.3,4.82,2.83,5.0,6.93,1.93,42.87,2
2711,30.36,4.78,3.0,4.86,6.75,1.89,44.71,2
2712,25.01,4.56,2.9,8.02,10.78,2.76,42.51,1
2713,24.99,4.78,2.88,15.77,19.86,4.09,45.46,2
2714,28.52,4.81,2.9,30.73,38.73,8.0,47.58,2
2715,32.08,5.19,2.96,26.6,33.98,7.38,70.41,2
2716,35.0,5.47,2.98,22.61,28.77,6.16,77.95,2
2717,38.47,5.74,3.53,25.53,31.91,6.38,88.95,2
2718,49.89,5.5,3.2,17.03,21.91,4.88,93.18,3
2719,56.55,6.95,3.4,24.27,30.34,6.07,90.71,3
2720,56.66,7.08,3.5,19.48,24.53,5.05,91.93,3
2721,77.97,6.6,3.4,15.92,19.93,4.01,88.56,3
2722,66.39,5.76,4.0,20.72,25.59,4.87,85.49,3
2723,55.58,5.27,3.38,21.89,26.22,4.33,81.43,2
2724,49.04,5.23,3.24,34.1,38.55,4.45,73.18,2
2725,42.7,4.74,3.32,54.01,58.48,4.46,57.73,2
2726,49.7,4.22,3.67,93.83,99.97,6.15,27.71,3
2727,54.37,4.38,4.02,53.02,55.73,2.71,43.72,2
2728,48.98,4.8,3.4,32.4,34.85,2.44,59.32,2
2729,46.1,4.95,3.32,24.02,26.62,2.6,52.93,3
2730,52.53,4.94,3.04,11.39,13.62,2.24,35.26,3
2731,54.09,4.91,2.98,10.26,12.69,2.43,32.89,2
2732,45.01,4.7,2.78,7.82,10.24,2.43,44.23,2
2733,33.94,4.79,2.76,6.16,8.57,2.41,50.17,2
2734,25.93,4.95,2.79,5.75,8.04,2.29,60.77,2
2735,21.17,4.53,2.83,5.0,7.22,2.21,60.64,2
2736,17.05,4.55,2.89,6.06,8.06,2.01,60.25,2
2737,18.13,4.79,2.86,9.87,12.75,2.88,61.61,2
2738,26.12,4.88,2.93,10.35,13.86,3.52,70.65,2
2739,30.71,5.01,3.03,9.47,13.1,3.63,75.33,2
2740,29.69,4.11,3.42,8.5,11.35,2.86,88.65,2
2741,31.66,4.53,3.07,7.65,10.9,3.25,92.15,2
2742,34.44,4.9,3.19,10.76,14.58,3.82,97.98,2
2743,29.0,4.51,3.15,8.77,11.34,2.56,109.63,2
2744,26.8,4.06,3.21,10.98,13.94,2.96,116.93,2
2745,26.24,3.74,3.41,13.52,16.69,3.17,113.0,2
2746,26.92,3.52,3.3,9.36,11.95,2.59,99.0,2
2747,23.05,3.5,3.43,12.02,14.59,2.56,76.58,2
2748,32.57,3.84,3.31,12.32,15.0,2.68,77.15,2
2749,29.64,3.73,3.36,14.14,16.6,2.46,66.79,1
2750,23.04,3.94,3.23,11.91,14.94,3.02,35.79,2
2751,26.0,4.04,3.0,12.56,15.35,2.79,51.33,2
2752,28.78,4.02,3.01,18.3,21.71,3.4,57.88,2
2753,32.03,4.14,3.04,8.3,10.6,2.31,62.49,2
2754,32.32,3.97,2.98,6.42,8.8,2.37,57.46,2
2755,31.76,3.91,3.04,4.92,7.11,2.19,51.82,2
2756,32.51,3.78,2.98,4.66,6.95,2.28,46.08,2
2757,32.44,3.73,2.98,4.84,7.22,2.38,42.85,2
2758,26.9,4.16,3.06,9.08,12.19,3.11,42.79,1
2759,20.67,4.66,3.15,8.53,11.12,2.59,48.31,1
2760,16.49,4.37,3.04,24.6,30.33,5.73,42.75,1
2761,15.45,3.96,3.19,31.96,40.63,8.68,48.53,2
2762,18.53,3.67,3.13,25.1,32.69,7.59,60.2,2
2763,33.68,3.47,3.4,28.17,36.86,8.7,64.42,2
2764,44.97,8.19,3.32,23.25,30.08,6.82,74.51,3
2765,50.16,8.16,3.29,18.97,25.69,6.72,80.16,2
2766,49.9,6.61,3.23,20.01,25.76,5.75,73.67,2
2767,43.63,5.62,3.28,19.84,25.62,5.78,76.21,2
2768,44.5,5.09,3.95,20.82,26.77,5.95,74.8,2
2769,45.92,5.74,3.92,24.2,30.55,6.35,74.96,2
2770,48.3,6.04,3.64,23.29,28.48,5.19,75.65,2
2771,47.63,5.36,3.4,33.24,38.16,4.92,66.44,2
2772,41.6,4.65,3.39,46.94,51.99,5.05,50.57,2
2773,40.55,4.16,3.37,81.06,85.07,4.0,22.0,2
2774,44.31,4.54,3.34,79.41,85.63,6.22,24.47,2
2775,44.55,4.47,3.27,19.2,22.01,2.82,59.18,3
2776,51.71,4.73,3.19,10.38,12.88,2.51,63.72,2
2777,44.83,4.83,3.38,9.28,11.45,2.17,62.02,2
2778,38.71,4.94,3.44,6.71,8.74,2.03,64.61,2
2779,36.2,5.06,3.49,4.97,6.99,2.03,66.02,2
2780,29.49,5.16,3.41,4.65,6.59,1.94,65.48,2
2781,26.12,4.69,3.52,5.19,7.18,1.99,67.13,2
2782,27.49,4.18,3.48,4.98,6.97,1.99,68.24,2
2783,28.66,4.46,3.46,17.4,20.1,2.7,65.32,2
2784,27.82,4.68,3.56,30.48,37.19,6.71,61.21,2
2785,31.17,7.75,3.5,46.0,57.36,11.36,57.97,2
2786,37.49,9.06,3.44,30.06,38.64,8.58,71.15,2
2787,37.93,8.32,3.38,21.16,26.58,5.42,79.16,2
2788,43.57,9.09,3.42,25.21,32.92,7.71,77.13,2
2789,47.54,8.49,3.43,13.73,17.92,4.18,86.29,2
2790,42.29,7.34,3.52,20.1,26.2,6.1,86.26,2
2791,33.91,6.36,3.65,19.07,24.9,5.83,83.34,2
2792,37.56,5.41,3.64,21.24,27.78,6.54,82.24,2
2793,43.87,4.69,3.72,23.85,30.44,6.59,81.73,2
2794,44.01,4.18,3.67,28.69,36.3,7.61,79.27,2
2795,45.47,3.83,3.81,38.67,45.52,6.84,69.0,2
2796,43.41,3.58,3.88,47.97,52.26,4.29,56.84,3
2797,46.59,3.41,3.97,105.83,119.45,13.62,17.9,3
2798,55.01,3.66,3.75,91.51,97.04,5.53,15.93,3
2799,60.3,3.65,3.88,45.66,48.97,3.32,47.02,3
2800,59.26,4.34,3.61,14.19,16.52,2.33,63.28,3
2801,51.89,4.48,3.6,14.1,16.42,2.32,62.68,2
2802,44.97,4.64,3.47,10.51,12.56,2.04,66.86,2
2803,38.51,4.77,3.54,8.42,10.44,2.02,68.43,2
2804,30.17,4.38,3.62,7.23,9.29,2.06,69.24,2
2805,28.16,3.97,3.57,6.73,8.67,1.94,70.55,2
2806,24.88,3.68,3.68,10.5,13.68,3.18,68.69,2
2807,20.1,3.88,3.47,14.89,17.5,2.61,62.12,1
2808,21.4,4.32,3.39,34.36,40.72,6.36,54.26,2
2809,28.39,4.26,3.71,39.61,50.09,10.48,57.58,2
2810,33.64,4.13,4.11,35.06,44.03,8.96,64.67,2
2811,39.05,4.19,3.84,33.16,41.61,8.45,73.01,2
2812,43.46,10.86,3.79,25.09,31.58,6.5,82.86,3
2813,64.82,10.96,3.8,24.73,30.48,5.75,92.62,3
2814,72.17,8.82,3.99,24.54,30.93,6.39,89.2,3
2815,56.94,7.78,3.96,21.65,27.43,5.78,91.35,3
2816,57.54,6.98,4.02,23.21,29.3,6.09,90.89,3
2817,76.58,6.28,4.5,29.24,36.46,7.22,87.19,3
2818,78.26,9.36,4.88,44.51,54.33,9.82,80.3,3
2819,86.24,9.45,4.62,48.18,55.23,7.05,77.11,3
2820,74.83,7.76,5.75,79.33,84.82,5.49,49.54,3
2821,67.35,12.44,4.22,137.07,156.41,19.34,5.94,3
2822,70.89,11.53,4.12,113.24,140.06,26.82,22.02,3
2823,74.73,8.97,3.69,24.47,27.24,2.77,61.61,3
2824,66.38,7.51,3.64,13.51,16.08,2.57,64.21,3
2825,53.27,6.63,3.49,11.01,13.56,2.55,65.54,2
2826,47.58,6.28,3.33,10.79,13.38,2.59,64.92,2
2827,46.23,5.95,3.39,8.51,10.9,2.4,66.18,2
2828,37.15,5.44,3.48,6.75,9.07,2.32,68.91,2
2829,30.87,4.99,3.4,6.32,8.52,2.2,69.27,2
2830,31.74,5.06,3.65,20.09,22.96,2.88,42.75,2
2831,28.53,4.63,3.67,57.4,65.9,8.5,12.18,2
2832,44.46,4.74,3.7,80.66,110.05,29.38,9.61,3
2833,56.1,14.45,3.68,95.21,136.89,41.68,13.32,3
2834,61.57,16.16,3.72,95.16,130.94,35.78,26.72,3
2835,69.31,15.92,3.63,47.42,58.93,11.51,59.93,3
2836,67.23,15.86,3.6,45.86,57.99,12.13,67.55,3
2837,59.21,13.67,3.89,39.53,49.18,9.64,79.22,3
2838,58.73,11.35,3.69,29.58,36.1,6.52,97.87,3
2839,61.85,9.76,3.61,27.5,33.22,5.72,103.38,3
2840,64.38,7.96,3.63,28.34,35.14,6.8,99.33,3
2841,56.14,6.47,3.61,26.34,31.9,5.56,91.19,2
2842,49.26,5.43,3.68,28.6,33.71,5.11,87.69,2
2843,44.77,4.83,3.81,42.01,48.27,6.26,76.99,2
2844,38.93,4.31,4.05,35.21,39.2,3.99,72.51,2
2845,41.02,3.92,4.0,25.64,28.81,3.18,75.58,2
2846,36.99,4.46,4.23,28.32,31.94,3.62,74.0,2
2847,37.55,4.98,4.17,23.96,26.61,2.65,71.25,2
2848,39.92,5.22,3.74,18.77,21.35,2.59,50.58,2
2849,45.01,4.78,3.28,9.92,12.6,2.67,37.78,2
2850,40.34,4.84,3.16,7.66,10.28,2.62,40.2,2
2851,32.77,4.93,3.23,6.57,9.25,2.68,37.86,2
2852,33.04,5.13,3.04,5.38,8.16,2.78,41.06,2
2853,27.58,5.19,3.16,5.52,8.32,2.8,43.31,2
2854,28.27,5.07,3.09,5.63,8.52,2.9,44.25,1
2855,24.09,5.18,3.16,8.73,11.64,2.91,42.96,2
2856,36.68,9.12,3.27,24.47,32.78,8.31,60.91,2
2857,42.38,9.72,3.11,20.78,26.95,6.17,72.44,2
2858,43.84,8.06,3.27,18.34,23.97,5.63,84.29,2
2859,40.69,6.74,3.25,25.13,32.04,6.91,87.28,2
2860,49.52,6.32,3.52,28.24,34.97,6.73,88.14,3
2861,58.79,5.8,3.52,19.03,24.75,5.72,83.58,3
2862,55.86,5.82,3.72,23.16,29.31,6.16,74.67,3
2863,53.64,5.84,3.56,31.72,39.13,7.41,62.14,3
2864,50.39,5.81,3.43,46.94,55.63,8.69,51.96,2
2865,42.87,5.16,3.47,48.14,53.2,5.06,47.89,2
2866,40.16,4.51,3.5,42.74,46.37,3.64,47.58,2
2867,34.87,4.22,3.62,30.82,34.05,3.24,49.66,2
2868,32.05,4.38,3.34,18.64,21.62,2.97,55.04,2
2869,37.63,4.75,3.3,12.78,15.27,2.5,58.13,2
2870,35.36,5.09,3.34,11.33,13.9,2.57,60.38,2
2871,30.65,5.03,3.42,8.24,10.59,2.35,63.65,2
2872,26.12,4.61,3.44,5.8,7.82,2.03,67.54,2
2873,21.21,4.56,3.47,5.12,7.27,2.15,67.87,2
2874,16.78,4.97,3.45,5.44,7.56,2.12,67.36,2
2875,13.47,4.85,3.46,5.23,7.38,2.14,68.68,2
2876,11.63,5.03,3.47,7.7,10.12,2.42,68.22,2
2877,10.39,5.14,3.61,21.62,27.67,6.05,61.95,2
2878,15.6,4.94,3.8,26.63,34.79,8.16,61.1,2
2879,37.87,4.84,3.91,26.43,34.76,8.33,64.99,2
2880,45.75,8.63,4.03,30.63,40.25,9.62,70.42,3
2881,57.0,10.46,3.9,28.31,36.47,8.15,82.16,3
2882,66.61,15.99,3.86,26.08,32.72,6.65,86.99,3
2883,66.2,15.75,3.62,19.33,24.18,4.85,89.53,3
2884,54.82,13.05,4.03,19.81,26.12,6.31,80.93,2
2885,46.57,10.55,3.63,21.05,27.2,6.16,75.23,2
2886,43.09,8.38,3.8,19.49,25.06,5.56,74.38,2
2887,34.45,7.45,3.71,26.4,31.53,5.12,63.58,2
2888,27.41,6.33,3.73,46.67,52.76,6.09,48.38,2
2889,24.81,5.33,3.76,61.49,67.44,5.95,33.67,3
2890,25.9,4.76,3.93,102.56,126.17,23.62,9.57,2
2891,25.62,4.67,4.19,56.29,59.67,3.37,30.77,2
2892,33.92,4.93,4.04,43.25,46.01,2.76,43.42,2
2893,39.61,4.79,3.7,22.22,24.87,2.66,52.3,2
2894,39.9,4.62,3.56,15.04,17.95,2.91,52.55,2
2895,37.88,4.85,3.31,7.99,10.65,2.65,55.57,2
2896,33.39,4.56,3.34,6.94,9.51,2.57,55.71,2
2897,28.46,4.91,3.39,6.06,8.59,2.53,55.68,2
2898,27.84,5.37,3.22,4.85,7.33,2.47,56.18,1
2899,19.52,5.68,3.3,7.75,10.98,3.22,56.42,2
2900,27.95,5.62,3.34,9.21,12.96,3.76,55.19,2
2901,26.57,11.72,3.45,9.65,13.6,3.95,87.46,2
2902,21.54,10.19,3.58,7.88,11.08,3.2,91.21,2
2903,22.57,8.31,3.6,9.55,12.57,3.02,88.1,2
2904,19.9,7.07,3.79,8.78,12.0,3.23,85.69,2
2905,16.04,6.0,3.69,13.17,16.9,3.73,78.48,2
2906,13.17,5.46,3.89,21.94,26.57,4.64,74.34,1
2907,13.61,4.83,3.9,48.93,54.2,5.27,49.12,2
2908,21.92,4.28,3.65,67.9,72.6,4.7,28.76,2
