,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,OUT
3380,11.02,3.84,32.1,37.28,5.18,2
3381,13.02,3.37,52.46,57.87,5.41,3
3382,9.2,3.37,111.0,117.31,6.31,3
3383,7.77,3.44,129.73,136.58,6.85,3
3384,10.38,3.41,135.93,145.9,9.97,3
3385,44.7,3.55,152.53,200.55,48.02,3
3386,52.63,3.3,114.48,128.18,13.7,3
3387,37.08,4.04,101.3,110.1,8.8,2
3388,34.54,3.98,89.52,97.86,8.34,2
3389,37.22,4.0,74.4,82.19,7.79,2
3390,39.45,4.03,78.32,85.84,7.52,3
3391,36.81,4.05,100.96,128.4,27.44,3
3392,30.01,4.02,105.39,147.82,42.43,2
3393,20.87,3.95,91.89,129.86,37.97,2
3394,23.52,3.92,73.16,97.34,24.18,2
3395,22.47,3.93,54.94,68.9,13.96,1
3396,17.43,4.06,40.83,51.54,10.71,1
3397,17.66,4.12,29.71,38.0,8.29,1
3398,16.68,4.3,31.96,38.67,6.71,1
3399,14.27,4.28,32.01,37.69,5.68,1
3400,18.13,4.36,48.63,55.05,6.42,2
3401,19.73,4.52,73.46,80.17,6.71,3
3402,18.51,4.33,113.83,122.38,8.55,3
3403,19.98,4.2,123.44,131.95,8.51,2
3404,22.43,4.2,85.25,90.06,4.81,3
3405,28.59,3.98,107.79,113.5,5.71,2
3406,35.81,4.07,82.72,88.53,5.81,2
3407,19.25,5.28,59.6,65.16,5.56,2
3408,19.25,2.28,59.6,65.16,5.56,2
3409,13.82,2.37,64.15,70.77,6.62,3
3410,16.01,2.29,121.72,153.98,32.26,3
3411,14.88,2.05,115.65,150.97,35.32,2
3412,32.44,2.37,79.26,112.65,33.39,2
3413,26.88,2.33,53.57,70.82,17.25,1
3414,18.82,2.14,47.92,63.39,15.47,2
3415,14.58,2.13,70.67,84.79,14.12,2
3416,14.78,2.3,87.94,104.17,16.23,2
3417,11.68,2.31,71.64,84.03,12.39,2
3418,8.21,2.01,78.6,86.18,7.58,2
3419,6.6,2.18,97.9,105.4,7.5,3
3420,16.07,2.32,167.01,256.97,89.96,3
3421,28.03,2.08,141.99,189.29,47.3,3
3422,24.25,2.42,141.49,201.6,60.11,3
3423,19.99,2.08,132.44,169.53,37.09,2
3424,19.35,2.07,85.09,96.84,11.75,2
3425,23.0,1.81,77.86,85.45,7.59,2
3426,28.42,2.07,76.97,84.67,7.7,2
3427,25.54,1.71,65.62,69.73,4.11,2
3428,18.54,1.83,70.82,77.62,6.8,2
3429,14.49,1.95,75.07,81.64,6.57,2
3430,10.9,1.75,72.1,80.29,8.19,1
3431,12.35,2.06,43.63,52.07,8.44,1
3432,16.7,2.04,41.85,53.07,11.22,1
3433,15.27,1.96,41.44,49.17,7.73,1
3434,16.5,2.05,32.33,40.13,7.8,1
3435,14.88,1.96,29.43,37.12,7.69,1
3436,14.75,2.12,25.72,32.79,7.07,1
3437,12.08,2.01,32.56,39.18,6.62,1
3438,14.51,2.15,34.13,39.06,4.93,1
3439,18.07,1.98,47.43,53.45,6.02,2
3440,19.92,2.13,50.81,54.5,3.69,2
3441,23.74,1.81,66.11,68.13,2.02,2
3442,20.36,1.87,64.51,67.42,2.91,2
3443,15.24,1.92,73.07,77.48,4.41,2
3444,16.01,1.98,73.75,78.71,4.96,2
3445,18.41,1.83,60.09,63.47,3.38,2
3446,13.64,2.0,94.76,107.24,12.48,2
3447,11.77,2.11,52.37,57.78,5.41,1
3448,9.32,2.01,33.32,37.7,4.38,1
3449,11.04,2.17,28.25,30.79,2.54,1
3450,14.07,2.1,28.83,32.17,3.34,1
3451,10.01,2.15,20.54,22.61,2.07,1
3452,7.42,2.09,19.07,20.13,1.06,2
3453,8.69,1.78,53.73,65.35,11.62,2
3454,13.99,1.94,85.14,116.39,31.25,2
3455,12.07,2.21,62.95,85.28,22.33,1
3456,14.22,2.2,25.53,33.14,7.61,1
3457,18.1,2.19,23.92,30.34,6.42,1
3458,13.1,2.2,27.3,32.66,5.36,1
3459,11.09,2.05,33.1,39.3,6.2,2
3460,43.97,3.03,42.57,52.52,9.95,2
3461,38.43,2.93,45.95,54.59,8.64,2
3462,37.5,3.02,40.38,46.95,6.57,2
3463,35.29,2.83,50.71,56.62,5.91,2
3464,34.47,2.83,50.93,54.92,3.99,2
3465,30.01,3.04,54.77,57.74,2.97,2
3466,28.27,3.06,94.06,103.95,9.89,4
3467,27.46,4.11,219.72,365.04,145.32,4
3468,41.25,4.31,245.37,444.57,199.2,4
3469,56.99,5.0,290.91,575.92,285.01,4
3470,70.12,4.48,252.45,497.05,244.6,4
3471,85.39,4.05,218.01,420.06,202.05,3
3472,79.21,3.67,156.04,272.63,116.59,3
3473,71.93,3.8,143.22,251.3,108.08,3
3474,61.4,3.61,113.1,174.97,61.87,3
3475,60.37,3.07,98.71,144.54,45.83,3
3476,56.83,3.27,91.47,126.83,35.36,2
3477,47.72,3.14,91.38,133.21,41.83,2
3478,48.76,3.15,78.21,102.81,24.6,2
3479,42.23,3.4,99.75,163.61,63.86,3
3480,41.27,3.63,117.03,205.57,88.54,3
3481,45.74,3.56,136.8,215.35,78.55,3
3482,55.44,3.32,114.71,163.3,48.59,3
3483,62.09,3.34,67.92,83.36,15.44,2
3484,44.12,6.41,30.91,38.04,7.13,2
3485,35.84,3.4,38.35,42.14,3.79,2
3486,35.57,3.4,40.67,43.37,2.7,2
3487,40.6,3.38,41.64,43.46,1.82,3
3488,37.54,3.65,153.72,196.58,42.86,4
3489,43.52,4.54,262.68,444.99,182.31,4
3490,52.95,5.07,297.79,549.06,251.27,4
3491,63.49,5.28,258.22,482.99,224.77,4
3492,82.9,4.51,212.69,389.37,176.68,3
3493,84.85,4.32,147.5,244.78,97.28,3
3494,70.79,3.48,132.89,213.96,81.07,3
3495,65.73,3.4,107.06,156.08,49.02,3
3496,54.33,3.37,98.53,138.62,40.09,2
3497,45.83,3.1,63.75,75.41,11.66,2
3498,49.38,2.8,33.87,36.78,2.91,2
3499,40.58,2.82,28.05,30.28,2.23,2
3500,30.41,2.89,32.84,34.18,1.34,2
3501,30.15,2.52,56.06,62.51,6.45,2
3502,37.21,2.57,46.39,55.47,9.08,2
3503,30.45,2.71,44.33,55.14,10.81,2
3504,30.34,3.0,41.8,52.09,10.29,2
3505,29.63,2.87,22.8,27.85,5.05,2
3506,28.63,3.07,18.89,23.12,4.23,2
3507,29.02,3.04,25.36,30.09,4.73,1
3508,23.48,2.92,22.46,26.22,3.76,1
3509,19.85,3.03,29.37,32.98,3.61,1
3510,21.23,2.82,39.13,42.1,2.97,2
3511,16.96,2.88,71.44,75.24,3.8,4
3512,20.75,4.2,237.35,431.78,194.43,4
3513,30.68,4.49,247.59,468.51,220.92,4
3514,47.56,4.44,227.62,443.96,216.34,3
3515,68.14,4.04,195.58,376.57,180.99,3
3516,71.48,4.09,186.94,359.83,172.89,3
3517,69.52,3.79,169.17,327.47,158.3,3
3518,73.27,3.63,138.56,256.68,118.12,3
3519,68.85,3.63,135.21,250.67,115.46,3
3520,51.3,3.78,114.74,166.82,52.08,2
3521,17.33,2.54,66.19,72.78,6.59,2
3522,18.66,2.54,64.28,71.04,6.76,1
3523,19.83,2.74,47.98,50.79,2.81,1
3524,17.49,2.34,39.79,43.04,3.25,1
3525,15.18,2.56,23.18,24.47,1.29,1
3526,16.45,2.8,18.1,20.34,2.24,1
3527,11.53,3.06,15.19,16.49,1.3,1
3528,8.16,2.75,12.36,13.92,1.56,1
3529,7.35,3.04,10.31,11.14,0.83,1
3530,9.02,2.89,13.59,15.43,1.84,1
3531,7.41,2.83,17.47,18.48,1.01,1
3532,7.97,2.83,44.53,52.95,8.42,1
3533,8.28,2.9,47.04,60.77,13.73,1
3534,13.27,2.89,36.59,49.01,12.42,1
3535,11.97,3.22,29.33,39.15,9.82,1
3536,14.54,3.16,26.02,33.79,7.77,1
3537,18.91,3.16,25.46,31.33,5.87,1
3538,17.86,3.23,28.48,33.99,5.51,1
3539,16.21,3.19,35.37,41.83,6.46,1
3540,17.56,3.27,39.67,44.68,5.01,1
3541,13.05,3.25,39.48,42.32,2.84,3
3542,11.86,3.49,129.75,177.37,47.62,3
3543,17.38,4.11,164.4,272.63,108.23,3
3544,30.82,4.48,199.94,378.2,178.26,4
3545,41.76,4.74,204.53,410.92,206.39,3
3546,49.99,4.36,177.27,349.46,172.19,3
3547,60.54,4.31,155.7,300.77,145.07,3
3548,57.85,3.58,143.71,275.94,132.23,3
3549,53.08,3.48,129.98,243.35,113.37,3
3550,54.5,3.38,103.6,178.62,75.02,2
3551,41.46,2.82,75.29,112.26,36.97,2
3552,39.67,3.22,72.96,109.73,36.77,2
3553,33.68,2.82,73.98,115.54,41.56,2
3554,29.27,3.27,88.74,153.58,64.84,3
3555,26.61,3.47,122.34,234.26,111.92,3
3556,35.76,3.79,126.26,229.61,103.35,3
3557,50.46,3.25,92.95,134.11,41.16,3
3558,56.59,3.49,81.57,106.69,25.12,3
3559,51.56,3.18,65.93,82.49,16.56,3
3560,50.98,3.34,55.91,67.87,11.96,3
3561,51.41,3.44,41.18,47.01,5.83,2
3562,46.64,3.43,29.46,32.5,3.04,2
3563,38.32,3.65,41.47,43.87,2.4,3
3564,32.38,4.11,152.88,217.12,64.24,4
3565,39.22,5.74,277.48,524.79,247.31,4
3566,51.03,5.94,317.23,641.89,324.66,4
3567,68.99,5.09,241.61,456.72,215.11,4
3568,74.55,4.76,216.61,414.96,198.35,4
3569,72.19,4.81,200.28,390.86,190.58,3
3570,70.84,4.46,184.53,353.61,169.08,3
3571,71.27,4.22,142.17,254.65,112.48,3
3572,65.87,4.12,144.59,262.18,117.59,3
3573,58.89,4.0,118.32,199.57,81.25,3
3574,53.83,3.65,99.96,157.62,57.66,2
3575,47.12,3.45,97.9,154.35,56.45,3
3576,46.6,3.56,102.24,170.85,68.61,2
3577,43.29,3.63,98.95,166.21,67.26,3
3578,37.36,3.98,109.26,191.25,81.99,3
3579,44.5,3.83,109.64,179.19,69.55,3
3580,61.11,4.28,91.03,128.29,37.26,3
3581,62.41,4.29,84.11,111.2,27.09,3
3582,65.8,4.3,46.47,58.93,12.46,3
3583,59.06,4.19,38.38,46.37,7.99,3
3584,52.11,4.14,32.23,38.38,6.15,2
3585,39.62,3.88,21.3,24.95,3.65,2
3586,32.68,3.89,31.78,37.03,5.25,2
3587,31.99,4.04,82.44,96.84,14.4,3
3588,39.83,4.32,148.16,194.2,46.04,3
3589,42.07,4.48,177.96,274.86,96.9,4
3590,47.07,5.14,212.57,379.36,166.79,3
3591,65.77,4.91,181.97,306.66,124.69,4
3592,72.4,5.72,225.43,439.68,214.25,4
3593,77.1,5.33,218.88,432.15,213.27,3
3594,78.89,4.5,171.39,316.89,145.5,3
3595,82.59,4.35,160.42,297.05,136.63,3
3596,73.42,4.2,153.29,279.7,126.41,3
3597,61.38,4.72,163.45,309.27,145.82,3
3598,55.68,4.53,158.85,298.03,139.18,3
3599,52.07,3.93,112.01,185.91,73.9,2
3600,45.72,3.75,98.71,150.97,52.26,2
3601,47.25,3.76,98.14,153.78,55.64,3
3602,48.17,4.4,103.86,168.13,64.27,3
3603,59.93,4.12,106.96,167.31,60.35,3
3604,76.57,4.03,98.07,140.72,42.65,3
3605,72.92,4.13,81.23,104.91,23.68,3
3606,75.17,3.76,90.32,119.39,29.07,3
3607,66.2,3.63,85.52,109.55,24.03,3
3608,57.73,3.61,65.82,81.83,16.01,3
3609,54.49,3.49,28.04,34.82,6.78,2
3610,46.78,3.76,68.99,84.73,15.74,2
3611,42.69,3.62,81.87,92.96,11.09,3
3612,45.88,3.41,100.29,118.61,18.32,3
3613,51.02,4.49,191.46,328.87,137.41,3
3614,56.74,4.9,199.47,364.35,164.88,3
3615,61.37,4.88,176.01,309.66,133.65,3
3616,74.33,4.86,173.92,318.6,144.68,3
3617,86.62,4.55,157.21,286.64,129.43,3
3618,80.28,4.51,145.24,259.48,114.24,3
3619,78.63,4.2,136.07,240.03,103.96,3
3620,78.07,4.02,114.6,191.11,76.51,3
3621,68.95,3.85,102.62,163.02,60.4,3
3622,60.48,3.87,92.02,142.01,49.99,2
3623,45.1,3.88,93.08,147.5,54.42,2
3624,47.7,3.74,99.48,165.87,66.39,3
3625,44.5,3.9,142.34,279.56,137.22,3
3626,44.69,5.4,199.26,413.55,214.29,3
3627,51.85,4.17,148.5,262.75,114.25,3
3628,60.53,3.61,92.96,124.27,31.31,3
3629,59.42,3.6,79.15,100.18,21.03,3
3630,61.48,3.57,38.84,48.04,9.2,3
3631,57.12,3.93,18.72,22.5,3.78,3
3632,51.01,3.59,15.88,19.39,3.51,2
3633,43.0,4.03,18.34,21.63,3.29,2
3634,36.23,4.13,19.24,21.9,2.66,2
3635,37.8,3.66,23.51,25.66,2.15,2
3636,28.46,3.31,39.17,44.61,5.44,2
3637,29.02,3.25,32.6,37.3,4.7,2
3638,28.43,3.28,47.84,54.8,6.96,2
3639,28.88,3.21,77.13,95.44,18.31,2
3640,34.0,3.62,92.83,128.81,35.98,2
3641,35.18,3.54,76.0,94.13,18.13,2
3642,32.43,3.16,57.23,64.44,7.21,2
3643,28.58,3.01,47.73,53.37,5.64,2
3644,25.1,3.04,42.54,47.47,4.93,2
3645,19.62,3.33,50.26,55.45,5.19,1
3646,20.08,3.36,42.72,45.7,2.98,1
3647,22.18,3.16,25.64,27.74,2.1,1
3648,24.56,3.0,18.84,21.09,2.25,1
3649,21.52,3.35,20.29,22.7,2.41,1
3650,21.47,3.33,21.46,22.96,1.5,1
3651,20.89,3.22,27.8,30.5,2.7,2
3652,23.39,3.16,52.18,65.37,13.19,2
3653,23.97,3.45,69.17,95.99,26.82,2
3654,22.47,3.56,66.05,94.74,28.69,2
3655,27.94,3.31,70.38,102.06,31.68,1
3656,10.72,3.66,25.69,27.42,1.73,1
3657,16.51,3.27,36.19,38.67,2.48,2
3658,19.26,4.28,55.67,62.81,7.14,2
3659,14.12,4.22,64.2,82.16,17.96,2
3660,11.72,3.88,80.99,130.42,49.43,1
3661,10.05,4.0,44.92,56.49,11.57,2
3662,11.41,3.47,70.71,106.06,35.35,2
3663,11.81,3.37,51.39,68.06,16.67,2
3664,13.2,3.74,50.94,67.32,16.38,1
3665,21.49,3.29,34.23,45.12,10.89,1
3666,22.17,3.51,23.67,29.59,5.92,1
3667,23.3,3.58,22.32,27.38,5.06,1
3668,16.93,3.44,17.96,21.64,3.68,1
3669,12.48,3.32,22.6,26.02,3.42,3
3670,25.15,4.42,185.07,349.35,164.28,4
3671,29.32,4.57,211.99,432.12,220.13,3
3672,34.43,4.61,195.3,395.7,200.4,3
3673,42.51,4.51,176.91,356.79,179.88,3
3674,47.29,4.12,166.82,338.99,172.17,3
3675,45.09,4.18,142.19,281.99,139.8,3
3676,44.47,3.48,113.46,210.55,97.09,3
3677,40.74,3.78,103.46,188.7,85.24,2
3678,40.93,3.27,87.96,149.32,61.36,2
3679,40.76,3.47,76.32,120.77,44.45,2
3680,30.56,2.93,74.49,120.12,45.63,2
3681,30.66,3.5,99.27,185.21,85.94,3
3682,35.07,3.82,127.63,254.45,126.82,3
3683,35.49,3.46,119.31,218.59,99.28,3
3684,44.53,3.26,139.71,246.75,107.04,2
3685,45.51,3.05,91.67,135.01,43.34,2
3686,41.66,3.04,56.85,73.83,16.98,2
3687,39.71,2.92,42.77,53.52,10.75,2
3688,38.8,3.05,17.91,21.84,3.93,2
3689,33.46,3.03,23.07,26.72,3.65,1
3690,24.82,3.16,25.68,29.04,3.36,1
3691,20.9,3.19,44.61,47.65,3.04,3
3692,23.14,3.61,146.7,214.2,67.5,4
3693,33.37,4.89,251.14,479.87,228.73,4
3694,41.73,4.67,237.93,453.53,215.6,4
3695,49.64,4.99,267.62,541.58,273.96,4
3696,56.88,4.91,245.7,502.47,256.77,4
3697,56.41,4.45,211.34,423.75,212.41,3
3698,60.84,3.98,183.88,368.37,184.49,3
3699,66.44,3.16,159.59,314.65,155.06,3
3700,71.2,3.49,155.63,311.24,155.61,3
3701,68.39,3.41,151.73,307.35,155.62,3
3702,65.38,2.85,122.41,232.04,109.63,3
3703,57.14,3.22,110.62,205.75,95.13,3
3704,53.57,2.86,117.51,226.46,108.95,3
3705,53.03,3.73,176.75,377.37,200.62,3
3706,56.12,3.52,148.93,302.74,153.81,3
3707,56.05,3.15,157.17,299.2,142.03,3
3708,66.43,3.13,155.6,268.87,113.27,3
3709,71.65,2.67,115.26,171.38,56.12,3
3710,62.33,2.59,91.64,121.13,29.49,3
3711,55.71,2.61,83.9,105.79,21.89,3
3712,57.49,2.47,79.64,99.76,20.12,3
3713,58.85,2.72,55.87,65.06,9.19,3
3714,62.79,2.9,60.27,69.81,9.54,3
3715,71.15,3.03,67.08,74.18,7.1,3
3716,65.01,3.71,181.02,302.44,121.42,4
3717,70.18,4.7,253.76,497.3,243.54,4
3718,84.6,5.06,281.05,575.27,294.22,4
3719,92.28,5.54,271.1,559.09,287.99,4
3720,105.4,4.71,248.9,519.75,270.85,4
3721,114.56,4.72,242.89,515.27,272.38,4
3722,110.1,5.21,259.52,566.06,306.54,4
3723,108.34,4.78,242.76,534.1,291.34,4
3724,104.59,5.14,215.28,465.64,250.36,4
3725,98.67,4.37,199.62,431.55,231.93,4
3726,90.57,3.81,153.13,314.41,161.28,3
3727,82.06,3.96,126.02,244.94,118.92,3
3728,74.64,3.19,105.55,193.51,87.96,3
3729,72.43,3.78,133.67,274.48,140.81,3
3730,67.81,4.01,129.23,249.86,120.63,3
3731,67.79,3.58,156.09,287.98,131.89,3
3732,74.77,3.43,144.27,238.86,94.59,3
3733,78.41,2.87,83.43,116.98,33.55,3
3734,77.61,2.97,92.16,131.14,38.98,3
3735,73.14,2.92,82.71,111.32,28.61,3
3736,72.85,2.95,76.37,102.78,26.41,3
3737,70.55,3.08,59.58,77.6,18.02,3
3738,64.85,3.04,85.57,106.4,20.83,3
3739,66.22,3.69,152.16,234.6,82.44,3
3740,75.48,3.7,171.63,290.24,118.61,3
3741,81.93,3.59,144.03,233.65,89.62,3
3742,89.56,3.54,149.26,251.32,102.06,4
3743,92.85,3.9,168.91,308.9,139.99,3
3744,88.81,4.44,166.63,299.59,132.96,4
3745,92.67,3.66,169.35,315.49,146.14,4
3746,95.14,3.2,129.02,215.9,86.88,3
3747,88.01,3.91,122.64,201.36,78.72,3
3748,84.21,3.23,126.97,223.96,96.99,3
3749,78.97,3.45,111.28,191.15,79.87,3
3750,80.03,2.83,88.47,138.17,49.7,3
3751,77.55,2.75,93.62,153.84,60.22,3
3752,70.51,3.54,125.23,225.46,100.23,3
3753,70.86,3.34,144.63,284.73,140.1,3
3754,71.89,4.12,164.69,341.49,176.8,3
3755,68.57,3.09,66.01,72.53,6.52,3
3756,63.12,3.67,171.36,264.07,92.71,4
3757,67.74,5.08,296.63,597.81,301.18,3
3758,84.73,4.1,78.92,100.61,21.69,3
3759,86.59,3.98,29.1,33.69,4.59,3
3760,85.9,4.05,33.01,36.6,3.59,3
3761,76.89,4.07,87.47,101.45,13.98,3
3762,75.79,4.83,172.31,286.03,113.72,3
3763,79.42,4.85,162.89,266.09,103.2,3
3764,79.34,4.71,135.54,204.19,68.65,3
3765,81.45,4.21,95.45,117.45,22.0,4
3766,78.38,6.11,243.15,496.7,253.55,4
3767,84.23,5.15,201.64,396.04,194.4,4
3768,94.62,5.47,223.85,466.43,242.58,4
3769,92.2,4.44,103.63,166.94,63.31,3
3770,81.27,4.78,135.48,258.37,122.89,3
3771,74.72,3.76,24.81,27.57,2.76,3
3772,64.18,3.91,18.75,21.09,2.34,3
3773,56.8,3.67,18.56,19.52,0.96,3
3774,55.89,3.44,46.15,50.42,4.27,4
3775,57.69,5.75,227.48,501.73,274.25,4
3776,54.69,5.33,251.08,556.5,305.42,4
3777,73.72,6.35,319.01,716.47,397.46,3
3778,82.74,4.8,194.68,375.88,181.2,3
3779,87.92,4.1,128.1,204.31,76.21,3
3780,87.56,4.04,99.22,143.09,43.87,3
3781,85.27,3.94,62.97,81.43,18.46,3
3782,82.14,4.2,47.55,58.37,10.82,3
3783,73.24,4.19,47.32,56.07,8.75,3
3784,67.91,3.84,52.83,60.2,7.37,3
3785,67.46,4.11,88.95,107.12,18.17,3
3786,68.05,5.11,191.3,349.95,158.65,4
3787,73.13,5.41,238.8,471.66,232.86,4
3788,81.01,5.26,225.02,449.49,224.47,4
3789,89.0,5.68,249.9,525.23,275.33,4
3790,94.7,5.76,247.28,514.33,267.05,4
3791,98.24,5.4,218.78,453.46,234.68,4
3792,96.89,4.14,161.49,315.41,153.92,4
3793,94.72,4.5,160.54,317.21,156.67,4
3794,94.16,4.89,182.25,379.28,197.03,4
3795,90.1,4.51,137.16,260.7,123.54,3
3796,87.61,4.12,120.33,216.19,95.86,3
3797,82.34,4.22,120.2,216.36,96.16,3
3798,74.74,3.56,88.4,143.43,55.03,3
3799,63.77,3.93,130.7,250.45,119.75,3
3800,48.39,4.32,181.98,376.42,194.44,4
3801,55.43,4.67,218.42,452.39,233.97,3
3802,74.15,3.35,103.84,171.44,67.6,4
3803,100.41,3.16,84.98,126.97,41.99,4
3804,98.78,3.13,47.05,69.8,22.75,3
3805,77.4,3.07,34.31,48.5,14.19,3
3806,67.28,2.95,37.88,53.03,15.15,3
3807,55.09,3.09,32.8,43.48,10.68,2
3808,43.83,3.01,43.83,57.19,13.36,2
3809,47.21,3.11,59.89,75.53,15.64,2
3810,40.14,3.21,81.75,106.54,24.79,2
3811,46.74,2.97,82.01,101.3,19.29,3
3812,58.29,2.93,70.01,84.48,14.47,3
3813,54.99,2.92,69.75,83.02,13.27,3
3814,54.29,2.98,72.81,92.69,19.88,3
3815,50.45,2.92,67.08,87.87,20.79,2
3816,49.85,3.18,59.98,73.83,13.85,3
3817,46.77,3.86,118.03,204.73,86.7,2
3818,49.27,3.69,72.92,90.65,17.73,2
3819,48.34,3.14,53.59,61.98,8.39,2
3820,48.08,3.42,78.23,105.04,26.81,2
3821,44.93,3.42,59.37,70.7,11.33,2
3822,48.86,2.98,39.57,41.83,2.26,2
3823,49.51,3.53,55.2,65.66,10.46,3
3824,54.09,3.04,61.4,80.47,19.07,3
3825,58.58,2.96,46.75,57.07,10.32,3
3826,62.62,2.96,33.56,39.89,6.33,3
3827,70.78,2.87,25.79,30.52,4.73,3
3828,75.73,2.98,19.31,23.37,4.06,3
3829,72.52,2.86,21.2,25.42,4.22,3
3830,71.64,2.96,19.49,23.55,4.06,3
3831,64.27,3.09,20.5,24.06,3.56,3
3832,76.85,3.11,54.34,60.63,6.29,4
3833,95.3,3.36,119.42,180.55,61.13,4
3834,95.99,4.13,184.52,342.67,158.15,4
3835,98.81,4.57,199.25,392.51,193.26,4
3836,97.79,4.84,225.82,467.83,242.01,4
3837,101.25,4.51,206.95,433.11,226.16,4
3838,96.97,4.42,174.68,354.85,180.17,4
3839,98.79,4.05,165.52,341.3,175.78,4
3840,99.98,4.08,145.89,299.74,153.85,4
3841,95.07,4.08,141.23,291.51,150.28,4
3842,90.37,3.6,117.32,229.92,112.6,3
3843,85.68,3.78,105.95,197.7,91.75,3
3844,79.04,3.65,103.52,200.62,97.1,3
3845,78.3,3.28,85.87,155.33,69.46,3
3846,75.21,3.74,83.14,150.29,67.15,3
3847,72.43,3.33,103.23,197.28,94.05,3
3848,74.2,3.35,118.96,219.23,100.27,3
3849,83.39,3.22,111.74,183.57,71.83,3
3850,85.99,3.18,93.88,137.89,44.01,3
3851,87.77,3.05,69.0,94.46,25.46,3
3852,86.84,3.02,31.51,39.27,7.76,3
3853,79.87,2.8,18.19,21.51,3.32,3
3854,74.48,2.83,21.48,24.44,2.96,3
3855,64.68,2.76,28.25,31.12,2.87,3
3856,54.2,2.71,55.2,59.18,3.98,3
3857,53.45,3.28,138.53,209.83,71.3,4
3858,59.65,4.03,222.03,425.7,203.67,4
3859,72.95,4.91,300.91,633.87,332.96,4
3860,95.68,4.55,254.76,529.83,275.07,4
3861,116.64,4.75,257.72,550.99,293.27,4
3862,117.51,4.42,213.37,442.59,229.22,4
3863,117.07,3.57,166.69,330.77,164.08,4
3864,115.31,3.36,127.63,232.42,104.79,3
3865,89.03,2.54,50.0,55.7,5.7,3
3866,60.62,2.81,22.88,27.76,4.88,3
3867,58.58,2.9,94.6,143.24,48.64,3
3868,55.29,2.79,75.0,101.71,26.71,3
3869,56.17,3.01,96.23,132.58,36.35,3
3870,59.22,2.78,86.85,115.12,28.27,3
3871,58.91,2.94,49.41,64.25,14.84,3
3872,57.01,3.05,32.51,40.97,8.46,2
3873,49.75,3.13,57.84,65.47,7.63,3
3874,49.69,3.16,124.54,165.99,41.45,3
3875,58.61,3.86,197.14,335.0,137.86,4
3876,69.73,4.71,277.94,546.24,268.3,4
3877,82.36,4.63,256.34,504.99,248.65,4
3878,92.11,4.97,260.1,542.07,281.97,4
3879,97.65,4.44,209.81,425.63,215.82,4
3880,103.63,6.62,152.58,282.75,130.17,4
3881,103.63,3.62,152.58,282.75,130.17,4
3882,92.46,3.34,104.74,165.67,60.93,3
3883,66.34,3.95,131.15,256.26,125.11,3
3884,72.71,3.06,62.34,80.03,17.69,3
3885,62.77,2.96,53.76,63.02,9.26,2
3886,49.24,2.75,45.58,51.57,5.99,3
3887,51.56,2.58,69.84,92.77,22.93,3
3888,53.71,3.4,146.65,263.71,117.06,3
3889,56.06,3.48,167.38,320.91,153.53,3
3890,47.31,2.91,105.11,165.99,60.88,2
3891,41.99,2.74,93.04,133.46,40.42,3
3892,39.39,3.04,123.17,216.33,93.16,3
3893,43.34,2.83,104.17,168.66,64.49,3
3894,48.79,3.15,120.53,220.04,99.51,3
3895,44.27,3.52,127.7,240.02,112.32,3
3896,40.04,3.51,104.98,188.03,83.05,2
3897,41.42,2.83,79.96,124.65,44.69,2
3898,35.99,2.96,72.3,109.14,36.84,2
3899,30.36,3.17,65.45,99.8,34.35,2
3900,38.44,2.88,43.66,51.71,8.05,2
3901,38.55,2.95,51.74,61.72,9.98,2
3902,38.71,3.07,77.04,102.52,25.48,2
3903,36.82,3.18,91.94,131.32,39.38,2
3904,43.78,3.31,92.53,125.05,32.52,3
3905,53.85,3.15,85.34,113.26,27.92,3
3906,59.28,2.91,33.38,37.71,4.33,3
3907,61.76,2.65,29.68,31.65,1.97,3
3908,58.96,2.68,56.8,62.18,5.38,2
3909,48.94,2.54,75.4,94.15,18.75,2
3910,43.87,2.54,45.26,49.72,4.46,2
3911,40.91,2.58,38.06,41.8,3.74,2
3912,37.11,2.49,27.46,30.39,2.93,2
3913,26.69,2.23,22.85,26.11,3.26,1
3914,21.2,2.3,33.55,36.37,2.82,1
3915,20.14,2.44,41.29,45.91,4.62,2
3916,18.05,2.94,85.23,132.71,47.48,2
3917,23.05,2.81,90.63,142.01,51.38,3
3918,21.37,3.03,111.98,194.92,82.94,2
3919,17.49,2.97,98.37,160.46,62.09,2
3920,19.5,2.83,67.68,96.32,28.64,1
3921,19.9,2.5,25.98,32.38,6.4,1
3922,16.77,2.52,25.34,30.07,4.73,1
3923,22.18,2.56,32.83,37.66,4.83,2
3924,21.13,2.65,68.66,83.42,14.76,3
3925,26.35,2.77,133.77,205.46,71.69,3
3926,33.89,3.66,185.06,337.16,152.1,3
3927,49.08,3.17,161.79,293.13,131.34,4
3928,52.79,5.18,266.23,581.55,315.32,4
3929,69.28,4.73,240.8,524.27,283.47,3
3930,76.97,3.47,75.1,211.79,136.69,3
3931,68.72,3.32,111.12,204.57,93.45,3
3932,53.08,3.49,146.98,296.08,149.1,2
3933,49.62,2.86,93.25,154.5,61.25,3
3934,43.71,3.76,159.53,341.48,181.95,3
3935,42.87,3.67,149.99,319.08,169.09,3
3936,52.61,3.98,150.53,330.12,179.59,3
3937,60.25,3.48,121.84,254.41,132.57,3
