,S9_PM10,S9_SO2,S9_NO2,S9_NOX,S9_NO,OUT
1706,12.8,1.93,96.97,126.22,29.25,2
1707,10.26,1.91,68.37,78.56,10.19,1
1708,8.88,1.97,48.01,53.84,5.83,1
1709,7.85,1.7,45.47,51.22,5.75,1
1710,6.93,2.06,41.12,46.01,4.89,2
1711,5.46,1.72,52.29,65.89,13.6,1
1712,5.32,2.21,35.39,45.91,10.52,1
1713,7.22,1.77,36.02,49.11,13.09,1
1714,8.16,2.21,41.88,57.0,15.12,1
1715,7.11,1.97,28.59,39.51,10.92,1
1716,6.08,2.13,21.93,30.78,8.85,1
1717,6.05,2.46,18.02,25.76,7.74,1
1718,4.82,2.22,15.82,22.75,6.93,1
1719,5.49,2.04,17.33,24.33,7.0,1
1720,5.98,2.1,18.46,25.57,7.11,1
1721,8.22,2.15,22.63,30.0,7.37,1
1722,15.47,2.17,28.67,36.28,7.61,1
1723,13.88,2.28,38.57,46.41,7.84,2
1724,15.61,2.18,61.53,69.46,7.93,3
1725,17.56,2.13,108.43,121.88,13.45,3
1726,19.64,2.41,127.5,157.77,30.27,3
1727,19.89,2.57,132.9,174.43,41.53,3
1728,25.03,2.49,128.88,171.8,42.92,3
1729,34.22,1.7,139.29,212.57,73.28,3
1730,37.63,1.58,127.85,193.7,65.85,3
1731,41.56,1.56,118.63,183.44,64.81,3
1732,36.96,1.29,100.58,168.58,68.0,2
1733,37.09,1.39,69.6,103.88,34.28,2
1734,38.79,1.21,50.3,69.48,19.18,2
1735,39.63,1.24,53.51,72.62,19.11,2
1736,35.65,1.17,51.7,69.19,17.49,2
1737,32.11,1.31,31.11,42.81,11.7,2
1738,26.76,1.4,21.38,30.23,8.85,2
1739,30.97,1.28,22.36,30.94,8.58,2
1740,32.6,1.03,21.16,31.02,9.86,2
1741,29.55,1.32,21.93,31.7,9.77,2
1742,38.56,1.25,21.84,29.6,7.76,3
1743,37.91,1.92,193.91,251.36,57.45,4
1744,45.89,2.28,210.86,323.61,112.75,3
1745,54.15,2.13,169.59,265.54,95.95,3
1746,55.15,2.04,144.95,215.5,70.55,3
1747,53.3,1.5,40.37,52.14,11.77,2
1748,49.94,1.29,49.19,65.46,16.27,2
1749,42.94,1.09,54.37,71.18,16.81,2
1750,40.69,1.04,41.44,52.03,10.59,2
1751,39.59,1.04,26.44,33.71,7.27,2
1752,36.65,1.34,19.96,25.9,5.94,2
1753,41.44,1.31,16.12,21.46,5.34,2
1754,40.98,1.26,15.94,21.28,5.34,2
1755,31.29,1.29,18.66,24.06,5.4,2
1756,25.94,1.77,24.93,29.22,4.29,2
1757,33.1,1.55,54.01,61.78,7.77,2
1758,42.83,1.67,33.5,39.39,5.89,2
1759,33.91,1.58,57.45,63.45,6.0,2
1760,34.36,1.62,85.45,91.37,5.92,2
1761,34.18,1.4,37.51,41.34,3.83,2
1762,35.51,1.43,27.35,31.15,3.8,2
1763,41.15,1.41,32.96,36.84,3.88,2
1764,38.82,1.14,30.97,35.45,4.48,2
1765,36.18,1.12,40.6,46.05,5.45,2
1766,38.39,1.1,38.04,43.42,5.38,2
1767,36.71,1.19,22.1,27.06,4.96,2
1768,38.63,1.04,22.37,27.43,5.06,2
1769,41.84,1.06,22.51,27.65,5.14,2
1770,26.33,1.07,26.13,34.08,7.95,1
1771,18.52,1.02,27.29,36.69,9.4,1
1772,13.33,1.01,24.76,33.53,8.77,1
1773,11.21,1.09,16.52,23.44,6.92,1
1774,14.54,1.08,10.52,15.81,5.29,1
1775,17.26,1.06,11.04,16.32,5.28,1
1776,15.33,1.37,24.35,28.96,4.61,1
1777,14.71,1.07,22.05,27.1,5.05,1
1778,13.61,1.57,22.13,26.39,4.26,1
1779,14.34,1.56,23.17,27.5,4.33,1
1780,13.77,1.46,18.59,22.9,4.31,1
1781,17.11,1.48,14.43,18.66,4.23,1
1782,20.27,1.5,12.37,16.59,4.22,1
1783,20.65,1.55,16.43,20.75,4.32,1
1784,20.92,1.55,24.4,29.46,5.06,2
1785,25.73,1.66,25.74,32.46,6.72,1
1786,22.97,1.37,22.79,30.56,7.77,1
1787,19.71,1.6,19.15,26.1,6.95,2
1788,25.23,1.27,16.67,22.78,6.11,2
1789,29.84,1.33,13.96,19.31,5.35,1
1790,22.48,1.43,11.07,15.79,4.72,1
1791,22.48,1.35,7.08,11.17,4.09,1
1792,23.64,1.43,6.25,10.38,4.13,3
1793,51.04,1.68,38.72,47.55,8.83,2
1794,39.4,1.16,24.14,31.64,7.5,2
1795,27.58,1.26,14.27,19.93,5.66,1
1796,19.31,0.96,11.19,16.16,4.97,1
1797,19.35,0.78,10.36,15.68,5.32,1
1798,21.93,1.0,9.87,15.38,5.51,1
1799,17.23,1.15,10.12,15.27,5.15,1
1800,18.35,1.04,8.81,13.63,4.82,1
1801,19.31,0.99,10.31,15.34,5.03,1
1802,16.94,0.82,10.33,15.53,5.2,1
1803,18.48,1.4,10.07,15.13,5.06,1
1804,14.77,1.42,20.28,24.5,4.22,1
1805,10.73,1.4,25.92,30.05,4.13,1
1806,12.5,1.33,45.0,49.36,4.36,1
1807,15.49,1.81,33.13,37.26,4.13,1
1808,11.85,1.74,47.64,52.33,4.69,1
1809,15.56,1.79,48.5,53.14,4.64,1
1810,19.71,1.77,36.78,41.44,4.66,1
1811,18.42,1.89,34.51,38.99,4.48,1
1812,19.43,1.71,22.17,26.64,4.47,1
1813,19.14,1.78,23.4,28.76,5.36,1
1814,21.22,1.79,21.69,27.5,5.81,1
1815,16.38,1.69,15.0,20.41,5.41,1
1816,13.64,1.63,8.63,13.37,4.74,1
1817,12.38,1.41,8.88,13.99,5.11,1
1818,12.38,1.52,8.55,13.73,5.18,1
1819,9.07,1.62,7.62,12.37,4.75,1
1820,10.51,1.63,7.31,11.92,4.61,1
1821,14.36,1.63,8.34,13.07,4.73,1
1822,12.28,1.71,8.46,13.27,4.81,1
1823,9.85,1.77,8.45,13.01,4.56,1
1824,11.07,1.68,9.06,13.63,4.57,1
1825,12.35,1.78,9.86,14.42,4.56,1
1826,11.1,1.85,17.5,22.61,5.11,2
1827,33.04,1.42,18.39,24.96,6.57,2
1828,34.26,1.67,16.64,22.54,5.9,2
1829,33.06,1.5,19.99,26.1,6.11,2
1830,36.19,1.74,26.21,32.56,6.35,2
1831,30.12,1.6,48.53,55.46,6.93,2
1832,22.61,1.56,65.01,71.31,6.3,2
1833,24.77,1.76,76.02,82.86,6.84,2
1834,28.17,1.89,65.16,71.34,6.18,2
1835,25.23,1.53,44.21,49.27,5.06,1
1836,24.38,2.42,29.89,34.24,4.35,1
1837,24.91,2.46,24.97,29.18,4.21,2
1838,25.78,2.35,22.01,26.1,4.09,2
1839,31.92,2.44,15.39,19.32,3.93,2
1840,28.11,2.42,16.17,20.06,3.89,1
1841,20.56,2.37,19.62,23.74,4.12,1
1842,23.24,2.46,24.39,29.42,5.03,2
1843,25.32,2.44,27.67,35.2,7.53,2
1844,25.5,2.35,36.1,46.61,10.51,2
1845,29.46,2.19,26.48,34.03,7.55,1
1846,20.29,2.5,17.26,22.91,5.65,1
1847,22.2,2.59,11.33,15.91,4.58,1
1848,23.54,2.67,9.87,14.34,4.47,1
1849,19.25,2.59,10.24,14.76,4.52,1
1850,21.35,2.71,11.66,16.27,4.61,1
1851,18.69,2.74,11.5,15.86,4.36,1
1852,13.74,2.72,16.7,21.08,4.38,1
1853,12.12,2.69,27.48,32.1,4.62,1
1854,11.03,2.77,49.24,54.23,4.99,1
1855,11.3,2.74,42.86,46.99,4.13,2
1856,26.19,2.94,32.92,36.65,3.73,2
1857,29.77,2.69,25.47,28.88,3.41,2
1858,34.57,2.87,33.67,37.38,3.71,2
1859,42.9,2.36,79.29,89.1,9.81,2
1860,41.47,2.17,78.89,88.99,10.1,2
1861,34.3,2.26,43.57,48.44,4.87,2
1862,31.98,2.18,32.58,37.76,5.18,2
1863,33.78,2.24,40.36,47.9,7.54,2
1864,36.06,2.17,45.36,56.33,10.97,2
1865,32.39,2.34,57.26,72.47,15.21,2
1866,32.93,2.2,45.51,58.53,13.02,2
1867,33.56,2.38,26.23,34.34,8.11,2
1868,29.3,2.63,22.39,28.75,6.36,2
1869,33.44,2.37,27.67,34.98,7.31,2
1870,34.38,2.21,33.61,41.7,8.09,2
1871,33.38,2.55,28.32,34.98,6.66,2
1872,31.47,2.7,18.06,23.71,5.65,2
1873,34.06,2.58,14.24,19.55,5.31,2
1874,28.45,2.62,15.46,20.85,5.39,1
1875,23.02,2.45,18.25,23.54,5.29,2
1876,26.14,2.51,27.06,32.26,5.2,2
1877,27.39,2.39,21.95,26.49,4.54,2
1878,32.85,2.36,30.12,34.28,4.16,2
1879,29.41,2.27,33.92,38.11,4.19,2
1880,25.96,2.19,38.75,43.16,4.41,2
1881,29.7,2.23,25.7,29.63,3.93,2
1882,31.93,2.17,22.76,27.29,4.53,2
1883,26.54,2.15,19.19,23.78,4.59,2
1884,31.09,2.33,28.8,33.59,4.79,2
1885,35.2,2.2,12.55,18.36,5.81,2
1886,33.05,2.24,15.3,21.03,5.73,2
1887,31.25,2.19,13.14,18.39,5.25,2
1888,29.75,2.4,16.72,22.03,5.31,2
1889,32.84,2.85,23.06,28.33,5.27,2
1890,34.21,2.75,23.68,28.73,5.05,2
1891,29.25,3.09,18.89,23.45,4.56,2
1892,30.04,2.68,15.92,21.03,5.11,2
1893,27.07,2.79,15.32,19.71,4.39,1
1894,19.81,2.52,20.1,24.37,4.27,1
1895,16.39,2.41,20.86,24.93,4.07,1
1896,17.69,2.33,21.18,25.64,4.46,1
1897,21.32,2.32,23.55,28.19,4.64,1
1898,18.41,2.4,19.29,23.9,4.61,1
1899,13.09,2.51,26.13,30.15,4.02,1
1900,16.09,2.44,30.09,34.46,4.37,1
1901,15.0,2.47,20.51,24.81,4.3,1
1902,20.87,2.47,12.97,16.02,3.05,2
1903,26.9,2.37,13.54,17.9,4.36,2
1904,26.42,2.39,14.32,18.75,4.43,2
1905,27.32,2.4,12.34,16.71,4.37,1
1906,23.0,2.41,17.57,22.54,4.97,1
1907,16.33,2.32,16.06,21.14,5.08,1
1908,18.6,2.41,15.61,21.28,5.67,1
1909,16.67,2.32,14.27,19.65,5.38,1
1910,11.67,2.43,13.69,19.66,5.97,1
1911,8.52,2.46,14.82,20.55,5.73,1
1912,11.06,2.46,16.73,22.98,6.25,1
1913,10.8,2.48,19.16,25.06,5.9,1
1914,15.89,2.62,17.49,23.49,6.0,1
1915,16.31,2.4,18.37,24.14,5.77,1
1916,11.99,2.6,23.2,28.65,5.45,1
1917,16.73,2.63,22.95,28.01,5.06,1
1918,22.38,2.57,28.23,33.69,5.46,2
1919,34.99,2.54,34.71,39.5,4.79,2
1920,39.39,2.52,48.5,56.91,8.41,2
1921,27.46,2.48,22.85,27.34,4.49,1
1922,20.0,2.22,13.41,16.88,3.47,2
1923,25.27,2.47,13.25,17.04,3.79,1
1924,23.59,2.33,15.79,19.51,3.72,1
1925,20.16,2.55,18.54,22.96,4.42,1
1926,21.98,2.43,27.78,32.85,5.07,1
1927,13.68,2.43,25.58,33.15,7.57,1
1928,13.9,2.42,22.67,29.99,7.32,1
1929,9.8,2.53,16.08,22.26,6.18,1
1930,1.82,2.55,9.5,14.61,5.11,1
1931,3.38,2.66,10.02,15.16,5.14,1
1932,7.15,2.64,10.7,15.96,5.26,1
1933,5.28,2.51,13.81,19.51,5.7,1
1934,3.7,2.39,22.33,28.15,5.82,1
1935,10.31,2.49,25.58,31.13,5.55,1
1936,12.82,2.52,29.2,33.84,4.64,1
1937,15.22,2.44,41.56,46.4,4.84,2
1938,33.16,2.33,46.39,51.84,5.45,2
1939,28.48,2.51,45.91,51.34,5.43,2
1940,37.89,2.71,45.59,50.12,4.53,2
1941,30.82,3.26,74.29,87.01,12.72,2
1942,29.43,2.9,95.15,132.53,37.38,2
1943,25.51,2.83,54.46,60.29,5.83,2
1944,33.58,2.81,36.08,40.3,4.22,2
1945,39.86,3.06,55.17,65.73,10.56,2
1946,32.64,2.86,45.27,57.05,11.78,2
1947,28.5,3.21,53.1,73.08,19.98,2
1948,20.81,3.18,53.81,75.33,21.52,1
1949,14.6,3.26,35.86,48.22,12.36,1
1950,14.62,3.05,14.59,20.84,6.25,1
1951,11.23,2.99,15.46,21.8,6.34,1
1952,12.2,3.11,22.92,30.3,7.38,1
1953,17.11,3.08,22.23,29.2,6.97,1
1954,13.28,3.11,18.16,24.26,6.1,1
1955,16.52,3.1,12.5,17.35,4.85,1
1956,16.67,3.11,13.86,18.78,4.92,1
1957,15.37,3.17,16.35,21.39,5.04,1
1958,20.99,3.32,22.21,27.2,4.99,1
1959,19.68,3.26,30.12,34.52,4.4,2
1960,23.83,3.52,52.46,56.93,4.47,2
1961,27.43,3.38,81.61,89.3,7.69,2
1962,34.29,3.29,62.22,69.12,6.9,2
1963,34.09,3.57,66.82,75.34,8.52,2
1964,29.24,2.91,42.35,46.95,4.6,2
1965,30.39,4.03,72.19,78.99,6.8,2
1966,26.99,2.56,59.12,64.28,5.16,2
1967,43.22,3.12,67.24,84.81,17.57,2
1968,41.4,2.56,53.03,68.69,15.66,3
1969,50.81,2.68,60.11,86.54,26.43,2
1970,45.67,2.73,75.88,111.49,35.61,1
1971,24.44,2.73,25.28,32.31,7.03,2
1972,29.78,2.8,16.68,22.26,5.58,2
1973,26.4,2.7,15.16,20.5,5.34,1
1974,23.31,2.87,12.73,17.74,5.01,1
1975,19.21,2.95,14.96,19.82,4.86,2
1976,25.16,3.02,15.58,20.45,4.87,1
1977,24.92,2.88,18.85,23.81,4.96,1
1978,23.28,2.99,26.44,30.92,4.48,2
1979,23.47,2.84,61.33,66.05,4.72,2
1980,36.91,2.72,41.97,46.48,4.51,2
1981,49.17,2.76,28.53,32.87,4.34,2
1982,41.09,2.71,29.16,33.47,4.31,2
1983,39.04,2.2,29.17,33.22,4.05,2
1984,41.72,2.22,32.81,37.06,4.25,2
1985,37.96,2.24,31.82,36.09,4.27,2
1986,33.74,2.12,31.62,35.95,4.33,2
1987,40.4,2.33,31.74,36.13,4.39,2
1988,43.79,2.58,36.65,40.05,3.4,2
1989,48.08,2.24,38.95,47.79,8.84,2
1990,34.97,2.5,48.4,61.03,12.63,1
1991,21.59,2.26,24.14,31.47,7.33,1
1992,17.1,2.38,21.36,28.26,6.9,1
1993,12.06,2.76,18.72,24.9,6.18,1
1994,8.46,2.71,14.05,19.49,5.44,1
1995,6.15,2.59,15.34,21.13,5.79,1
1996,6.01,2.63,14.14,19.69,5.55,1
1997,9.56,2.57,19.0,25.02,6.02,1
1998,7.0,2.64,17.23,22.72,5.49,1
1999,10.94,2.47,27.96,34.08,6.12,1
2000,10.69,2.5,40.07,45.67,5.6,2
2001,20.28,2.41,53.91,59.04,5.13,2
2002,20.99,2.63,65.47,70.77,5.3,2
2003,28.17,2.73,73.66,84.33,10.67,2
2004,26.49,2.67,71.89,81.67,9.78,2
2005,28.21,2.51,61.0,67.83,6.83,2
2006,30.67,2.59,81.85,91.21,9.36,2
2007,28.54,2.73,72.75,81.13,8.38,2
2008,31.38,2.4,45.89,50.6,4.71,2
2009,30.4,2.54,42.14,46.78,4.64,2
2010,28.0,2.27,43.39,48.19,4.8,2
2011,31.57,2.31,57.07,70.19,13.12,2
2012,40.93,2.26,57.42,76.75,19.33,2
2013,30.46,2.34,40.79,52.58,11.79,1
2014,24.5,2.25,42.3,54.04,11.74,1
2015,22.89,2.36,41.2,52.29,11.09,1
2016,16.46,2.33,26.89,34.65,7.76,1
2017,20.97,2.41,18.97,24.65,5.68,2
2018,31.47,2.54,14.2,19.24,5.04,1
2019,22.89,2.77,13.77,18.94,5.17,1
2020,16.02,2.45,14.26,19.81,5.55,1
2021,19.31,2.39,15.1,20.36,5.26,2
2022,28.35,2.47,15.4,20.56,5.16,2
2023,27.15,2.68,28.94,35.65,6.71,2
2024,36.68,2.6,39.49,45.66,6.17,2
2025,39.2,2.6,56.5,62.69,6.19,2
2026,41.36,2.72,79.7,88.49,8.79,2
2027,48.83,2.59,70.55,79.2,8.65,2
2028,49.94,2.63,84.06,93.31,9.25,2
2029,48.46,2.17,94.01,107.33,13.32,3
2030,50.96,1.81,58.54,64.98,6.44,2
2031,47.11,2.05,29.99,34.46,4.47,2
2032,36.9,1.84,25.61,31.1,5.49,2
2033,43.09,1.8,20.75,26.91,6.16,2
2034,31.06,1.84,19.63,26.12,6.49,2
2035,25.62,1.58,12.64,18.62,5.98,2
2036,25.89,1.68,10.27,16.27,6.0,1
2037,18.53,1.91,8.2,13.82,5.62,1
2038,20.25,1.87,8.7,14.2,5.5,1
2039,15.09,1.92,8.31,13.77,5.46,1
2040,12.72,2.04,12.92,19.02,6.1,1
2041,21.12,1.86,14.48,20.89,6.41,2
2042,30.5,2.09,19.7,26.48,6.78,1
2043,23.09,2.49,23.22,29.55,6.33,1
2044,16.22,2.47,28.14,33.64,5.5,1
2045,13.51,2.41,29.53,34.73,5.2,1
2046,23.18,2.3,43.31,49.13,5.82,2
2047,33.55,2.09,37.47,42.87,5.4,2
2048,33.34,1.97,36.06,41.0,4.94,2
2049,29.38,2.14,49.46,54.18,4.72,2
2050,35.88,2.13,40.97,45.58,4.61,2
2051,25.9,2.22,24.02,28.26,4.24,1
2052,18.13,2.33,12.98,17.1,4.12,1
2053,19.83,2.15,11.88,15.96,4.08,1
2054,15.79,2.38,12.44,15.41,2.97,1
2055,17.8,2.01,15.34,19.96,4.62,2
2056,37.04,2.11,21.49,28.09,6.6,2
2057,34.83,2.09,17.97,24.35,6.38,2
2058,26.89,1.95,11.08,16.08,5.0,1
2059,19.95,2.01,8.85,14.17,5.32,1
2060,14.07,2.28,10.33,15.72,5.39,1
2061,9.85,2.1,8.93,13.96,5.03,1
2062,6.9,2.21,9.45,14.69,5.24,1
2063,10.38,2.3,9.9,14.98,5.08,1
2064,8.31,2.14,10.77,15.95,5.18,1
2065,13.1,2.37,12.71,17.73,5.02,1
2066,10.36,2.41,15.57,20.77,5.2,1
2067,18.07,2.35,23.84,28.7,4.86,2
2068,25.36,2.28,41.68,47.18,5.5,1
2069,22.71,2.33,36.86,41.53,4.67,1
2070,17.34,2.14,36.8,41.56,4.76,2
2071,29.28,2.14,40.14,45.09,4.95,2
2072,32.66,2.31,31.57,35.82,4.25,2
2073,31.73,2.08,29.61,33.81,4.2,2
2074,25.36,2.07,20.19,24.33,4.14,2
2075,26.02,2.05,14.54,18.69,4.15,1
2076,24.03,1.98,14.42,18.51,4.09,1
2077,24.05,2.07,13.58,16.52,2.94,2
2078,38.06,1.9,19.14,24.19,5.05,2
2079,42.46,2.09,31.28,39.44,8.16,2
2080,39.34,2.03,31.69,41.24,9.55,1
2081,21.13,2.14,15.36,21.81,6.45,1
2082,22.0,2.27,14.21,20.19,5.98,1
2083,19.11,2.3,12.69,18.42,5.73,1
2084,15.39,2.43,14.0,20.16,6.16,1
2085,11.24,2.6,13.79,19.58,5.79,1
2086,11.39,2.56,14.89,20.54,5.65,1
2087,9.72,2.5,24.26,31.35,7.09,1
2088,13.45,2.4,40.92,49.89,8.97,1
2089,24.27,2.35,44.83,51.58,6.75,1
2090,21.28,2.29,34.93,39.78,4.85,2
2091,34.82,2.26,46.59,51.45,4.86,2
2092,34.08,2.19,36.11,40.58,4.47,2
2093,34.29,2.25,24.66,28.98,4.32,2
2094,34.54,2.46,25.54,29.82,4.28,2
2095,34.17,2.24,27.35,32.05,4.7,2
2096,37.6,2.33,18.87,23.33,4.46,2
2097,37.38,2.3,14.7,19.17,4.47,2
2098,33.34,2.54,15.42,19.48,4.06,2
2099,26.02,2.28,15.95,19.45,3.5,2
2100,31.36,2.4,21.13,26.42,5.29,2
2101,37.7,2.42,24.9,32.51,7.61,2
2102,27.45,2.69,35.7,47.6,11.9,2
2103,26.03,2.67,26.74,36.19,9.45,1
2104,24.7,2.79,21.73,29.46,7.73,2
2105,32.58,3.04,24.88,33.1,8.22,1
2106,23.59,3.21,19.78,26.59,6.81,1
2107,24.67,3.03,15.75,22.09,6.34,1
2108,17.7,2.71,12.46,17.76,5.3,1
2109,12.39,2.74,14.32,19.83,5.51,1
2110,13.1,2.81,19.92,26.37,6.45,1
2111,11.58,2.69,19.79,25.63,5.84,1
2112,19.79,2.8,24.91,30.42,5.51,2
2113,16.3,2.77,51.73,59.54,7.81,2
2114,18.53,2.83,52.62,57.87,5.25,2
2115,22.68,2.87,63.97,68.86,4.89,2
2116,41.66,3.47,41.64,46.3,4.66,2
2117,35.47,3.23,32.67,36.93,4.26,2
2118,37.23,2.68,25.78,30.16,4.38,2
2119,48.58,2.71,23.34,28.05,4.71,3
2120,50.36,2.73,26.18,30.9,4.72,2
2121,40.28,2.73,12.88,17.49,4.61,2
2122,43.76,2.73,15.17,19.85,4.68,2
2123,32.21,3.29,19.33,23.03,3.7,2
2124,32.88,2.59,21.34,26.84,5.5,2
2125,34.57,2.76,25.92,34.07,8.15,2
2126,29.81,2.85,25.63,34.39,8.76,1
2127,21.13,3.14,21.47,29.44,7.97,1
2128,14.79,3.19,18.27,25.82,7.55,1
2129,10.36,3.07,15.18,22.23,7.05,1
2130,7.25,3.02,14.59,21.22,6.63,1
2131,16.95,2.8,12.77,19.27,6.5,1
2132,16.38,2.89,13.24,19.54,6.3,1
2133,15.66,2.68,13.47,19.82,6.35,1
2134,13.87,3.03,14.5,20.83,6.33,1
2135,19.02,2.72,20.36,27.2,6.84,2
2136,29.59,2.87,23.54,30.2,6.66,2
2137,34.26,2.77,33.78,39.96,6.18,2
2138,32.45,2.67,42.01,48.01,6.0,2
2139,34.47,2.69,36.34,41.93,5.59,2
2140,32.09,2.92,36.84,42.1,5.26,2
2141,41.14,2.93,38.55,44.09,5.54,2
2142,29.89,2.45,31.56,35.74,4.18,2
2143,28.22,2.37,27.87,31.9,4.03,2
2144,33.76,2.43,28.65,32.7,4.05,2
2145,35.3,2.5,22.17,26.2,4.03,2
2146,40.52,2.57,14.98,18.99,4.01,2
2147,29.48,2.53,15.75,19.77,4.02,2
2148,29.02,2.4,20.41,25.17,4.76,2
2149,37.83,2.57,39.95,50.4,10.45,2
2150,36.71,2.43,28.52,37.09,8.57,2
2151,32.0,2.38,23.78,31.51,7.73,1
2152,23.27,2.54,20.9,26.99,6.09,1
2153,18.31,2.34,20.09,25.51,5.42,2
2154,26.51,2.86,16.47,20.99,4.52,2
2155,26.05,2.51,17.34,21.79,4.45,1
2156,18.55,2.55,18.29,22.87,4.58,1
2157,24.64,2.8,23.6,28.48,4.88,1
2158,18.0,2.57,25.79,30.2,4.41,2
2159,26.14,2.8,31.43,35.69,4.26,2
2160,30.34,3.24,41.12,44.82,3.7,3
2161,33.89,3.15,118.65,126.91,8.26,3
2162,43.74,3.34,108.06,114.01,5.95,3
2163,55.92,3.32,75.1,81.21,6.11,3
2164,50.15,3.4,73.67,80.98,7.31,2
2165,37.72,3.72,72.25,77.31,5.06,3
2166,45.08,3.7,104.66,122.84,18.18,2
2167,37.41,3.16,81.58,90.22,8.64,2
2168,32.21,3.28,88.55,99.33,10.78,2
2169,28.15,3.08,52.67,58.09,5.42,2
2170,29.95,3.0,89.45,114.57,25.12,2
2171,28.46,2.83,78.5,104.4,25.9,2
2172,37.7,2.74,60.31,78.77,18.46,2
2173,35.72,2.66,72.43,96.33,23.9,2
2174,28.57,2.49,38.42,47.95,9.53,2
2175,27.1,2.71,28.59,35.8,7.21,2
2176,38.67,2.56,15.84,21.23,5.39,2
2177,36.77,2.71,12.41,17.31,4.9,2
2178,32.43,2.58,21.19,26.58,5.39,1
2179,23.78,2.72,27.98,33.35,5.37,2
2180,28.1,2.65,30.54,36.06,5.52,2
2181,36.05,2.83,32.07,37.67,5.6,2
2182,29.25,2.84,33.74,38.63,4.89,2
2183,41.09,3.25,38.94,43.23,4.29,2
2184,46.65,3.32,38.4,42.63,4.23,3
2185,51.24,3.46,40.17,44.41,4.24,2
2186,40.33,3.25,39.28,43.66,4.38,2
2187,33.06,2.27,34.01,37.98,3.97,2
2188,38.8,2.18,23.87,27.97,4.1,2
2189,33.73,2.1,28.25,32.42,4.17,2
2190,33.77,1.78,20.35,24.81,4.46,2
2191,31.97,1.54,22.05,26.77,4.72,2
2192,26.03,1.68,18.98,23.62,4.64,1
2193,23.46,1.69,29.83,35.61,5.78,2
2194,33.49,1.59,38.41,47.75,9.34,1
2195,24.78,1.78,36.45,47.09,10.64,1
2196,17.65,1.59,28.75,37.46,8.71,1
2197,20.21,1.07,24.11,31.62,7.51,1
2198,20.28,1.11,16.62,22.72,6.1,1
2199,16.09,1.29,17.97,23.56,5.59,1
2200,14.19,1.1,15.47,20.56,5.09,1
2201,17.33,1.17,12.25,17.21,4.96,1
2202,20.11,1.32,13.21,18.43,5.22,2
2203,25.45,1.38,12.65,17.64,4.99,2
2204,25.66,1.7,14.91,19.75,4.84,1
2205,19.55,2.07,17.67,22.33,4.66,2
2206,28.21,1.86,37.87,42.26,4.39,2
2207,25.78,1.78,49.4,54.45,5.05,2
2208,31.5,2.22,71.21,78.99,7.78,2
2209,28.53,2.22,89.57,99.32,9.75,3
2210,20.95,2.71,126.24,159.86,33.62,3
2211,25.11,2.6,102.13,113.9,11.77,2
2212,23.86,2.43,91.85,101.73,9.88,3
2213,24.05,2.54,103.03,118.9,15.87,3
2214,29.49,2.66,104.6,124.75,20.15,3
2215,23.39,2.6,104.1,130.82,26.72,2
2216,35.46,2.71,94.49,130.13,35.64,2
2217,47.12,2.59,77.72,108.87,31.15,2
2218,42.79,2.59,51.38,66.8,15.42,2
2219,31.08,2.51,57.99,74.24,16.25,1
2220,17.75,1.55,11.77,17.51,5.74,1
2221,23.47,1.78,18.77,25.05,6.28,1
2222,21.67,2.0,15.67,21.22,5.55,2
2223,33.14,1.8,11.54,16.95,5.41,2
2224,33.09,2.07,10.94,15.8,4.86,2
2225,37.64,2.11,11.22,15.83,4.61,2
2226,30.44,1.85,16.73,21.47,4.74,2
2227,43.86,2.12,28.04,32.77,4.73,2
2228,42.62,2.02,36.07,40.48,4.41,3
2229,52.63,2.35,39.79,44.01,4.22,3
2230,53.34,2.35,29.87,34.01,4.14,3
2231,66.56,2.25,24.39,28.48,4.09,3
2232,64.63,1.98,30.65,34.83,4.18,3
2233,62.86,1.91,17.46,21.74,4.28,2
2234,31.6,1.32,14.7,21.03,6.33,2
2235,25.42,1.83,16.03,21.78,5.75,1
2236,17.94,1.81,15.55,21.5,5.95,1
2237,12.56,1.82,19.83,26.3,6.47,1
2238,15.28,1.67,14.52,19.91,5.39,1
2239,20.45,1.64,16.15,21.68,5.53,1
2240,17.32,1.66,19.01,24.76,5.75,1
2241,24.25,1.7,20.96,26.55,5.59,2
2242,29.14,1.78,26.57,31.62,5.05,2
2243,37.82,1.94,24.63,29.09,4.46,2
2244,36.87,1.93,28.49,32.9,4.41,2
2245,40.6,1.81,29.22,33.79,4.57,2
2246,36.48,1.81,23.58,28.13,4.55,2
2247,35.11,2.42,16.27,20.49,4.22,2
2248,34.35,2.33,14.98,19.66,4.68,2
2249,26.35,2.43,14.2,18.92,4.72,1
2250,22.58,2.55,12.91,17.6,4.69,1
2251,20.14,2.52,11.62,16.24,4.62,1
2252,14.29,2.62,11.54,16.16,4.62,1
2253,13.94,2.53,20.23,25.75,5.52,2
2254,34.11,2.87,41.85,53.77,11.92,2
2255,27.15,2.85,41.48,55.28,13.8,1
2256,24.42,2.75,28.9,39.19,10.29,1
2257,20.21,2.4,22.97,31.5,8.53,1
2258,16.55,2.57,18.04,25.47,7.43,1
2259,11.69,2.78,14.81,21.34,6.53,1
2260,8.18,2.5,15.44,22.11,6.67,1
2261,5.73,2.45,12.86,18.99,6.13,1
2262,4.01,2.25,13.48,19.82,6.34,1
2263,6.23,2.41,15.23,21.54,6.31,1
