,S14_PM10,S14_PM25,S14_SO2,S14_NO2,S14_NOX,S14_NO
3515,,,4.17,,,
3516,,,,98.33,,
3517,,8.26,,,,
3518,,,,114.13,,
3519,41.28,,,,,
3520,,11.37,,,,
3521,,,,,97.04,
3522,,,,,43.59,
3523,,,,25.02,,
3524,,3.28,,,,
3525,,3.14,,,,
3526,,,,19.54,,
3527,,3.56,,,,
3528,7.26,,,,,
3529,6.58,,,,,
3530,,3.96,,,,
3531,,,,,,40.0
3532,,3.67,,,,
3533,,,,,,79.27
3534,47.08,3.96,4.99,65.29,103.02,37.73
3535,,,,,89.86,
3536,,,,,,21.85
3537,,,,37.63,,
3538,,,,,,13.7
3539,,,,,,24.31
3540,,4.44,,,,
3541,,4.01,,,,
3542,,,,,143.81,
3543,,,,139.07,,
3544,,,4.32,,,
3545,5.83,,,,,
3546,,,4.6,,,
3547,,,4.48,,,
3548,,,3.75,,,
3549,,,,,102.2,
3550,,,,,,23.76
3551,,,,,,13.74
3552,,,,,117.02,
3553,,,,,,58.79
3554,11.52,,,,,
3555,,,,,307.42,
3556,,,5.14,,,
3557,,4.32,,,,
3558,,,,,81.13,
3559,,,,,52.95,
3560,,,,33.82,,
3561,,,6.59,,,
3562,,,,,,22.2
3563,,4.87,,,,
3564,,,,,,100.76
3565,,3.92,,,,
3566,,,,224.12,,
3567,,3.46,,,,
3568,,,4.57,,,
3569,,,,,169.07,
3570,,,4.02,,,
3571,,,,,136.58,
3572,,9.06,,,,
3573,38.29,,,,,
3574,,6.53,,,,
3575,,,,79.92,,
3576,,5.12,,,,
3577,20.94,,,,,
3578,,,,,269.76,
3579,,,,,,60.18
3580,,,,,,37.62
3581,,,5.43,,,
3582,,,,,108.02,
3583,,,4.48,,,
3584,,,4.99,,,
3585,,6.13,,,,
3586,,,,,73.09,
3587,,4.53,,,,
3588,,,4.57,,,
3589,,,,200.1,,
3590,,3.54,,,,
3591,,,,,161.83,
3592,,,4.12,,,
3593,,4.42,,,,
3594,,8.15,,,,
3595,50.71,,,,,
3596,,6.01,,,,
3597,,,,,,8.26
3598,,,,97.97,,
3599,,,,113.94,,
3600,,,3.63,,,
3601,,4.77,,,,
3602,,,,64.97,,
3603,59.83,,,,,
3604,,5.36,,,,
3605,103.23,,,,,
3606,82.3,,,,,
3607,,12.0,,,,
3608,,,,,105.49,
3609,,,,60.19,,
3610,,,,,,21.03
3611,,,,99.14,,
3612,,,,128.74,,
3613,,,,,203.62,
3614,,,,,,109.81
3615,,,,208.07,,
3616,,,3.73,,,
3617,,12.66,,,,
3618,,,,215.71,,
3619,,,,,,78.9
3620,,,,,,24.67
3621,,,,68.02,,
3622,,,,63.56,,
3623,20.78,8.2,2.94,57.62,71.35,13.74
3624,,,,,,48.33
3625,,,,,,81.4
3626,,,,,179.05,
3627,,,,,,52.66
3628,,,4.93,,,
3629,,,,47.81,,
3630,,,,36.45,,
3631,,,,33.15,,
3632,,,,,,17.75
3633,,8.81,,,,
3634,,,,,59.69,
3635,,,,,,11.45
3636,,,,,51.43,
3637,,4.24,,,,
3638,,,,,,7.91
3639,,4.64,,,,
3640,,,,,,59.92
3641,,,,,,41.89
3642,,3.57,,,,
3643,,4.0,,,,
3644,32.9,,,,,
3645,,,,,59.75,
3646,,,,,59.32,
3647,,,,,,13.22
3648,,4.56,,,,
3649,,4.11,,,,
3650,18.79,,,,,
3651,,,,,,37.28
3652,,,,,,69.26
3653,,,,138.52,,
3654,,,,119.54,,
3655,,4.69,,,,
3656,2.91,,,,,
3657,,3.58,,,,
3658,,3.5,,,,
3659,,,,,,29.58
3660,,,3.9,,,
3661,,,,106.34,,
3662,,,,,,34.11
3663,,4.07,,,,
3664,,,,33.66,,
3665,60.98,,,,,
3666,,,,,,17.4
3667,,,,36.62,,
3668,,,3.96,,,
3669,,,3.85,,,
3670,,,4.12,,,
3671,,,,,,61.44
3672,,,,,144.33,
3673,,,,,131.96,
3674,16.88,,,,,
3675,11.82,,,,,
3676,,,,,,28.68
3677,,3.67,,,,
3678,4.3,3.48,3.41,64.89,89.48,24.59
3679,,,,,,28.06
3680,,,,,,62.24
3681,,,4.04,,,
3682,,3.95,,,,
3683,,,,133.48,,
3684,,,4.72,,,
3685,,,,,,47.94
3686,,,,54.7,,
3687,73.27,,,,,
3688,,,,,,19.53
3689,,,,34.15,,
3690,36.75,,,,,
3691,,,,,,23.25
3692,,,4.85,,,
3693,,4.94,,,,
3694,,,,335.72,,
3695,68.54,6.8,4.81,150.28,261.98,111.7
3696,,5.66,,,,
3697,,,,,171.85,
3698,,,,96.04,,
3699,,,3.56,,,
3700,40.09,,,,,
3701,,6.0,,,,
3702,,,3.23,,,
3703,21.5,,,,,
3704,,5.77,,,,
3705,,,,,,115.72
3706,,,,131.05,,
3707,,7.76,,,,
3708,,,,146.48,,
3709,,,,,167.35,
3710,112.79,,,,,
3711,,,,,,21.86
3712,,,,,,31.69
3713,,,,,89.08,
3714,,,,,135.48,
3715,,8.2,,,,
3716,,,,,417.19,
3717,,,6.47,,,
3718,,,,233.58,,
3719,,30.46,,,,
3720,,,,168.79,,
3721,,,,177.09,,
3722,,,4.59,,,
3723,,20.59,,,,
3724,,,,,181.02,
3725,,,4.76,,,
3726,,,,,,67.25
3727,61.57,,,,,
3728,,,3.41,,,
3729,,10.59,,,,
3730,64.06,,,,,
3731,102.55,,,,,
3732,,13.92,,,,
3733,144.01,,,,,
3734,,,,138.71,,
3735,,,,,,24.7
3736,,,4.26,,,
3737,83.94,,,,,
3738,,,,65.2,,
3739,,12.68,,,,
3740,,9.78,,,,
3741,,,4.66,,,
3742,,,5.6,,,
3743,,,5.43,,,
3744,,19.91,,,,
3745,,,,,246.48,
3746,,30.35,,,,
3747,68.0,,,,,
3748,,17.62,,,,
3749,,,,,138.49,
3750,,,3.56,,,
3751,,,,76.66,,
3752,39.7,,,,,
3753,,,,,,201.2
3754,,,,302.17,,
3755,66.1,,,,,
3756,,,5.57,,,
3757,,,,328.92,,
3758,,,,,89.9,
3759,91.68,,,,,
3760,,13.66,,,,
3761,,11.52,,,,
3762,58.97,,,,,
3763,,,,,,226.08
3764,,6.12,,,,
3765,,,,,502.01,
3766,,,,,496.66,
3767,,,,,,99.46
3768,112.74,,,,,
3769,,,5.96,,,
3770,103.74,,,,,
3771,,15.2,,,,
3772,,,5.48,,,
3773,,10.74,,,,
3774,,,,,172.84,
3775,,7.34,,,,
3776,,,,,230.31,
3777,,,,161.43,,
3778,,,,191.2,,
3779,,18.55,,,,
3780,,,,,,22.88
3781,,,,,71.61,
3782,,,,44.06,,
3783,,,,,,19.5
3784,,,,,,25.91
3785,,,,,,20.88
3786,,,5.6,,,
3787,,,,239.94,,
3788,,4.46,,,,
3789,,,4.99,,,
3790,,,,,271.09,
3791,,,,,,221.07
3792,,15.33,,,,
3793,88.42,,,,,
3794,,,,,156.34,
3795,,,,,,47.0
3796,62.86,,,,,
3797,,,,,,21.02
3798,,,,,,71.3
3799,37.36,,,,,
3800,,,5.31,,,
3801,,10.79,,,,
3802,,,,,158.9,
3803,,,,,97.85,
3804,,,,,59.01,
3805,,,,,52.58,
3806,,,,,,25.76
3807,,,4.02,,,
3808,,,,,,29.98
3809,,10.97,,,,
3810,,8.59,,,,
3811,,,5.44,,,
3812,,,,,,285.33
3813,,11.62,,,,
3814,,,,161.94,,
3815,,,,109.78,,
3816,,,,,,31.72
3817,,,,,67.71,
3818,,,4.43,,,
3819,,,5.91,,,
3820,,8.13,,,,
3821,47.29,,,,,
3822,,,,31.56,,
3823,31.71,,,,,
3824,,6.2,,,,
3825,,,4.12,,,
3826,,,3.85,,,
3827,112.47,9.64,3.83,31.29,54.13,22.84
3828,,,,,,14.16
3829,,8.55,,,,
3830,,,,29.8,,
3831,,,,,,16.12
3832,,,4.3,,,
3833,,,,141.62,,
3834,,,,,,75.27
3835,68.03,,,,,
3836,,,4.54,,,
3837,,,,,,51.1
3838,,,,79.46,,
3839,,,,74.36,,
3840,,,,,99.72,
3841,66.06,,,,,
3842,61.08,,,,,
3843,,5.91,,,,
3844,,,,63.44,,
3845,,,,,117.2,
3846,,,3.58,,,
3847,,,3.97,,,
3848,,,,,,68.89
3849,,,,,147.32,
3850,,,3.86,,,
3851,124.9,,,,,
3852,,,,,,19.36
3853,,14.58,,,,
3854,,,,40.87,,
3855,,,,66.02,,
3856,48.92,,,,,
3857,,,,,257.04,
3858,,,,,,57.42
3859,,,,131.25,,
3860,,,,,,75.76
3861,,,4.79,,,
3862,,5.42,,,,
3863,,,,,,19.18
3864,,,,,305.52,
3865,,,4.38,,,
3866,,21.08,,,,
3867,,,3.96,,,
3868,,,,,,27.18
3869,,,3.64,,,
3870,,,,,107.17,
3871,,,,,,17.54
3872,,,,,,31.49
3873,,,,,,40.22
3874,,,4.94,,,
3875,,,5.73,,,
3876,,,,,,230.98
3877,89.16,8.74,5.59,245.28,471.63,226.35
3878,,,,184.46,,
3879,,,,,,43.58
3880,,,4.13,,,
3881,,,,,,117.97
3882,,7.29,,,,
3883,51.38,5.48,3.85,109.21,205.12,95.91
3884,,,,,,17.92
3885,,,,,64.58,
3886,,,3.34,,,
3887,,,,,,30.29
3888,,,,,110.66,
3889,,,,,,14.67
3890,,5.28,,,,
3891,,5.27,,,,
3892,,,4.19,,,
3893,,,,118.36,,
3894,,,,,,57.21
3895,,15.53,,,,
3896,,,,70.46,,
3897,33.21,,,,,
3898,,,3.37,,,
3899,,7.12,,,,
3900,,,,131.98,,
3901,,,,,,73.15
3902,,,,,,56.85
3903,,13.33,,,,
3904,43.37,,,,,
3905,,,4.54,,,
3906,,7.99,,,,
3907,,,,,73.93,
3908,,,,72.21,,
3909,,,,,,20.78
3910,,4.76,,,,
3911,,,,,36.21,
3912,,3.9,,,,
3913,,,,,26.71,
3914,,,,,40.86,
3915,,,3.61,,,
3916,,,,,142.89,
3917,,,3.77,,,
3918,,,,,,52.62
3919,28.63,,,,,
3920,,,3.5,,,
3921,,,3.43,,,
3922,26.79,,,,,
3923,,,,58.18,,
3924,,,,,,38.37
3925,,,,166.26,,
3926,,,,,,103.96
3927,52.42,,,,,
3928,,,,91.7,,
3929,45.22,,,,,
3930,,,,,147.45,
3931,,,,,131.25,
3932,,,,,,47.16
3933,,,,61.47,,
3934,,,,,92.5,
3935,,,,,,32.14
3936,,,,,,30.98
3937,,,,55.13,,
3938,,,,78.43,,
3939,,,,,,114.68
3940,,,,97.15,,
3941,,4.85,,,,
3942,,17.26,,,,
3943,,,,,102.57,
3944,,14.26,,,,
3945,,11.8,,,,
3946,60.76,,,,,
3947,,,,81.89,,
3948,,,,,,24.6
3949,41.21,5.86,4.31,160.96,233.48,72.53
3950,,,,143.83,,
3951,,,4.27,,,
3952,,,,,,83.94
3953,,3.94,,,,
3954,,,,160.14,,
3955,,,,138.68,,
3956,,7.46,,,,
3957,,,3.26,,,
3958,,,,,64.64,
3959,,,3.02,,,
3960,48.82,,,,,
3961,,5.45,,,,
3962,49.31,,,,,
3963,,,,,,35.27
3964,,5.24,,,,
3965,,4.57,,,,
3966,69.26,,,,,
3967,62.17,,,,,
3968,41.38,,,,,
3969,,,2.92,,,
3970,,,,,,22.45
3971,,,,39.13,,
3972,,,3.05,,,
3973,,,3.29,,,
3974,,,3.07,,,
3975,,,,60.1,,
3976,76.98,,,,,
3977,,4.74,,,,
3978,,,,,,20.74
3979,,,,,39.35,
3980,,,,22.89,,
3981,,,,,,6.26
3982,89.02,5.12,3.51,17.69,23.69,6.0
3983,,,,,,7.75
3984,,,,39.6,,
3985,,,,,,11.19
3986,,,,,,66.24
3987,,,3.7,,,
3988,,,,87.86,,
3989,,,,44.75,,
3990,,,,,60.98,
3991,,3.92,,,,
3992,75.29,,,,,
3993,,,3.93,,,
3994,56.98,,,,,
3995,,,4.3,,,
3996,,,4.48,,,
3997,25.15,,,,,
3998,,,,,257.01,
3999,,,4.39,,,
4000,35.59,,,,,
4001,,,,,,63.4
4002,30.9,,,,,
4003,25.01,,,,,
4004,,,,,,32.65
4005,,4.63,,,,
4006,28.89,4.78,4.04,69.87,112.13,42.27
4007,,,,69.0,,
4008,,,4.4,,,
4009,,,,,170.29,
4010,,5.01,,,,
4011,,,,169.07,,
4012,,,4.48,,,
4013,,,,,,48.36
4014,,,,,66.11,
4015,,,,33.53,,
4016,,,,,,20.63
4017,,,,44.69,,
4018,,,,,,18.11
4019,,,4.79,,,
4020,,,,,214.82,
4021,,5.46,,,,
4022,,,,241.92,,
4023,,,,,,102.72
4024,,3.87,,,,
4025,35.73,,,,,
4026,,,,,130.64,
4027,31.23,,,,,
4028,35.8,,,,,
4029,,,,66.05,,
4030,,5.19,,,,
4031,,,,,,75.46
4032,,4.84,,,,
4033,,,,,307.36,
4034,,,,,,102.76
4035,,,,108.68,,
4036,96.75,,,,,
4037,,23.35,,,,
4038,,23.19,,,,
4039,,,,55.38,,
4040,37.43,,,,,
4041,34.77,,,,,
4042,,,,,,170.25
4043,,,,295.51,,
4044,,,5.39,,,
4045,,,,130.24,,
4046,,,4.29,,,
4047,91.02,,,,,
4048,87.16,,,,,
4049,60.06,,,,,
4050,,,,,136.5,
4051,,9.97,,,,
4052,36.89,,,,,
4053,39.36,,,,,
4054,,,,100.43,,
4055,,,,,188.81,
4056,22.35,,,,,
4057,,,,,,195.51
4058,,,,,50.04,
4059,,,4.13,,,
4060,,,,50.63,,
4061,114.74,6.33,3.97,72.28,100.18,27.9
4062,107.13,,,,,
4063,,,,,137.6,
4064,,5.51,,,,
4065,,,,,,22.55
4066,,,,,,17.12
4067,,,3.62,,,
4068,,4.75,,,,
4069,,4.91,,,,
4070,,,3.86,,,
4071,,,3.92,,,
4072,,,,,18.93,
4073,34.96,,,,,
4074,,,,,30.36,
4075,,5.2,,,,
4076,,4.6,,,,
4077,,,,39.46,,
4078,18.89,,,,,
4079,,,,,59.28,
4080,,,,,52.13,
4081,,,,,75.55,
4082,,,,,,22.48
4083,,,3.56,,,
4084,,,,35.64,,
4085,8.74,4.75,3.54,44.77,52.85,8.08
4086,6.11,,,,,
4087,,,,77.02,,
4088,,3.93,,,,
4089,,,,104.71,,
4090,,2.44,,,,
4091,,,,127.57,,
4092,,,,,172.12,
4093,,2.55,,,,
4094,,,,,84.69,
4095,,,3.19,,,
4096,,,,49.55,,
4097,5.72,,,,,
4098,,,,73.71,,
4099,,,,,202.05,
4100,,,,120.19,,
4101,,,,97.21,,
4102,,,3.48,,,
4103,,6.86,,,,
4104,,,,107.73,,
4105,,7.74,,,,
4106,,,,,,25.09
4107,,,3.4,,,
4108,39.2,,,,,
4109,,,,,143.38,
4110,,,3.55,,,
4111,,,,,,27.43
4112,,,,58.2,,
4113,18.38,,,,,
4114,,7.11,,,,
4115,10.09,,,,,
4116,,5.87,,,,
4117,,,3.35,,,
4118,5.73,,,,,
4119,,,,,32.49,
4120,,2.93,,,,
4121,,,,,,29.96
4122,4.2,,,,,
4123,,,,107.53,,
4124,,,3.86,,,
4125,,,3.81,,,
4126,8.58,,,,,
4127,,,,,,9.27
4128,,,,21.38,,
4129,,,,,,9.09
4130,,,,,52.74,
4131,,,,,56.2,
4132,20.47,,,,,
4133,,,4.27,,,
4134,,,4.73,,,
4135,,5.32,,,,
4136,,9.86,,,,
4137,,,,,,209.66
4138,,,,,179.93,
4139,,,,,113.26,
4140,,,3.22,,,
4141,,,,64.91,,
4142,,,3.22,,,
4143,,6.63,,,,
4144,12.61,,,,,
4145,,,,,173.73,
4146,,4.72,,,,
4147,,,,114.7,,
4148,,,,,,154.7
4149,,,,,141.17,
4150,,6.12,,,,
4151,,26.85,,,,
4152,,35.78,,,,
4153,,,,,69.15,
4154,,,,,,21.58
4155,,17.36,,,,
4156,,,3.78,,,
4157,,,,,,145.35
4158,,,,,483.16,
4159,,,,141.52,,
4160,43.69,,,,,
4161,,,,,194.21,
4162,,,3.78,,,
4163,,10.92,,,,
4164,,,,,123.05,
4165,,7.99,,,,
4166,,,,,,77.6
4167,26.02,,,,,
4168,,,,113.17,,
4169,,,,,,175.51
4170,43.76,,,,,
4171,,,4.19,,,
4172,,,3.81,,,
4173,,,3.76,,,
4174,,,3.84,,,
4175,,,,,,43.09
4176,,,3.63,,,
4177,22.63,,,,,
4178,,,,55.96,,
4179,8.19,,,,,
4180,5.73,,,,,
4181,,,,,,19.39
4182,,2.81,,,,
4183,,,,,76.61,
4184,,3.46,,,,
4185,,12.0,,,,
4186,,,3.64,,,
4187,,8.05,,,,
4188,,,,105.82,,
4189,,6.06,,,,
4190,,,3.66,,,
4191,,,,,,84.04
4192,,,,162.77,,
4193,30.49,,,,,
4194,24.3,,,,,
4195,,,,84.27,,
4196,34.22,8.7,3.37,71.74,109.32,37.58
4197,,,,,100.91,
4198,,,3.37,,,
4199,,6.74,,,,
4200,,,,,170.69,
4201,30.57,5.16,4.31,149.58,327.55,177.97
4202,,6.89,,,,
4203,,,4.14,,,
4204,,,,,243.44,
4205,,24.43,,,,
4206,,,,80.89,,
4207,,16.89,,,,
4208,,13.8,,,,
4209,51.41,,,,,
4210,,,3.32,,,
4211,,,,54.39,,
4212,,5.86,,,,
4213,11.51,,,,,
4214,,,3.14,,,
4215,6.83,,,,,
4216,,4.05,,,,
4217,,3.35,,,,
4218,3.84,,,,,
4219,,,3.42,,,
4220,,,,,29.03,
4221,,1.86,,,,
4222,,,,22.83,,
4223,4.47,,,,,
4224,4.03,,,,,
4225,11.49,,,,,
4226,,,,,43.37,
4227,,,,,44.42,
4228,,,,,45.76,
4229,,,,31.11,,
4230,,,3.73,,,
4231,,,,,52.74,
4232,,,,,66.56,
4233,,,,,,17.71
4234,,,,,48.03,
4235,,,,,,15.28
4236,,,,29.08,,
4237,,1.79,,,,
4238,,,,23.8,,
4239,,,,31.56,,
4240,,,,23.7,,
4241,6.43,,,,,
4242,,4.18,,,,
4243,,,3.36,,,
4244,,3.1,,,,
4245,,,,,,16.5
4246,4.33,,,,,
4247,,,,98.09,,
4248,,,,,,47.22
4249,,,,,76.59,
4250,29.61,,,,,
4251,,4.73,,,,
4252,,,,61.58,,
4253,,4.87,,,,
4254,,,,75.08,,
4255,,,,87.44,,
4256,12.82,,,,,
4257,,,,,99.24,
4258,,,3.42,,,
4259,,,,57.05,,
4260,,,,,,12.98
4261,,,,36.19,,
4262,,3.97,,,,
4263,,4.06,,,,
4264,,,,,,9.85
4265,5.49,,,,,
4266,,,,89.97,,
4267,,,,131.22,,
4268,,,,,259.55,
4269,,7.54,,,,
4270,,7.47,,,,
4271,,,2.97,,,
4272,,,,,62.54,
4273,,14.54,,,,
4274,33.59,,,,,
4275,,,6.0,,,
4276,,,5.35,,,
4277,14.2,,,,,
4278,,,,,,110.41
4279,,8.49,,,,
4280,,,,,163.87,
4281,,5.7,,,,
4282,,,3.97,,,
4283,,,3.89,,,
4284,,,,,,71.61
4285,,,3.91,,,
4286,,6.82,,,,
4287,16.39,,,,,
4288,,,,89.29,,
4289,,11.42,,,,
4290,,,,,,168.24
4291,,,,,263.8,
4292,,,,,,167.37
4293,,,5.91,,,
4294,,,6.69,,,
4295,,,,,,95.15
4296,100.67,,,,,
4297,,30.34,,,,
4298,86.02,,,,,
4299,,25.8,,,,
4300,,,4.73,,,
4301,,19.62,,,,
4302,,,5.75,,,
4303,,,,,,165.62
4304,,,,,,79.48
4305,,24.34,,,,
4306,,,,142.6,,
4307,78.14,,,,,
4308,51.81,,,,,
4309,,,,83.04,,
4310,,,3.63,,,
4311,,,,,,67.85
4312,,,,,169.57,
4313,33.2,,,,,
4314,,,,,,173.27
4315,29.87,,,,,
4316,,,4.13,,,
4317,,,4.27,,,
4318,,,,,,60.46
4319,,,,64.05,,
4320,63.4,,,,,
4321,,,2.97,,,
4322,,,,54.27,,
4323,,,3.3,,,
4324,,,,,116.81,
4325,16.03,,,,,
4326,,,,143.12,,
4327,,,,,,126.93
4328,,,,,436.66,
4329,,,,168.32,,
4330,,,3.74,,,
4331,,,,76.03,,
4332,,,,105.53,,
4333,29.81,,,,,
4334,,14.11,,,,
4335,54.78,,,,,
4336,,,,,88.25,
4337,,8.38,,,,
4338,,8.09,,,,
4339,,,,,208.0,
4340,,8.15,,,,
4341,,,,57.65,,
4342,,,,,,28.3
4343,,,3.6,,,
4344,,,,,,23.82
4345,,7.17,,,,
4346,,,3.62,,,
4347,,,,,,60.29
4348,,5.99,,,,
4349,,,4.71,,,
4350,,,,,500.37,
4351,,,,152.6,,
4352,,,,,178.41,
4353,,18.56,,,,
4354,,,,,,15.14
4355,47.19,,,,,
4356,,,,72.84,,
4357,,11.14,,,,
4358,,,,,117.33,
4359,,,3.41,,,
4360,,,,89.87,,
4361,,,,97.62,,
4362,,6.63,,,,
4363,,,,,,122.83
4364,,,,,,68.15
4365,,,3.47,,,
4366,,,,,82.03,
4367,,,,,,36.87
4368,,,3.54,,,
4369,,,,65.4,,
4370,13.15,,,,,
4371,,,,,,16.14
4372,,,,,46.14,
4373,,,,,,14.87
4374,,4.89,,,,
4375,,,,,154.04,
4376,,,,,,17.96
4377,,,,,,10.71
4378,,,3.32,,,
4379,,,,,23.08,
4380,,,,15.42,,
4381,,,,,,6.03
4382,,,,,22.8,
4383,,,3.25,,,
4384,,,,,,10.54
4385,,5.45,,,,
4386,,5.89,,,,
4387,,,,,,15.04
4388,,,3.26,,,
4389,,5.76,,,,
4390,,,,,38.02,
4391,,3.97,,,,
4392,,,,,40.95,
4393,3.71,,,,,
4394,,,,,,14.46
4395,,,,,,11.77
4396,,0.91,,,,
4397,,,,35.93,,
4398,,,3.48,,,
4399,3.21,,,,,
4400,,,,,44.1,
4401,,,,,40.5,
4402,,,,,,9.16
4403,,1.1,,,,
4404,,1.39,,,,
4405,,,,19.01,,
4406,,,,,,18.18
4407,,,3.28,,,
4408,,,3.44,,,
4409,,,,80.72,,
4410,23.9,,,,,
4411,,3.58,,,,
4412,,,3.97,,,
4413,48.84,,,,,
4414,45.97,,,,,
4415,,,4.13,,,
4416,,,,,,24.34
4417,,,,,73.99,
4418,,4.33,,,,
4419,9.31,,,,,
4420,,,4.24,,,
4421,,,,,89.17,
4422,,,3.74,,,
4423,,,,42.44,,
4424,,,,41.04,,
4425,,,,,,13.49
4426,,1.85,,,,
4427,,1.39,,,,
4428,,2.99,,,,
4429,4.37,,,,,
4430,,,,,138.98,
4431,,,,,,61.3
4432,,,4.57,,,
4433,,,,113.95,,
4434,,,,102.62,,
4435,,8.94,,,,
4436,,,,,,37.79
4437,,,6.61,,,
4438,86.55,,,,,
4439,,7.1,,,,
4440,,,4.79,,,
4441,,,4.41,,,
4442,,,,,,40.48
4443,,,4.12,,,
4444,,,,,,79.03
4445,,,,108.86,,
4446,,,4.27,,,
4447,,,,,194.81,
4448,,5.36,,,,
4449,,,,,101.35,
4450,,,,,83.34,
4451,,,,73.43,,
4452,,,,,68.13,
4453,,,,,70.77,
4454,,,,,,20.69
4455,,4.69,,,,
4456,,,,,213.84,
4457,,,5.1,,,
4458,43.57,,,,,
4459,,,,,,50.16
4460,,4.86,,,,
4461,,,,,,32.74
4462,,4.68,,,,
4463,,,,,,23.08
4464,,,,,92.55,
4465,,10.08,,,,
4466,,,,96.12,,
4467,,,3.87,,,
4468,8.52,,,,,
4469,,,,96.64,,
4470,,,,69.61,,
4471,,,,48.9,,
4472,6.8,,,,,
4473,,,3.6,,,
4474,6.03,,,,,
4475,,,3.56,,,
4476,,,3.54,,,
4477,,,,,,20.39
4478,,2.32,,,,
4479,,,,,102.59,
4480,,,,108.19,,
4481,,,,,,47.7
4482,,,,,,45.95
4483,,,,,,37.12
4484,,,4.85,,,
4485,,,,207.89,,
4486,51.6,,,,,
4487,,,,,271.52,
4488,65.66,,,,,
4489,,13.87,,,,
4490,,,,111.28,,
4491,,,,,,45.6
4492,42.98,,,,,
4493,,,,,207.88,
4494,,5.72,,,,
4495,24.45,,,,,
4496,,5.01,,,,
4497,,4.88,,,,
4498,,,4.94,,,
4499,,,,,195.03,
4500,,,,86.8,,
4501,,,4.92,,,
4502,,,,49.13,,
4503,,,4.86,,,
4504,,,4.76,,,
4505,,,,83.39,,
4506,38.88,,,,,
4507,,,5.38,,,
4508,,,,217.81,,
4509,,,,96.08,,
4510,,,,,170.39,
4511,,,,,,96.52
4512,,,4.88,,,
4513,,,,85.1,,
4514,47.83,,,,,
4515,,,,,157.73,
4516,,,5.12,,,
4517,,,,,,142.63
4518,27.54,,,,,
4519,,,,,,158.36
4520,,,,130.6,,
4521,,,6.02,,,
4522,83.21,21.49,5.43,116.5,196.79,80.3
4523,95.99,,,,,
4524,84.22,,,,,
4525,,,,,188.85,
4526,63.56,,,,,
4527,,,,,197.82,
4528,,,,130.96,,
4529,,,,,218.03,
4530,,,,,348.95,
4531,,,,171.13,,
4532,,,4.87,,,
4533,,,,,,89.69
4534,,16.22,,,,
4535,,,,,,62.81
4536,,,,,129.17,
4537,,,,,126.87,
4538,,24.6,,,,
4539,,18.26,,,,
4540,,,,,,63.14
4541,27.29,21.12,4.88,109.98,205.74,95.75
4542,,,,,297.89,
4543,15.11,,,,,
4544,,,,148.86,,
4545,,14.55,,,,
4546,,,,168.74,,
4547,,19.73,,,,
4548,,,,55.13,,
4549,,,,,,28.85
4550,29.33,,,,,
4551,,,4.72,,,
4552,,,4.73,,,
4553,,,,214.17,,
4554,30.04,,,,,
4555,,,,116.57,,
4556,,,,,,69.73
4557,41.37,,,,,
4558,,,,113.8,,
4559,,,,109.2,,
4560,,9.49,,,,
4561,,,,,,41.22
4562,,,,,,55.89
4563,,,4.39,,,
4564,,,,74.83,,
4565,,9.93,,,,
4566,,,,118.33,,
4567,,8.06,,,,
4568,,8.21,,,,
4569,,13.41,,,,
4570,,10.74,,,,
4571,42.06,,,,,
4572,,7.63,,,,
4573,,,,,156.36,
4574,,,,138.11,,
4575,,,,,,44.78
4576,,,4.2,,,
4577,,,3.98,,,
4578,,4.64,,,,
4579,,4.45,,,,
4580,,,,,,5.78
4581,,,,,,6.02
4582,,,,,,6.08
4583,,,4.65,,,
4584,,,4.79,,,
4585,,,,64.02,,
4586,5.16,,,,,
4587,4.57,,,,,
4588,5.14,,,,,
4589,5.21,,,,,
4590,,,,112.89,,
4591,,,5.27,,,
4592,15.04,,,,,
4593,,,,,94.1,
4594,,,,115.26,,
4595,,,4.86,,,
4596,,,,,,15.78
4597,,2.8,,,,
4598,,,,107.1,,
4599,,,,,,21.27
4600,,,,,,24.78
4601,,,4.85,,,
4602,,,,,56.79,
4603,,,,40.32,,
4604,,1.74,,,,
4605,,,,,36.74,
4606,6.27,,,,,
4607,,,,,,10.99
4608,4.28,,,,,
4609,,,,22.41,,
4610,,,,,,15.19
4611,,,,,52.87,
4612,,,4.43,,,
4613,3.58,,,,,
4614,,,,,77.39,
4615,,,4.51,,,
4616,,3.22,,,,
4617,,,,46.36,,
4618,,,,,,21.65
4619,,3.84,,,,
4620,,,,54.03,,
4621,,,,66.91,,
4622,8.78,,,,,
4623,,,,,,45.48
4624,,2.18,,,,
4625,,,,79.52,,
4626,,,,,122.92,
4627,,,,,110.57,
4628,,,,,93.16,
4629,,,4.89,,,
4630,,4.97,,,,
4631,,,,,,16.57
4632,,,,,,15.54
4633,,,,60.19,,
4634,,,,,242.04,
4635,,4.17,,,,
4636,,3.82,,,,
4637,,,,128.26,,
4638,73.62,,,,,
4639,,,,,,93.76
4640,,,4.78,,,
4641,69.49,,,,,
4642,,,4.67,,,
4643,,20.74,,,,
4644,,,,,168.57,
4645,,,,,287.71,
4646,,,,,298.87,
4647,39.68,,,,,
4648,,,,322.7,,
4649,,,6.62,,,
4650,,,,,368.02,
4651,,,,,457.19,
4652,,,4.61,,,
4653,,,,,,6.63
4654,,,,,,39.72
4655,,11.6,,,,
4656,,9.17,,,,
4657,,,,72.78,,
