,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,OUT
1677,24.1,11.22,18.2,1597.28,32.59,1
1678,21.5,12.56,18.31,1778.06,23.66,1
1679,21.9,11.08,17.95,1730.28,27.28,2
1680,25.2,16.45,17.84,1789.45,25.87,2
1681,25.6,21.35,17.09,1856.89,23.42,2
1682,30.0,17.85,17.42,1805.95,29.89,2
1683,29.5,15.3,17.53,1736.81,23.04,2
1684,24.2,17.58,17.5,1665.41,24.32,2
1685,24.3,17.44,17.76,1718.58,25.1,2
1686,26.4,16.33,17.72,1755.04,23.02,2
1687,26.2,16.35,18.19,1834.65,21.95,2
1688,24.5,17.41,18.28,1870.9,28.57,1
1689,24.7,13.29,18.51,1939.32,32.26,2
1690,26.1,11.87,19.2,1930.05,36.11,2
1691,26.4,14.24,19.01,1781.21,47.83,2
1692,29.4,16.22,19.15,1710.79,50.34,2
1693,29.4,18.9,19.3,1632.99,56.48,2
1694,28.8,21.42,19.28,1587.43,51.3,2
1695,28.4,16.5,19.33,1599.4,55.45,2
1696,23.8,15.52,19.41,1565.16,47.15,2
1697,23.8,15.52,19.21,1501.25,48.51,2
1698,23.7,15.63,19.4,1519.2,53.72,2
1699,23.9,18.83,20.07,1584.37,44.06,2
1700,25.9,14.17,19.61,1617.87,41.35,2
1701,25.6,12.57,19.15,1699.15,27.44,2
1702,22.7,16.44,18.76,2033.72,22.21,2
1703,23.4,21.89,18.4,2171.39,21.03,2
1704,30.0,23.39,18.11,2321.55,21.05,2
1705,30.7,23.1,17.72,2419.82,19.28,2
1706,37.8,26.84,17.88,2118.82,19.21,2
1707,37.0,22.61,17.72,1917.26,30.25,2
1708,29.5,18.18,17.6,1793.91,27.47,2
1709,29.4,16.68,17.71,1835.5,19.95,2
1710,29.1,18.66,17.66,1797.91,17.17,2
1711,25.4,16.05,18.17,1821.65,21.54,2
1712,25.9,16.39,18.32,1714.36,30.6,2
1713,29.9,13.06,18.72,1754.31,34.72,2
1714,29.6,15.1,19.07,1646.23,45.4,2
1715,26.6,20.71,19.16,1600.08,52.6,2
1716,26.9,23.09,20.09,1581.32,50.35,2
1717,29.9,17.27,20.23,1522.62,58.97,2
1718,29.5,16.31,19.66,1486.46,59.93,2
1719,26.0,18.65,19.79,1404.83,63.66,2
1720,25.7,14.68,20.24,1400.85,61.19,1
1721,23.3,11.81,20.72,1240.04,60.0,1
1722,23.1,11.7,20.63,856.0,57.82,1
1723,21.1,11.06,20.01,335.37,43.79,1
1724,20.8,11.45,19.06,93.51,33.42,1
1725,18.5,14.08,18.17,90.92,23.45,1
1726,18.7,12.57,17.96,516.86,21.01,1
1727,20.5,13.12,18.88,1518.95,18.88,1
1728,21.3,11.23,17.71,2040.68,17.7,2
1729,28.2,12.43,18.04,2071.51,18.02,2
1730,28.5,18.45,17.89,2132.5,17.64,2
1731,30.9,20.5,17.83,2045.5,16.12,2
1732,33.5,15.3,18.03,1696.71,26.54,2
1733,33.0,17.29,18.47,1679.41,30.8,2
1734,28.6,19.58,18.7,1668.27,35.86,2
1735,29.0,17.27,18.9,1586.63,44.07,2
1736,32.4,15.77,19.51,1580.34,52.34,2
1737,31.8,12.7,20.09,1509.25,62.92,2
1738,26.5,11.71,20.41,1453.32,62.2,2
1739,26.3,8.81,20.04,1364.17,77.24,1
1740,24.9,7.58,20.88,1348.34,78.25,2
1741,25.1,10.25,21.43,1118.34,88.83,2
1742,26.8,14.24,21.65,513.23,79.32,2
1743,34.1,15.01,18.12,442.56,21.39,2
1744,34.5,17.07,17.88,1422.55,24.51,2
1745,37.9,19.04,18.94,2187.17,19.64,2
1746,38.1,17.65,18.82,2198.42,21.08,2
1747,43.2,21.59,18.69,1769.35,33.08,2
1748,45.3,24.87,18.93,1759.64,33.91,2
1749,44.7,20.72,19.26,1740.81,42.69,2
1750,39.5,22.75,19.95,1698.48,52.33,2
1751,39.1,23.54,20.71,1636.8,60.13,2
1752,35.6,19.08,21.43,1587.92,79.43,2
1753,35.5,15.74,21.32,1479.69,67.3,2
1754,35.3,14.13,22.41,1410.81,71.14,2
1755,34.9,15.37,22.22,1099.24,64.12,2
1756,31.5,16.18,21.0,685.14,45.45,2
1757,31.4,16.72,19.6,473.02,45.59,2
1758,30.6,12.13,18.99,558.2,32.43,2
1759,30.2,11.38,18.76,751.0,30.6,2
1760,26.5,12.09,18.53,876.0,34.67,2
1761,26.9,12.48,18.53,1124.51,40.88,2
1762,30.5,17.43,18.29,1454.18,35.58,2
1763,30.4,17.9,17.44,1531.84,37.69,2
1764,29.0,18.93,17.69,1552.9,29.08,2
1765,28.7,15.94,17.35,1542.18,26.03,2
1766,26.4,16.18,17.02,1487.97,36.37,2
1767,25.9,20.95,16.94,1422.83,38.74,2
1768,20.7,19.57,16.87,1419.09,34.04,2
1769,20.9,16.41,17.03,1412.43,34.15,1
1770,22.8,13.45,17.46,1422.65,38.49,1
1771,18.5,10.5,17.8,1432.28,46.11,1
1772,18.6,8.85,18.12,1384.49,48.33,1
1773,19.6,12.98,18.65,1343.22,58.43,2
1774,19.1,18.12,19.2,1320.76,56.06,1
1775,15.1,13.76,19.45,1273.5,59.47,1
1776,15.2,5.04,17.94,811.9,31.27,1
1777,15.1,6.9,17.03,1196.36,33.53,1
1778,14.0,8.39,17.29,1259.72,32.12,1
1779,13.7,13.66,17.02,1277.14,36.54,1
1780,11.1,12.34,16.89,1268.02,38.75,1
1781,11.2,9.62,16.72,1208.89,41.74,1
1782,12.3,8.0,16.66,1275.52,31.8,1
1783,12.3,6.73,16.73,1318.66,32.04,1
1784,12.9,8.91,17.07,1376.12,34.02,2
1785,13.1,16.73,17.21,1358.02,37.85,2
1786,15.0,23.52,17.3,1305.66,40.58,2
1787,15.2,16.68,17.64,1260.93,46.96,1
1788,16.9,12.21,18.3,1256.03,56.3,1
1789,17.2,11.44,19.16,1186.27,66.26,1
1790,19.9,12.01,19.73,1101.43,62.15,1
1791,19.7,11.3,20.24,1021.85,56.05,2
1792,17.6,15.07,20.57,699.93,62.95,2
1793,19.8,16.33,17.35,1291.55,36.24,2
1794,19.7,16.76,17.63,1254.38,40.51,2
1795,18.6,17.97,18.07,1227.33,44.57,1
1796,18.1,14.69,18.2,1190.83,49.33,1
1797,14.1,12.87,18.55,1159.57,58.87,1
1798,14.5,11.45,19.0,1123.87,61.51,1
1799,17.8,12.4,19.67,1102.52,62.83,1
1800,17.6,9.45,19.69,1064.69,64.74,1
1801,15.5,7.56,20.3,1040.31,66.52,1
1802,15.4,10.4,20.47,919.33,59.52,2
1803,14.9,15.55,20.02,560.37,51.83,1
1804,14.8,11.84,17.71,306.44,35.88,1
1805,13.9,10.32,17.52,884.75,28.23,1
1806,13.6,11.32,16.65,1188.61,28.82,1
1807,10.1,10.27,16.8,1247.21,29.32,1
1808,10.3,12.69,16.87,1275.88,27.75,1
1809,11.6,14.04,16.79,1261.59,27.4,1
1810,11.3,10.06,16.53,1227.04,30.33,1
1811,8.2,7.44,16.82,1226.08,31.44,1
1812,8.3,5.21,16.93,1208.25,34.31,1
1813,9.4,6.33,17.25,1201.73,40.4,1
1814,9.3,9.68,17.08,1165.02,44.17,1
1815,8.1,8.1,17.31,1151.04,48.47,1
1816,8.3,6.87,17.47,1114.91,53.24,1
1817,10.2,7.2,17.64,1087.24,52.98,1
1818,10.4,8.67,18.07,1053.08,53.44,1
1819,11.7,7.43,18.53,1047.62,57.71,1
1820,11.5,8.63,18.5,1017.04,55.1,1
1821,9.4,11.16,18.52,980.06,61.79,1
1822,9.4,8.11,18.62,975.61,58.41,1
1823,9.2,9.39,18.87,951.63,59.61,1
1824,9.2,12.48,19.03,761.99,53.15,1
1825,9.5,10.66,18.99,581.31,49.62,1
1826,9.6,13.71,18.65,418.44,48.51,4
1827,0.0,74.07,8.47,101.54,50.85,2
1828,32.1,17.43,13.56,1250.45,66.67,2
1829,28.5,13.7,13.84,1242.64,54.34,2
1830,28.0,14.1,13.46,1124.15,52.09,1
1831,14.9,10.31,12.57,1146.17,41.16,1
1832,12.8,7.22,11.81,1101.82,33.08,1
1833,24.7,7.12,10.61,1102.31,28.02,2
1834,26.7,7.33,10.35,1083.38,32.52,1
1835,23.0,10.85,10.2,1070.52,33.91,1
1836,22.4,8.47,9.82,995.16,39.26,1
1837,24.1,10.42,9.48,885.16,34.44,2
1838,24.4,19.5,9.12,877.54,35.76,2
1839,28.4,15.78,8.75,844.24,30.7,2
1840,29.0,11.47,8.69,829.79,22.82,2
1841,27.3,9.67,8.33,889.75,18.97,2
1842,27.1,7.42,8.54,1138.78,23.66,2
1843,35.1,5.97,8.75,1148.61,29.2,2
1844,36.4,11.78,8.64,1109.66,33.64,2
1845,29.0,13.03,9.1,1020.72,44.97,2
1846,28.6,18.15,6.35,812.43,44.45,2
1847,28.8,16.58,9.71,812.33,46.67,2
1848,23.6,22.32,11.31,812.27,53.0,2
1849,22.7,17.21,11.66,812.24,48.17,1
1850,23.3,12.83,11.98,812.27,46.4,2
1851,23.4,16.3,11.76,812.26,51.9,1
1852,22.6,12.59,11.91,812.44,42.35,2
1853,22.4,20.91,11.27,812.34,47.99,2
1854,18.3,21.32,11.09,812.35,45.79,2
1855,17.7,15.46,11.06,812.29,35.7,2
1856,26.4,14.67,10.32,812.16,33.84,2
1857,27.8,11.78,9.88,812.18,27.81,2
1858,24.1,15.13,9.58,812.23,23.32,1
1859,23.5,11.44,9.05,812.23,15.37,2
1860,29.6,14.08,8.78,812.1,24.09,2
1861,30.6,17.43,8.48,812.0,23.98,2
1862,33.5,20.34,8.11,811.88,21.97,2
1863,34.6,15.95,8.17,812.05,19.84,2
1864,35.9,16.56,8.6,812.16,20.66,2
1865,36.1,12.2,8.68,812.14,25.84,2
1866,31.2,8.72,8.77,812.09,30.59,2
1867,30.4,10.51,9.18,812.07,32.47,2
1868,32.0,11.77,9.54,812.05,36.82,2
1869,32.3,14.0,9.83,812.05,40.32,2
1870,34.6,14.67,10.0,812.06,40.1,2
1871,35.0,21.52,9.86,812.03,42.44,2
1872,32.3,17.19,10.17,812.03,40.42,2
1873,31.8,12.52,10.11,812.03,39.22,2
1874,35.8,13.31,10.19,812.09,40.99,2
1875,36.4,14.89,10.13,812.13,29.98,2
1876,34.5,10.92,9.9,812.12,37.5,2
1877,34.2,18.59,9.31,812.09,32.7,2
1878,34.7,16.88,8.86,812.12,27.88,2
1879,34.8,16.48,8.47,812.14,29.51,2
1880,33.8,17.98,8.07,812.14,23.41,2
1881,33.6,13.81,7.8,812.16,18.99,2
1882,35.1,10.43,7.71,812.07,25.38,2
1883,35.3,14.79,7.58,812.05,22.24,2
1884,33.0,17.11,7.38,811.88,37.05,2
1885,35.9,8.72,8.31,811.89,47.22,2
1886,30.5,8.63,9.02,811.89,54.35,2
1887,29.7,6.94,9.6,811.88,46.93,2
1888,35.2,4.92,9.26,811.93,36.36,2
1889,36.1,3.44,8.65,812.0,34.3,2
1890,33.9,3.12,8.36,811.96,35.05,2
1891,33.5,6.79,8.73,811.97,41.32,2
1892,34.4,5.29,8.67,811.94,41.91,2
1893,34.5,3.99,8.5,811.9,41.22,2
1894,26.3,4.23,8.1,811.94,35.24,2
1895,25.0,4.35,7.75,811.97,30.82,1
1896,24.5,4.77,7.39,811.95,30.06,1
1897,24.5,6.06,7.3,811.96,26.95,1
1898,22.6,4.79,6.97,811.9,32.02,1
1899,22.3,9.38,7.02,811.84,29.69,1
1900,19.0,9.84,7.06,811.82,28.06,1
1901,18.4,7.41,7.0,811.75,29.97,1
1902,18.5,6.1,6.77,811.69,31.8,1
1903,18.6,9.02,6.87,811.67,31.44,1
1904,18.7,7.33,6.83,811.66,33.63,1
1905,18.7,6.16,6.66,811.7,30.64,1
1906,16.5,4.74,6.53,811.7,32.63,1
1907,16.1,4.61,6.53,811.7,33.8,1
1908,13.7,3.8,6.77,811.71,33.59,1
1909,13.4,3.89,7.16,811.73,33.67,1
1910,13.5,3.7,7.0,811.74,31.01,1
1911,13.5,3.03,7.09,811.75,31.63,1
1912,18.9,2.46,7.07,811.78,28.39,1
1913,19.8,2.31,6.97,811.82,28.51,1
1914,19.6,2.41,6.96,811.85,27.24,1
1915,19.6,2.69,6.95,811.87,21.04,1
1916,20.6,2.55,6.79,811.85,20.09,1
1917,20.7,2.16,6.62,811.87,20.85,1
1918,17.0,2.19,6.75,811.93,15.49,2
1919,21.0,16.99,6.61,812.01,16.46,1
1920,21.7,12.98,6.55,811.96,16.65,1
1921,20.1,5.51,6.3,811.72,26.88,1
1922,19.9,4.06,6.19,811.66,28.5,1
1923,15.0,4.33,6.12,811.62,30.04,1
1924,14.2,4.38,6.21,811.61,29.68,1
1925,14.7,4.37,6.21,811.65,27.79,1
1926,14.7,3.64,6.3,811.92,19.02,1
1927,16.0,2.75,6.36,811.98,26.92,1
1928,17.0,2.98,4.46,811.59,45.13,1
1929,17.2,2.3,5.63,811.62,35.94,1
1930,20.3,2.9,8.44,811.76,36.89,1
1931,19.0,5.33,8.73,811.73,33.4,1
1932,18.8,4.89,8.99,811.8,35.25,1
1933,19.4,4.29,9.07,811.91,29.56,1
1934,19.5,4.02,8.62,811.91,31.21,1
1935,18.2,3.07,8.12,811.99,26.56,1
1936,18.0,5.25,7.59,811.99,25.17,1
1937,17.7,4.16,7.25,811.98,24.3,1
1938,17.6,3.96,7.18,811.87,26.77,1
1939,19.5,8.98,6.91,811.88,17.13,1
1940,19.8,7.64,6.88,811.97,10.88,1
1941,23.3,13.72,6.7,811.95,10.01,1
1942,23.8,11.36,6.43,811.86,13.31,2
1943,25.0,10.55,6.45,811.77,12.24,2
1944,25.2,8.35,6.32,811.7,13.47,2
1945,25.2,10.43,6.1,811.7,13.43,2
1946,25.2,8.02,6.42,811.88,16.64,1
1947,23.9,7.14,6.51,812.04,19.61,1
1948,23.7,5.53,6.86,811.98,30.34,2
1949,25.2,5.24,6.9,811.92,36.17,1
1950,5.9,1.12,7.3,811.84,38.83,1
1951,0.0,0.17,8.08,811.82,41.37,1
1952,17.5,0.95,8.44,811.83,42.74,1
1953,23.1,2.6,9.03,811.84,43.61,2
1954,28.7,3.58,9.22,811.84,41.72,2
1955,30.4,3.53,9.29,811.83,43.68,1
1956,20.8,3.7,9.58,811.83,42.23,1
1957,17.8,3.08,9.29,811.94,29.16,1
1958,23.0,3.06,8.93,812.0,25.12,1
1959,24.6,4.16,8.51,811.94,22.57,1
1960,21.9,4.86,8.16,812.0,23.32,1
1961,21.1,7.06,8.3,811.98,20.44,2
1962,34.5,6.3,7.96,811.96,20.88,2
1963,38.6,5.89,7.66,811.99,16.71,2
1964,32.6,4.7,7.65,811.92,16.37,2
1965,30.8,4.92,7.31,811.97,9.38,2
1966,32.9,6.33,7.01,811.94,10.33,2
1967,31.8,9.36,6.81,811.8,13.54,2
1968,34.9,9.32,6.8,811.96,11.8,2
1969,35.9,7.89,7.25,812.18,15.1,2
1970,41.5,6.94,7.54,812.11,24.12,2
1971,39.5,3.32,9.5,811.87,60.06,2
1972,39.6,4.57,9.53,811.86,58.72,2
1973,39.7,7.87,9.53,811.96,51.48,2
1974,39.7,11.11,9.93,802.19,51.5,2
1975,32.3,9.61,10.12,789.37,47.04,2
1976,30.0,6.97,10.13,832.57,43.21,2
1977,32.8,5.35,9.88,904.59,32.74,2
1978,33.7,5.16,9.38,955.49,28.91,2
1979,32.3,11.83,8.79,836.05,36.24,2
1980,31.9,13.7,8.43,814.68,35.99,2
1981,32.3,17.72,8.13,743.26,43.9,2
1982,32.4,16.47,8.02,811.15,32.69,2
1983,33.6,18.16,7.78,723.65,34.88,2
1984,34.0,14.96,7.64,743.52,33.13,2
1985,36.5,12.0,7.24,685.23,34.01,2
1986,37.2,8.94,7.02,724.1,18.12,2
1987,39.0,8.68,6.99,697.09,11.55,2
1988,39.6,7.51,6.83,672.51,16.93,2
1989,39.5,5.03,6.99,1038.57,32.41,2
1990,37.8,18.71,7.17,892.78,41.04,2
1991,32.4,14.16,8.17,689.87,52.46,2
1992,31.0,11.25,9.18,664.37,52.46,2
1993,27.9,8.53,9.78,632.44,57.18,2
1994,26.9,6.11,10.2,768.03,53.96,2
1995,25.0,5.65,10.66,691.67,56.16,1
1996,24.5,5.31,10.89,837.1,47.75,1
1997,23.8,5.94,11.0,902.46,50.0,1
1998,23.6,5.36,10.84,915.33,43.41,1
1999,21.8,4.01,10.61,1004.42,36.4,1
2000,21.3,3.69,9.99,1028.13,30.33,1
2001,23.8,3.76,10.12,983.21,26.24,1
2002,24.6,3.71,9.73,906.33,24.35,2
2003,28.3,10.96,9.38,975.6,20.41,2
2004,29.4,11.29,8.81,905.12,18.27,2
2005,32.0,8.89,8.33,1002.59,11.14,2
2006,32.8,12.47,8.32,922.9,8.37,2
2007,34.0,11.21,8.18,838.53,9.05,2
2008,34.4,8.62,7.71,831.61,9.76,2
2009,31.1,11.16,7.46,651.33,18.92,2
2010,30.1,9.35,7.2,695.08,11.41,2
2011,30.7,6.88,7.45,698.75,17.55,2
2012,30.9,9.85,7.62,770.13,23.16,2
2013,34.3,9.6,7.85,902.51,24.23,2
2014,35.4,8.3,7.99,813.15,33.72,2
2015,37.3,7.49,8.75,742.96,55.09,2
2016,37.8,7.08,9.56,707.82,56.68,2
2017,34.9,7.36,11.05,695.45,51.58,2
2018,34.0,7.0,11.06,703.88,53.67,2
2019,30.5,9.12,10.94,755.89,49.25,2
2020,29.4,7.59,11.18,886.83,49.98,2
2021,31.5,6.4,10.77,933.86,46.95,2
2022,32.2,4.96,11.08,1044.45,43.36,2
2023,33.0,9.27,10.51,1012.93,39.31,2
2024,33.3,8.4,9.87,1148.91,31.74,2
2025,37.1,22.09,9.56,1116.02,26.14,2
2026,38.2,23.15,9.45,1083.28,28.66,2
2027,36.1,22.06,9.59,1098.77,17.32,2
2028,35.5,20.58,9.21,1121.1,21.74,2
2029,41.9,19.14,8.46,961.09,25.4,2
2030,43.9,19.73,8.26,903.28,24.78,2
2031,43.0,15.46,8.17,874.06,23.41,2
2032,40.0,10.31,7.67,752.06,27.87,2
2033,40.8,11.8,7.78,711.4,37.6,2
2034,34.8,10.15,8.07,683.87,43.33,2
2035,32.7,7.04,8.81,646.36,50.4,2
2036,32.6,5.77,9.76,615.18,51.59,2
2037,29.2,5.67,10.5,558.72,59.42,2
2038,28.2,5.74,10.32,532.18,58.88,2
2039,27.1,9.91,10.67,613.35,52.42,2
2040,26.8,11.3,10.78,682.79,58.12,2
2041,27.2,8.99,10.66,817.66,48.79,2
2042,27.4,12.0,10.57,852.14,46.08,1
2043,22.8,10.56,10.16,891.44,44.98,1
2044,21.5,10.99,10.44,883.91,38.24,1
2045,23.6,8.71,9.63,939.2,30.56,1
2046,24.2,13.95,9.14,904.28,24.67,2
2047,23.4,20.72,8.61,1001.2,21.46,2
2048,23.2,21.77,8.23,902.3,24.98,2
2049,23.9,27.78,8.41,879.24,27.76,2
2050,24.1,22.59,7.99,743.08,32.24,2
2051,24.3,16.53,7.89,657.8,38.13,1
2052,24.4,11.92,7.74,582.38,37.23,1
2053,19.2,8.47,7.4,550.7,39.17,1
2054,17.6,6.86,7.38,518.63,36.16,1
2055,20.3,7.02,7.15,605.19,30.08,1
2056,21.0,9.97,7.15,583.34,36.07,1
2057,20.9,11.21,7.26,555.94,40.83,1
2058,20.8,9.59,7.51,492.8,47.5,1
2059,17.9,10.2,8.98,544.8,49.12,1
2060,16.8,8.96,9.48,574.14,48.5,1
2061,16.4,7.69,9.57,581.78,50.16,1
2062,17.3,8.47,9.91,577.05,55.09,1
2063,17.5,9.9,10.17,669.61,48.53,1
2064,15.2,8.08,10.7,726.54,51.19,1
2065,14.5,7.58,10.65,765.48,47.1,1
2066,14.8,7.0,10.58,763.53,47.05,1
2067,14.8,5.57,9.79,701.61,38.81,1
2068,14.3,11.12,9.14,748.37,30.86,2
2069,14.2,25.28,8.96,746.68,34.62,4
2070,17.9,92.39,8.51,662.38,37.22,3
2071,19.0,38.51,8.14,663.76,34.9,2
2072,21.7,20.96,8.06,563.54,35.7,2
2073,22.5,25.12,7.64,519.53,38.49,2
2074,23.1,22.47,7.56,531.1,35.41,2
2075,23.2,16.6,7.34,497.16,35.22,1
2076,23.7,12.32,7.2,483.28,36.65,1
2077,23.8,9.64,7.31,580.46,27.56,1
2078,23.1,8.27,7.26,842.35,22.68,1
2079,22.9,8.06,7.29,905.18,27.5,2
2080,26.8,7.15,7.35,745.37,37.65,1
2081,24.7,9.59,8.6,643.41,47.88,2
2082,27.1,9.41,9.59,683.38,43.12,2
2083,27.9,6.96,9.46,695.78,55.15,2
2084,27.3,6.26,9.77,719.37,47.91,2
2085,27.1,5.4,10.23,693.11,50.5,2
2086,26.0,5.08,10.39,824.26,38.95,2
2087,25.7,5.04,10.63,794.48,44.02,1
2088,24.3,5.13,10.1,688.31,42.37,1
2089,24.0,3.97,9.33,646.09,43.33,1
2090,24.7,2.93,9.05,585.18,44.86,1
2091,24.9,5.03,8.69,624.09,40.95,1
2092,22.0,5.05,8.17,651.31,38.29,1
2093,21.1,4.21,7.97,615.38,37.83,1
2094,24.5,6.47,7.71,606.85,31.57,2
2095,25.5,6.63,7.41,526.93,36.4,1
2096,23.7,5.74,7.35,508.92,36.26,1
2097,23.1,4.58,7.25,485.15,35.24,1
2098,22.3,4.71,7.1,472.07,32.91,1
2099,22.0,4.41,7.12,485.16,30.55,1
2100,21.5,3.69,7.29,653.46,24.18,1
2101,21.4,2.76,7.47,800.24,24.55,1
2102,23.1,3.1,7.48,742.77,33.24,1
2103,23.6,3.16,7.7,673.94,39.42,2
2104,27.5,3.25,7.9,650.53,42.87,2
2105,28.7,3.0,9.02,603.08,52.69,2
2106,28.4,2.68,9.53,640.87,49.64,2
2107,28.3,2.37,9.46,620.31,51.9,1
2108,23.2,3.15,9.9,672.93,48.63,1
2109,0.3,3.59,10.16,692.84,43.77,1
2110,6.7,4.02,10.08,747.73,42.93,2
2111,38.1,6.91,9.87,857.58,42.67,1
2112,19.9,6.7,9.44,782.37,39.52,1
2113,22.9,4.92,9.6,712.37,37.93,1
2114,10.9,7.91,9.42,859.62,23.84,1
2115,24.2,12.6,9.61,759.94,29.9,2
2116,27.5,10.55,8.63,771.26,26.34,2
2117,28.9,8.34,8.48,777.65,27.55,2
2118,27.6,10.66,8.12,718.59,28.79,1
2119,22.4,14.68,8.0,643.63,33.69,2
2120,29.9,18.47,7.94,559.73,36.54,2
2121,30.4,16.28,7.48,539.19,36.18,2
2122,34.3,15.46,7.49,560.09,31.57,2
2123,25.6,13.0,7.41,626.56,25.8,2
2124,29.8,10.63,7.93,844.14,20.54,2
2125,34.7,9.15,7.82,918.21,27.25,2
2126,36.7,8.03,7.51,807.43,37.34,2
2127,36.9,6.89,7.49,704.68,44.42,2
2128,37.9,5.35,7.69,669.03,41.34,2
2129,34.7,5.64,8.94,702.33,42.04,2
2130,31.8,5.25,9.6,674.7,44.1,1
2131,23.8,4.3,9.39,620.41,56.21,1
2132,23.6,4.05,9.86,653.53,42.75,1
2133,22.7,3.37,10.32,696.57,43.82,2
2134,27.5,2.51,10.54,896.78,41.21,1
2135,24.1,10.56,10.69,948.06,39.21,2
2136,31.7,10.51,9.97,832.91,42.49,2
2137,33.8,8.39,9.45,734.3,38.51,2
2138,30.4,6.94,9.05,705.7,39.83,2
2139,32.2,15.2,8.62,713.8,38.25,2
2140,34.5,14.86,8.48,638.52,35.48,2
2141,33.2,11.94,7.88,606.58,33.94,2
2142,28.7,9.27,7.78,646.06,35.91,2
2143,27.1,9.31,7.76,649.03,34.25,2
2144,31.5,9.21,7.52,599.04,38.9,2
2145,33.1,10.11,7.32,583.42,33.03,2
2146,37.2,8.84,7.38,594.06,31.11,2
2147,40.5,8.66,7.36,620.69,30.5,2
2148,30.5,9.02,7.34,764.24,28.42,2
2149,41.6,9.74,7.71,921.58,28.22,2
2150,33.2,7.88,7.58,850.06,33.76,2
2151,44.4,6.67,7.94,701.48,57.76,2
2152,41.5,8.13,8.96,725.75,61.7,2
2153,33.8,7.26,9.72,742.76,70.78,2
2154,37.6,6.16,9.85,838.71,66.32,2
2155,40.2,6.24,9.82,851.91,74.21,2
2156,39.2,6.16,10.33,889.05,69.19,2
2157,42.0,8.56,10.13,974.35,68.91,2
2158,43.8,7.47,9.57,1165.92,54.17,3
2159,50.7,5.37,9.63,1486.58,42.7,2
2160,45.3,3.84,9.3,1777.7,16.76,2
2161,46.8,6.34,9.39,1833.42,16.22,3
2162,56.0,13.73,9.37,1323.33,21.57,2
2163,47.0,16.54,8.99,1282.02,20.71,2
2164,47.4,18.48,8.78,1205.94,14.27,2
2165,35.9,15.59,8.35,1117.96,12.54,2
2166,42.3,19.56,8.22,1275.69,9.29,2
2167,39.6,17.58,8.08,1278.78,8.85,2
2168,44.5,13.37,7.69,1249.6,8.82,2
2169,42.4,13.96,7.69,1054.59,7.92,2
2170,42.0,11.83,7.55,1006.53,9.98,2
2171,45.3,8.99,7.89,1188.31,11.1,2
2172,41.6,9.15,7.82,1140.46,20.14,2
2173,39.7,13.08,8.01,1140.52,22.24,2
2174,44.6,7.57,9.13,895.55,58.47,3
2175,52.5,6.03,10.04,839.09,73.82,2
2176,48.3,4.9,9.93,840.49,64.18,2
2177,42.0,5.21,9.41,906.28,51.7,2
2178,43.7,4.2,9.11,962.75,51.88,2
2179,33.7,7.53,8.91,1150.42,35.37,2
2180,34.6,7.89,9.09,1181.41,33.16,2
2181,42.2,7.06,9.15,1101.11,43.4,2
2182,41.5,9.91,9.75,1092.79,47.51,2
2183,38.3,18.09,9.77,1104.87,43.23,2
2184,38.6,17.29,9.27,1096.59,29.29,2
2185,41.8,14.05,8.53,1008.24,33.38,2
2186,40.2,11.98,8.35,944.6,37.26,2
2187,32.6,14.4,8.26,900.66,38.15,2
2188,26.6,13.01,7.8,806.84,40.32,2
2189,26.4,10.76,7.89,723.96,44.09,2
2190,29.5,11.55,7.5,666.69,44.22,2
2191,31.6,12.51,7.22,699.37,35.38,2
2192,25.9,10.93,7.13,707.96,30.82,2
2193,28.5,9.58,7.17,836.45,31.21,2
2194,31.0,8.56,7.17,892.27,33.12,2
2195,37.4,7.0,7.57,834.5,38.11,2
2196,34.3,6.27,7.7,779.34,49.39,2
2197,32.1,5.81,8.27,746.18,52.97,2
2198,28.8,4.47,9.26,743.96,65.74,2
2199,36.0,3.22,9.97,750.78,69.78,2
2200,40.2,2.78,10.32,787.49,67.91,2
2201,38.0,2.8,9.9,872.93,59.36,2
2202,38.8,2.86,9.59,894.38,56.0,2
2203,38.5,2.76,8.98,925.39,49.84,2
2204,40.5,2.24,9.15,932.88,42.04,2
2205,29.3,3.0,9.16,997.86,41.01,2
2206,28.4,9.0,8.38,967.21,41.39,2
2207,25.0,10.28,8.59,914.57,35.5,1
2208,23.7,9.41,8.53,1057.85,15.72,1
2209,21.6,8.37,8.16,1119.51,13.22,1
2210,17.7,7.24,7.86,1228.26,10.63,1
2211,16.1,7.02,7.75,1112.41,14.9,1
2212,20.4,8.51,7.69,1068.97,17.81,1
2213,20.9,8.39,7.56,987.6,14.3,1
2214,19.4,6.5,7.38,961.0,11.81,1
2215,15.7,5.91,7.29,926.28,11.73,2
2216,28.4,6.93,7.25,912.74,14.11,2
2217,33.3,5.82,7.33,874.62,22.86,2
2218,32.4,4.62,7.37,817.29,36.21,2
2219,36.3,4.79,7.35,719.26,50.3,2
2220,35.9,4.06,8.69,699.69,67.18,2
2221,45.7,4.38,9.09,738.68,68.53,2
2222,44.4,6.64,8.88,772.6,61.07,2
2223,39.0,7.16,9.1,813.21,55.02,2
2224,42.0,5.31,8.6,801.28,48.31,2
2225,38.3,4.76,8.8,896.31,42.4,2
2226,40.7,4.22,8.41,943.46,42.67,2
2227,44.3,8.14,8.51,954.85,46.88,2
