,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03,OUT
3856,65.6,22.25,10.18,2595.56,4.82,3
3857,80.2,28.24,10.9,3604.02,4.18,4
3858,101.5,38.16,11.25,3736.41,5.07,4
3859,114.4,38.61,10.9,3706.03,4.92,4
3860,116.8,34.95,10.95,3801.68,5.4,4
3861,122.6,32.35,10.98,3642.36,4.86,4
3862,121.7,30.55,10.66,3461.13,5.34,4
3863,115.3,36.02,10.06,3109.17,5.23,4
3864,106.8,37.0,9.55,2722.72,4.75,3
3865,88.8,18.48,9.33,2167.58,5.22,3
3866,52.3,16.6,9.8,1730.66,26.59,2
3867,30.4,18.9,10.24,2104.01,10.66,2
3868,28.6,21.4,10.41,2069.47,12.97,2
3869,21.7,23.25,10.26,1943.89,17.11,2
3870,15.6,21.4,10.1,1864.79,18.41,2
3871,12.9,17.23,9.81,1792.95,22.71,2
3872,11.3,19.63,9.62,1961.82,12.6,2
3873,9.9,15.69,10.02,2773.2,6.9,2
3874,7.5,23.12,9.98,3020.7,4.86,2
3875,5.3,24.54,11.05,3743.23,5.19,2
3876,3.7,26.85,11.51,3823.88,5.44,3
3877,2.6,30.75,11.51,4034.49,5.0,3
3878,1.8,36.81,11.38,3876.99,5.24,3
3879,1.3,34.19,11.31,3936.07,5.36,3
3880,0.9,37.57,10.79,3664.26,4.98,3
3881,0.6,36.27,10.2,3554.46,5.56,2
3882,0.4,26.49,10.36,3268.58,5.47,2
3883,0.1,16.36,9.88,2658.67,5.78,1
3884,3.0,11.21,6.8,1710.78,13.78,3
3885,16.5,42.56,8.0,1793.98,11.61,3
3886,36.8,30.99,8.62,1929.5,8.21,3
3887,59.1,24.43,8.9,1903.26,6.52,3
3888,57.5,20.32,8.65,1902.68,4.92,3
3889,54.4,25.31,8.66,1996.35,4.39,3
3890,58.4,21.64,8.45,2077.24,4.74,3
3891,59.8,17.3,8.72,2108.44,5.14,3
3892,53.9,18.24,8.35,1966.72,4.5,2
3893,46.8,17.18,8.22,1775.72,7.07,2
3894,45.1,12.53,8.11,1662.88,8.18,2
3895,38.3,10.1,7.86,1666.6,6.12,2
3896,32.8,10.76,7.88,1729.65,5.67,2
3897,30.1,7.98,8.1,1675.63,5.4,2
3898,34.4,6.62,7.96,1606.68,5.84,2
3899,39.0,6.28,7.9,1573.11,5.44,3
3900,55.1,15.19,9.23,1649.77,10.55,3
3901,53.63,16.0,9.35,1904.75,8.87,2
3902,48.86,15.99,9.45,2254.54,6.54,3
3903,53.84,17.22,9.36,2454.98,7.21,3
3904,58.15,21.62,9.29,2381.35,6.26,3
3905,57.56,17.88,9.31,2065.4,10.82,3
3906,76.77,22.07,8.45,1749.78,15.35,3
3907,66.74,30.26,7.97,1817.27,7.87,3
3908,50.38,25.38,8.19,1920.47,5.74,2
3909,44.73,27.39,8.11,1688.41,11.49,2
3910,35.81,20.51,8.03,1526.1,12.0,2
3911,27.15,17.22,8.07,1506.13,8.08,2
3912,25.81,13.03,8.02,1426.69,13.69,1
3913,19.12,9.34,8.0,1389.52,11.79,1
3914,16.12,8.87,8.14,1513.77,7.23,1
3915,16.22,12.39,8.33,1712.14,5.25,1
3916,15.85,12.96,8.51,2027.75,5.3,2
3917,18.77,17.89,8.97,2247.23,5.57,2
3918,22.49,15.74,9.04,2138.74,6.71,2
3919,33.34,13.22,8.77,2008.36,8.7,2
3920,42.61,13.57,8.88,1819.81,12.84,2
3921,42.68,10.84,9.07,1717.54,16.71,2
3922,39.06,5.64,9.31,1728.28,13.33,2
3923,49.2,6.54,9.9,2273.54,5.83,3
3924,52.56,14.4,9.78,2967.58,5.05,3
3925,61.53,18.53,10.1,3831.37,4.86,3
3926,70.09,26.13,10.11,3968.39,5.61,3
3927,72.69,34.8,10.16,3826.87,5.58,3
3928,89.21,40.27,10.04,3742.68,5.47,3
3929,81.99,37.46,9.72,3585.56,4.89,3
3930,80.22,29.13,9.52,3347.03,4.94,3
3931,76.38,24.06,9.32,2927.77,5.12,3
3932,69.75,27.52,8.89,2619.08,5.17,3
3933,67.91,21.87,8.75,2391.29,5.3,3
3934,58.51,23.5,9.01,2501.36,4.51,2
3935,49.03,19.34,8.89,2507.7,4.47,3
3936,50.52,17.03,8.8,2229.79,4.59,2
3937,45.39,22.44,8.77,2238.78,5.44,2
3938,46.75,17.23,8.86,2386.18,5.6,2
3939,45.06,17.29,8.85,2306.16,5.65,3
3940,62.63,24.45,9.12,2098.96,7.91,3
3941,64.24,25.12,9.14,2013.32,9.29,3
3942,60.49,24.06,9.29,1863.27,13.11,3
3943,54.03,17.86,9.31,1708.19,20.11,3
3944,56.79,13.24,9.47,1681.91,20.25,3
3945,50.23,10.23,9.47,1618.71,19.18,2
3946,44.15,7.64,9.44,1874.63,15.26,2
3947,40.61,6.41,9.23,1847.58,8.32,2
3948,45.1,7.78,9.57,1846.85,7.53,2
3949,46.96,6.46,9.06,1910.15,7.44,2
3950,49.27,8.1,9.01,1965.38,6.12,3
3951,50.7,7.23,8.92,1942.34,6.52,3
3952,54.81,9.95,9.6,2596.04,6.33,3
3953,65.91,20.97,9.59,2959.56,5.29,3
3954,69.4,24.92,9.82,3352.94,5.9,3
3955,68.95,27.18,9.54,2969.19,6.14,3
3956,71.72,22.91,9.79,3132.23,5.23,3
3957,68.38,19.87,9.74,2858.26,5.73,3
3958,70.57,24.46,9.18,2594.23,5.56,3
3959,61.57,24.61,9.09,2132.74,7.45,2
3960,48.8,17.69,9.03,2020.14,6.23,2
3961,46.8,15.24,8.81,2106.58,5.49,3
3962,54.82,17.03,8.99,1894.0,7.77,3
3963,51.59,16.34,8.79,1668.14,14.38,3
3964,53.59,17.65,8.67,1499.47,18.2,3
3965,53.09,12.75,8.98,1412.99,16.25,2
3966,44.97,11.01,8.95,1293.54,17.84,2
3967,38.29,11.59,9.45,1278.09,18.41,2
3968,42.28,11.75,9.45,1297.96,18.86,2
3969,41.38,11.48,8.98,1333.13,19.44,2
3970,43.18,11.9,8.92,1308.92,17.88,2
3971,48.55,16.96,9.03,1365.49,15.96,3
3972,55.95,14.2,8.93,1509.84,9.35,3
3973,62.49,17.07,8.7,1545.03,10.05,3
3974,71.56,12.99,8.61,1507.43,11.56,3
3975,81.51,9.98,8.77,1491.01,13.56,4
3976,98.39,11.71,9.06,1423.63,13.52,4
3977,102.42,14.83,8.77,1391.45,15.16,4
3978,103.09,14.43,8.64,1301.52,15.68,4
3979,106.36,22.64,8.42,1266.86,15.97,4
3980,104.92,19.41,8.18,1206.93,15.48,4
3981,96.93,25.58,8.23,1336.52,7.63,4
3982,98.75,28.57,8.32,1502.95,5.23,4
3983,90.73,22.09,8.24,1358.47,11.97,4
3984,92.49,21.39,8.26,1427.09,10.03,4
3985,96.62,26.54,8.78,1896.89,7.62,4
3986,112.58,25.7,9.0,1907.27,9.5,4
3987,113.47,19.78,8.92,1924.07,9.63,4
3988,107.74,19.99,9.03,1919.92,15.08,3
3989,82.68,20.21,8.95,1688.88,18.42,3
3990,60.78,17.3,8.94,1561.23,19.94,3
3991,59.0,15.8,9.02,1487.09,21.49,3
3992,54.99,17.79,9.16,1467.84,19.98,3
3993,51.26,21.76,9.5,1498.17,20.79,2
3994,43.24,15.95,9.55,1539.82,17.13,2
3995,39.03,14.54,9.52,1794.97,11.8,2
3996,36.84,17.77,9.81,2162.5,6.7,2
3997,37.44,20.56,9.85,2666.17,6.18,2
3998,49.5,19.51,10.13,3354.49,6.36,3
3999,69.72,22.77,10.11,3469.0,5.72,3
4000,75.01,26.24,9.55,2802.69,5.78,3
4001,73.57,25.16,9.14,2455.23,5.32,3
4002,58.63,16.19,8.44,1849.64,4.91,3
4003,53.95,17.5,8.4,1765.83,5.95,3
4004,55.26,16.94,8.5,1655.97,5.53,2
4005,45.0,18.8,8.43,1575.24,4.68,2
4006,47.11,14.72,8.56,1682.04,5.0,2
4007,48.23,11.67,8.65,1682.99,5.6,3
4008,50.56,10.71,8.99,1960.69,4.8,2
4009,48.46,15.88,8.9,1828.38,6.48,2
4010,49.99,22.03,9.29,2054.72,6.86,3
4011,57.77,19.55,9.54,2190.72,7.28,3
4012,63.06,24.95,9.68,2019.51,12.63,3
4013,64.06,25.43,9.81,1771.89,19.14,2
4014,48.71,18.93,9.88,1804.83,19.03,2
4015,48.96,14.93,10.15,1752.84,20.77,2
4016,41.67,11.57,10.32,1659.33,22.47,2
4017,43.7,9.12,10.43,1752.29,17.47,2
4018,45.17,7.97,10.92,2533.22,6.74,2
4019,47.53,11.8,10.81,3260.48,5.8,3
4020,55.99,20.22,10.85,3378.2,6.03,3
4021,71.31,22.53,10.26,2841.75,4.62,3
4022,74.59,19.96,9.69,2681.9,5.55,3
4023,70.97,21.86,9.92,2770.44,6.28,3
4024,72.72,27.5,9.96,2703.63,6.01,3
4025,69.97,21.32,9.67,2587.14,4.52,3
4026,68.78,22.88,9.36,2315.07,6.08,3
4027,56.04,28.5,8.98,1832.39,5.47,2
4028,46.08,22.33,8.54,1631.67,5.66,2
4029,39.56,19.16,8.48,1543.13,5.55,2
4030,32.52,15.02,8.41,1560.76,5.25,2
4031,31.76,13.15,8.74,1904.89,5.63,2
4032,38.24,15.81,9.21,2169.93,5.44,2
4033,43.13,18.25,9.57,2366.65,6.77,3
4034,62.4,22.71,9.6,1997.74,7.62,3
4035,71.27,16.71,9.85,1968.23,10.25,3
4036,68.42,12.33,9.92,1766.57,21.56,3
4037,60.69,11.55,10.12,1640.96,21.49,3
4038,58.24,15.37,10.43,1675.38,20.61,3
4039,63.54,12.19,10.62,1743.64,14.49,3
4040,59.8,12.82,10.89,2405.45,6.8,3
4041,59.64,20.31,10.66,2751.49,6.85,3
4042,64.55,21.25,11.31,3534.1,6.95,3
4043,82.76,26.86,10.24,2852.81,5.17,3
4044,82.79,20.75,10.02,2712.1,6.13,3
4045,86.08,24.32,9.93,2595.93,5.94,3
4046,86.8,34.89,9.61,2341.32,5.7,5
4047,83.38,127.63,9.39,2267.82,5.64,5
4048,80.05,982.28,9.24,2315.05,5.59,5
4049,81.19,319.61,9.15,2145.2,5.89,5
4050,82.62,323.61,8.93,1928.36,5.6,5
4051,80.94,650.34,9.01,1804.35,5.51,5
4052,68.95,305.36,8.7,1765.5,6.47,5
4053,61.81,323.75,8.82,1771.58,5.82,5
4054,59.38,1227.69,9.39,2268.88,5.31,5
4055,60.93,275.6,9.85,2703.26,5.91,5
4056,59.56,423.71,10.37,2843.49,5.81,3
4057,0.0,30.73,10.4,2915.46,5.94,3
4058,60.64,22.43,9.29,1451.67,17.4,3
4059,59.23,20.29,9.14,1620.9,14.52,3
4060,59.2,20.54,8.9,1747.36,11.04,3
4061,56.96,16.79,9.0,1823.81,9.47,3
4062,53.85,11.97,8.63,1752.2,9.14,3
4063,52.6,10.8,8.81,1653.03,10.06,2
4064,49.94,15.15,8.6,1534.8,13.74,3
4065,51.08,17.12,8.97,1474.68,14.24,2
4066,46.29,12.91,8.86,1404.16,16.16,2
4067,37.22,10.77,8.35,1357.97,18.07,2
4068,35.19,12.52,8.32,1283.68,18.32,2
4069,35.22,13.6,8.33,1209.94,18.66,2
4070,35.6,14.29,8.21,1149.72,21.29,2
4071,31.19,17.4,8.19,1120.44,22.14,2
4072,31.18,13.08,8.13,1080.4,22.25,2
4073,33.3,9.76,8.43,1083.2,22.26,2
4074,33.09,7.6,8.64,1103.82,19.91,2
4075,32.63,6.15,8.54,1164.14,17.1,2
4076,32.23,4.99,8.26,1219.52,17.39,2
4077,30.3,4.09,8.24,1259.93,20.0,2
4078,29.86,4.52,8.23,1282.31,18.0,2
4079,26.43,5.77,8.38,1261.27,18.64,2
4080,27.46,4.68,8.12,1280.26,17.54,2
4081,28.91,7.72,8.38,1311.39,18.47,2
4082,33.83,12.26,8.42,1404.86,13.91,2
4083,38.07,10.9,8.54,1395.39,11.62,2
4084,35.19,10.83,8.44,1426.47,12.01,2
4085,29.65,8.78,8.3,1571.26,11.07,2
4086,26.51,7.09,8.39,1669.43,7.23,1
4087,23.91,9.94,8.28,1648.63,8.42,2
4088,24.8,17.66,8.18,1546.05,10.57,2
4089,24.81,18.26,8.32,1542.99,8.76,2
4090,29.53,18.31,8.27,1683.82,5.94,2
4091,32.56,21.32,8.24,1622.65,6.56,2
4092,33.69,18.11,8.2,1593.58,6.97,2
4093,29.48,17.93,8.11,1517.05,12.14,2
4094,29.93,13.58,8.02,1466.68,12.6,2
4095,28.2,12.09,8.05,1428.53,10.59,1
4096,24.29,11.32,7.97,1579.4,5.67,1
4097,22.24,9.42,8.15,1602.22,5.28,1
4098,18.42,10.13,8.22,1672.6,5.94,1
4099,15.43,10.11,8.4,1714.07,5.59,1
4100,14.55,8.58,8.31,1630.9,7.07,1
4101,20.3,12.04,8.38,1674.41,9.92,2
4102,47.95,28.59,9.34,1947.63,10.32,3
4103,56.01,29.58,9.05,1734.17,15.13,3
4104,57.2,24.63,9.05,1831.28,7.09,3
4105,64.24,24.49,9.17,1887.56,6.3,3
4106,71.61,27.26,9.53,2287.74,5.28,3
4107,76.49,31.21,9.27,2494.68,6.09,3
4108,67.07,27.51,9.07,2447.62,4.62,3
4109,61.59,28.63,9.27,2583.8,5.05,3
4110,62.2,32.28,9.13,2616.09,5.81,3
4111,62.38,29.98,8.82,2170.08,7.26,2
4112,49.3,21.47,8.4,2001.62,8.46,2
4113,36.21,16.27,8.26,1799.7,9.69,2
4114,28.99,12.73,8.17,1698.3,15.85,2
4115,25.12,11.25,8.28,1524.45,12.9,1
4116,18.8,12.12,8.07,1422.93,14.1,1
4117,16.99,12.32,8.1,1295.69,15.3,1
4118,18.05,9.52,7.94,1215.27,16.35,1
4119,13.89,8.04,7.78,1199.46,17.24,1
4120,10.85,6.65,8.05,1318.15,10.62,1
4121,9.52,5.54,8.34,1674.84,6.6,1
4122,10.49,6.89,8.72,1867.75,6.8,1
4123,14.0,8.83,8.69,1895.24,8.06,1
4124,20.25,7.71,8.98,1922.55,7.65,2
4125,31.08,7.14,8.88,1796.53,9.64,2
4126,35.13,8.19,8.41,1639.26,12.56,2
4127,33.65,9.28,8.5,1609.55,16.98,2
4128,30.46,7.41,8.77,1592.98,16.08,1
4129,22.06,6.4,9.19,1644.8,16.3,1
4130,20.07,5.14,9.13,1690.69,13.57,1
4131,20.92,5.7,9.02,1850.98,8.46,1
4132,18.9,8.56,9.39,2123.06,6.26,2
4133,26.65,10.54,9.34,2529.48,5.88,2
4134,35.45,15.94,9.36,2674.11,5.37,2
4135,39.31,20.84,9.1,2278.99,5.67,2
4136,39.5,17.46,8.67,2091.68,5.45,2
4137,38.71,17.59,8.33,1963.75,5.4,2
4138,35.91,23.51,8.23,1912.32,5.21,2
4139,32.31,25.29,8.47,1751.97,5.18,2
4140,29.03,23.95,8.6,1718.54,5.68,2
4141,26.51,18.8,8.69,1745.08,5.18,2
4142,28.6,16.07,8.76,1613.74,5.6,2
4143,33.04,13.65,8.63,1601.94,5.48,2
4144,24.33,15.58,8.61,1652.66,5.6,2
4145,21.15,19.19,8.91,2015.85,5.28,2
4146,25.41,18.36,8.83,1834.53,5.85,2
4147,31.89,16.97,8.9,1862.99,6.07,2
4148,38.96,17.48,9.06,1950.78,7.29,2
4149,45.3,13.9,9.55,2091.03,7.93,2
4150,44.78,12.02,9.47,1928.44,11.04,2
4151,45.33,9.33,9.07,1844.46,13.52,2
4152,42.77,12.23,9.07,1765.58,11.66,2
4153,44.69,18.64,9.47,1882.32,10.06,2
4154,49.58,15.88,9.76,2028.84,8.49,2
4155,48.89,16.35,9.94,2465.65,5.95,3
4156,52.86,21.75,10.02,2872.24,6.11,3
4157,58.94,26.1,10.29,3753.88,5.73,3
4158,73.06,38.03,11.31,5178.0,6.04,4
4159,93.68,39.8,11.05,4870.22,6.53,4
4160,102.24,33.86,11.07,5220.11,6.2,4
4161,105.32,38.78,11.12,5332.45,5.26,4
4162,102.26,37.8,10.38,4596.77,5.6,4
4163,95.44,32.47,10.05,4150.95,5.63,3
4164,88.07,34.05,9.77,3655.98,5.3,3
4165,78.87,27.29,9.2,3115.67,5.46,3
4166,63.19,29.15,9.08,2623.07,5.37,3
4167,51.44,28.17,9.13,2430.61,4.77,2
4168,47.82,27.18,9.86,3210.02,5.63,3
4169,57.8,21.41,10.39,3551.33,6.46,3
4170,60.84,15.3,10.56,3325.25,6.64,3
4171,59.34,15.19,10.43,3017.15,6.57,3
4172,59.41,23.24,9.78,2759.43,6.79,3
4173,63.47,30.9,9.7,2709.5,6.16,3
4174,62.56,34.9,9.43,2499.54,6.64,2
4175,49.57,29.76,9.24,2355.97,8.15,2
4176,39.8,21.65,9.24,2126.55,6.77,2
4177,32.22,16.69,9.25,2030.13,6.42,2
4178,37.55,11.16,9.25,2327.58,6.32,2
4179,38.24,10.62,9.23,2279.19,7.59,2
4180,34.3,8.35,8.99,2120.65,6.45,2
4181,39.16,7.68,8.89,1965.85,6.5,2
4182,37.33,7.23,8.8,1913.99,6.33,2
4183,33.57,7.07,8.75,1760.16,6.6,2
4184,28.71,6.99,8.87,1644.23,7.61,2
4185,36.78,16.84,8.75,1564.52,15.3,2
4186,31.25,12.96,8.76,1616.88,13.74,2
4187,27.96,9.21,8.64,1848.79,11.53,1
4188,22.89,6.9,8.86,2061.78,7.12,1
4189,24.52,5.93,8.51,1964.74,8.21,2
4190,27.07,9.11,8.57,1842.55,8.68,2
4191,28.08,13.66,8.29,1763.95,8.28,2
4192,27.87,17.66,8.21,1593.28,7.81,3
4193,19.53,30.77,8.17,1380.01,9.3,2
4194,22.3,22.4,8.42,1584.38,6.23,2
4195,25.26,16.85,8.59,1560.81,5.56,1
4196,23.99,12.83,8.78,1589.12,5.39,1
4197,24.22,10.87,8.6,1423.39,9.38,2
4198,25.13,12.5,8.47,1348.09,9.01,1
4199,21.04,13.33,8.57,1477.72,5.48,1
4200,22.07,10.25,8.64,1649.99,5.99,1
4201,22.54,8.76,8.63,1679.44,6.84,2
4202,31.67,10.06,9.4,1941.18,6.72,3
4203,54.22,21.39,9.91,2268.92,7.0,3
4204,78.89,38.74,10.25,2394.54,6.58,4
4205,94.94,42.69,10.23,2455.45,6.17,4
4206,95.96,42.48,10.3,2685.26,7.62,3
4207,83.28,37.21,9.14,1804.25,16.78,3
4208,66.17,41.01,9.0,1788.0,13.87,3
4209,41.67,40.4,9.18,2142.56,9.84,3
4210,31.27,30.01,8.67,1911.3,13.0,2
4211,25.07,22.01,8.88,1839.68,12.45,2
4212,21.31,16.05,8.67,1765.5,11.3,1
4213,21.41,12.97,8.43,1657.98,14.89,1
4214,15.74,11.08,8.49,1574.52,13.86,1
4215,11.24,9.61,8.44,1461.54,9.5,1
4216,7.97,8.34,8.24,1345.57,8.7,1
4217,5.75,7.01,7.92,1243.01,9.5,1
4218,4.93,5.26,7.73,1181.99,10.01,1
4219,5.07,4.97,8.04,1172.57,10.22,1
4220,3.73,5.42,7.99,1170.88,9.58,1
4221,2.66,5.39,8.44,1194.74,9.43,1
4222,2.32,4.95,8.5,1237.43,9.35,1
4223,5.56,5.09,8.18,1242.3,8.14,1
4224,9.68,5.11,7.81,1220.6,8.47,1
4225,7.35,3.96,7.96,1235.22,8.8,1
4226,5.48,4.33,7.94,1245.15,7.96,1
4227,8.16,5.69,8.19,1288.2,7.86,1
4228,13.09,4.56,7.97,1329.86,8.72,1
4229,9.32,3.33,7.86,1329.84,8.02,1
4230,6.55,2.65,7.67,1385.07,8.86,1
4231,4.76,2.8,7.91,1410.05,8.6,1
4232,3.55,2.82,7.94,1418.61,7.87,1
4233,3.53,2.31,8.1,1390.51,9.24,1
4234,9.28,1.98,8.14,1380.41,9.21,1
4235,15.01,2.56,7.88,1373.04,9.42,1
4236,13.61,3.14,8.02,1348.21,10.34,1
4237,15.17,2.67,7.96,1351.5,10.61,1
4238,11.41,5.67,8.23,1324.31,10.64,1
4239,8.56,9.96,8.34,1264.94,13.46,1
4240,8.85,8.18,8.24,1223.98,12.04,1
4241,10.45,6.65,8.25,1179.66,14.49,1
4242,8.34,5.36,8.12,1150.56,14.67,1
4243,8.15,5.14,7.92,1180.15,16.85,1
4244,10.86,5.09,8.05,1252.03,12.9,1
4245,10.5,5.24,8.46,1654.01,7.96,1
4246,12.03,4.4,8.91,1913.92,7.08,1
4247,19.31,3.96,8.75,1873.47,9.54,1
4248,18.91,4.28,8.63,1782.93,11.39,1
4249,19.41,4.68,8.49,1596.41,13.48,1
4250,14.65,5.05,8.76,1615.05,10.83,1
4251,14.54,6.63,8.68,1638.25,11.12,1
4252,16.69,6.82,8.79,1729.8,8.48,1
4253,16.95,7.33,8.8,1761.38,9.01,1
4254,20.08,6.34,8.42,1726.01,9.6,1
4255,16.41,6.38,8.68,1696.99,10.12,1
4256,15.91,6.0,8.52,1682.03,10.12,1
4257,19.32,5.2,8.45,1680.49,8.8,1
4258,20.8,5.9,8.38,1574.42,12.42,1
4259,16.09,7.4,8.29,1502.48,12.92,1
4260,15.49,12.72,8.62,1427.67,13.24,2
4261,15.63,19.72,8.4,1406.27,13.44,2
4262,14.21,17.08,8.22,1390.78,11.38,2
4263,17.02,16.0,8.16,1496.6,8.33,1
4264,16.62,12.79,8.31,1641.59,5.95,1
4265,15.63,13.68,8.42,1726.36,5.15,1
4266,19.85,14.15,8.37,1880.64,5.33,2
4267,25.34,13.71,8.75,2006.65,5.2,2
4268,28.03,16.22,9.65,2286.24,7.2,2
4269,33.49,12.76,10.29,2225.67,7.47,2
4270,39.72,20.86,10.41,1811.09,11.24,2
4271,43.09,16.35,10.02,1876.46,12.48,2
4272,46.23,12.76,10.04,1984.86,11.31,2
4273,46.36,10.99,9.72,1890.05,13.26,2
4274,38.88,9.34,9.84,1938.38,10.48,2
4275,34.7,7.79,9.89,2283.77,6.11,2
4276,37.34,12.66,9.42,2488.16,5.04,2
4277,41.19,22.93,9.7,2882.84,5.56,2
4278,45.31,22.59,9.53,2613.84,5.11,2
4279,47.38,21.1,9.58,2773.69,5.49,3
4280,59.0,24.66,9.88,3120.21,5.85,3
4281,71.13,26.37,9.75,2856.4,5.41,3
4282,70.38,26.92,9.51,2871.18,5.6,3
4283,71.21,32.08,9.8,2969.09,6.33,3
4284,70.32,36.01,9.67,2845.73,5.43,3
4285,61.52,35.14,9.22,2671.07,5.5,3
4286,53.01,36.09,9.2,2565.7,4.84,3
4287,49.52,35.78,9.03,2474.6,5.42,3
4288,53.08,26.86,8.83,2298.66,5.14,3
4289,61.37,23.1,9.18,2524.73,5.67,3
4290,56.92,27.2,9.67,2878.02,5.68,3
4291,65.29,33.15,10.15,2947.16,5.95,3
4292,70.86,29.81,9.87,2461.0,7.8,3
4293,67.81,22.92,9.72,2069.94,10.07,3
4294,64.55,19.37,9.07,1664.15,11.66,3
4295,61.95,16.27,9.2,1796.05,11.46,3
4296,63.3,20.41,9.52,1979.71,10.95,3
4297,63.36,26.74,10.07,2189.17,9.16,3
4298,67.07,26.09,9.92,2504.99,7.26,3
4299,65.73,27.07,10.15,3076.49,6.48,3
4300,67.72,29.27,10.54,3710.59,5.86,3
4301,78.22,40.02,10.66,3837.06,5.55,4
4302,96.12,44.56,10.73,3914.16,5.95,4
4303,114.06,33.88,10.33,3843.41,5.43,4
4304,103.03,36.63,10.12,3650.06,5.91,4
4305,96.71,45.0,9.83,3693.01,5.86,4
4306,93.36,52.58,9.98,3617.14,5.72,4
4307,92.56,34.49,10.47,3910.78,5.26,4
4308,91.3,38.71,10.21,4094.64,5.75,3
4309,86.13,53.09,9.61,3645.7,5.54,3
4310,81.11,46.25,9.4,3219.22,4.92,3
4311,69.57,38.54,9.33,3177.55,5.47,3
4312,54.64,36.53,9.68,3452.62,5.94,3
4313,53.88,37.29,9.72,3726.43,5.25,3
4314,55.56,47.07,11.25,4773.79,5.47,3
4315,74.69,38.96,11.48,5045.47,6.12,4
4316,93.94,42.89,11.18,4217.6,5.98,4
4317,93.01,64.3,10.69,3441.27,6.52,4
4318,91.29,83.74,10.72,3265.12,7.71,4
4319,84.15,65.38,10.52,2805.83,8.97,3
4320,65.89,47.76,10.48,2651.27,10.15,1
4321,20.39,14.2,9.67,2683.52,7.39,2
4322,36.01,6.32,9.31,2484.14,7.89,2
4323,49.11,14.47,9.43,2801.77,6.77,3
4324,63.63,23.98,9.78,2955.54,5.53,3
4325,82.22,23.98,9.77,3294.53,5.15,3
4326,83.11,29.3,9.78,3708.96,4.87,3
4327,87.43,35.94,10.42,4357.86,5.4,4
4328,95.16,40.63,9.8,3821.86,5.83,3
4329,89.77,38.63,9.54,3836.4,5.33,3
4330,80.82,34.13,9.41,3715.29,5.04,3
4331,78.7,33.83,9.53,3504.27,5.15,3
4332,73.49,35.08,9.6,3201.74,5.31,3
4333,63.6,31.72,9.27,2738.99,5.24,3
4334,58.71,24.39,9.52,2873.32,4.91,3
4335,59.14,23.78,9.48,3047.88,5.26,3
4336,60.96,20.88,9.07,2449.12,5.75,3
4337,58.71,19.18,9.27,2627.8,5.65,3
4338,58.19,19.13,9.75,2676.6,5.48,3
4339,57.46,23.35,9.53,2489.27,7.99,3
4340,54.03,25.44,9.06,2235.65,8.53,2
4341,49.17,25.13,9.24,2223.26,7.54,3
4342,52.06,25.34,9.32,2117.15,10.38,3
4343,56.77,28.54,9.45,2052.34,10.84,3
4344,52.58,25.11,9.33,2049.5,12.01,3
4345,51.46,18.24,9.75,2107.83,9.42,3
4346,52.48,13.55,9.56,2090.45,10.64,2
4347,49.39,11.29,9.55,2641.4,5.91,3
4348,51.6,14.74,9.9,3224.44,5.81,3
4349,57.66,18.1,9.63,3286.26,5.69,3
4350,60.42,22.99,9.83,3303.98,5.99,3
4351,66.53,20.89,9.58,3168.43,4.86,3
4352,67.84,19.7,9.15,2688.58,6.61,3
4353,54.32,20.46,8.94,2537.26,7.58,2
4354,40.16,26.46,8.7,2188.5,12.59,2
4355,32.71,25.03,8.44,2055.12,7.6,2
4356,25.28,18.43,8.3,2148.48,5.64,2
4357,19.94,15.2,8.26,2320.61,5.47,2
4358,21.24,17.57,8.41,2560.3,5.34,2
4359,24.28,16.25,8.55,2436.65,4.98,1
4360,24.87,12.05,8.48,2404.54,5.26,1
4361,21.93,9.49,8.87,2643.39,5.79,1
4362,21.73,7.23,8.54,2292.09,11.12,2
4363,25.33,5.33,8.4,2089.36,13.72,1
4364,22.33,4.52,8.07,1954.23,14.86,1
4365,23.05,9.34,8.17,1791.49,19.01,1
4366,23.39,7.23,8.27,1778.52,16.38,1
4367,20.44,6.35,8.28,1790.23,15.95,1
4368,22.49,5.64,8.42,1832.86,16.42,2
4369,29.46,17.97,8.22,1937.4,13.38,2
4370,26.04,21.52,8.25,1813.17,15.1,2
4371,19.4,20.82,8.33,1745.89,15.97,2
4372,17.23,18.15,8.37,1771.09,15.58,1
4373,18.4,13.35,8.34,1694.21,17.86,1
4374,16.26,10.15,8.33,1713.57,16.2,1
4375,11.93,7.47,8.15,1669.04,19.43,1
4376,9.54,6.1,8.61,1617.69,14.61,1
4377,10.19,5.49,8.26,1532.66,15.73,1
4378,9.23,4.85,8.28,1469.4,19.77,1
4379,11.53,4.22,8.34,1436.74,24.82,1
4380,14.73,3.24,8.2,1405.94,24.72,1
4381,19.47,3.55,8.14,1384.48,24.91,1
4382,21.46,3.54,8.06,1373.02,23.06,2
4383,27.14,2.87,8.11,1371.22,23.25,2
4384,31.47,3.07,8.19,1364.94,18.87,2
4385,29.35,6.3,8.06,1392.46,22.42,2
4386,25.17,11.54,8.15,1415.58,19.91,1
4387,23.08,11.62,8.17,1461.98,17.35,1
4388,22.72,12.4,8.12,1569.22,15.36,1
4389,18.42,11.08,8.35,1582.12,11.76,1
4390,12.89,7.76,8.12,1668.54,14.22,1
4391,9.03,5.5,8.05,1701.21,13.92,1
4392,6.69,4.08,8.24,1682.38,14.38,1
