,S1_PM10,S1_PM25,S1_SO2,S1_NO2,S1_NOX,S1_NO
2381,,,,42.65,,
2382,34.41,,,,,
2383,,,,,,4.73
2384,33.2,,,,,
2385,,,,,,12.4
2386,,,,29.32,,
2387,,,,18.91,,
2388,,,,14.54,,
2389,,,,,17.05,
2390,,6.33,,,,
2391,29.95,,,,,
2392,,,,29.25,,
2393,,6.94,,,,
2394,,,,,,41.84
2395,,,,,198.97,
2396,,,,,,7.22
2397,,24.95,,,,
2398,,,3.23,,,
2399,56.67,,,,,
2400,45.99,,,,,
2401,,,2.88,,,
2402,44.24,,,,,
2403,,17.84,,,,
2404,,,,,90.72,
2405,44.14,,,,,
2406,,,,,111.56,
2407,,,2.87,,,
2408,31.97,,,,,
2409,,8.42,,,,
2410,,,0.77,,,
2411,15.34,,,,,
2412,,,,,52.02,
2413,,14.73,,,,
2414,,,,56.07,,
2415,,13.25,,,,
2416,,,,,49.85,
2417,,,2.66,,,
2418,,11.75,,,,
2419,,,,,49.59,
2420,,,,,,5.12
2421,37.51,,,,,
2422,39.91,36.29,2.55,84.54,115.62,31.08
2423,,31.82,,,,
2424,33.06,,,,,
2425,,8.77,,,,
2426,,,,22.48,,
2427,,,,18.04,,
2428,23.38,,,,,
2429,,,,,39.93,
2430,26.76,,,,,
2431,,,,,125.17,
2432,,,,,228.32,
2433,,,,,,116.88
2434,,15.56,,,,
2435,,,,,,74.12
2436,,,,,,13.45
2437,,,,,66.33,
2438,46.36,,,,,
2439,,,2.78,,,
2440,,,,,,17.02
2441,28.87,,,,,
2442,,,,30.26,,
2443,,,,,32.21,
2444,,,,,28.16,
2445,28.34,,,,,
2446,,,,17.23,,
2447,,,,,29.07,
2448,,,,,,5.73
2449,,,,,75.13,
2450,45.83,6.74,3.53,130.16,150.74,20.58
2451,,,,155.93,,
2452,74.01,,,,,
2453,,28.05,,,,
2454,,,,114.55,,
2455,,,,,84.65,
2456,,,,71.23,,
2457,61.97,,,,,
2458,,,,,63.28,
2459,53.95,,,,,
2460,,,3.77,,,
2461,,37.15,,,,
2462,,,,78.09,,
2463,,,,,67.97,
2464,,,,,,7.15
2465,,,4.07,,,
2466,38.62,,,,,
2467,,,,27.69,,
2468,,,5.16,,,
2469,,,,,40.32,
2470,,,,,,8.09
2471,,,,,,9.46
2472,,20.34,,,,
2473,,,4.25,,,
2474,,,,62.0,,
2475,,,,,,8.13
2476,80.66,,,,,
2477,,,,,,6.62
2478,,,,,,6.44
2479,,,4.75,,,
2480,,51.55,,,,
2481,56.33,,,,,
2482,49.12,,,,,
2483,,,,96.89,,
2484,,,,,,9.89
2485,,,4.16,,,
2486,56.97,36.93,4.05,12.08,17.56,5.48
2487,,,,14.49,,
2488,,,,18.07,,
2489,,,,,,6.58
2490,,,,,23.27,
2491,,,4.22,,,
2492,40.6,,,,,
2493,,8.29,,,,
2494,,,,,115.55,
2495,,,,,,24.56
2496,,27.23,,,,
2497,,33.42,,,,
2498,,,,,,5.33
2499,,,4.1,,,
2500,,,,,,4.79
2501,,,4.18,,,
2502,,,,18.45,,
2503,31.72,,,,,
2504,30.74,,,,,
2505,29.96,,,,,
2506,,,3.84,,,
2507,,45.99,,,,
2508,42.51,39.74,3.67,54.54,67.84,13.3
2509,,,,45.33,,
2510,,,,16.53,,
2511,42.76,,,,,
2512,,,,,25.61,
2513,,9.32,,,,
2514,,8.85,,,,
2515,,,3.44,,,
2516,,,3.24,,,
2517,81.7,,,,,
2518,62.82,,,,,
2519,46.37,,,,,
2520,,,,27.46,,
2521,27.75,,,,,
2522,28.58,,,,,
2523,,,,,18.55,
2524,,,,7.88,,
2525,,,,,12.53,
2526,,,2.29,,,
2527,,29.15,,,,
2528,,,,14.05,,
2529,,,,,,5.22
2530,,,,12.33,,
2531,45.5,,,,,
2532,,,,,,5.24
2533,,,,,,5.94
2534,,10.15,,,,
2535,,,2.65,,,
2536,,,,66.0,,
2537,,,,,70.92,
2538,,,,48.16,,
2539,,,,47.34,,
2540,,,,57.95,,
2541,,,,,42.93,
2542,41.12,,,,,
2543,,,,,27.22,
2544,,18.34,,,,
2545,,,,,65.77,
2546,,,,,,12.39
2547,,,,,,9.96
2548,,26.94,,,,
2549,,,,34.83,,
2550,73.9,45.92,3.46,41.07,48.83,7.76
2551,,,,31.09,,
2552,,,,,,5.1
2553,,,,,31.7,
2554,,,,,26.97,
2555,,26.9,,,,
2556,,,,27.16,,
2557,28.73,,,,,
2558,,19.38,,,,
2559,,,,,23.41,
2560,,12.46,,,,
2561,,12.56,,,,
2562,39.03,,,,,
2563,,,,,28.55,
2564,,,,37.15,,
2565,,,3.65,,,
2566,,9.82,,,,
2567,,,,,,5.21
2568,,16.23,,,,
2569,,13.78,,,,
2570,,,,,33.78,
2571,,,,23.51,,
2572,,,3.5,,,
2573,21.75,,,,,
2574,18.41,,,,,
2575,26.95,,,,,
2576,,,2.98,,,
2577,,,,12.42,,
2578,,10.59,,,,
2579,44.88,,,,,
2580,,,3.18,,,
2581,,,,,40.45,
2582,,,,,33.89,
2583,,,2.81,,,
2584,,13.0,,,,
2585,,,,26.69,,
2586,,22.02,,,,
2587,,22.19,,,,
2588,,,,,,4.45
2589,34.42,,,,,
2590,,,,,,7.57
2591,,,,,,5.96
2592,,,,,,5.69
2593,,,,,,6.07
2594,,,,17.27,,
2595,,,,,20.66,
2596,44.56,,,,,
2597,,,,,23.5,
2598,,,,,,5.67
2599,,,,,67.99,
2600,,12.52,,,,
2601,,,3.59,,,
2602,,,,,,11.42
2603,,,,160.0,,
2604,,,,,404.49,
2605,,,,143.94,,
2606,,28.72,,,,
2607,,,,127.56,,
2608,,,,,88.43,
2609,,,,,27.98,
2610,,,,,,11.24
2611,,,,,,12.14
2612,55.55,,,,,
2613,,,,,73.04,
2614,,,3.34,,,
2615,55.22,,,,,
2616,,,,22.1,,
2617,,,3.57,,,
2618,,,,,,10.17
2619,,,,85.76,,
2620,,,3.76,,,
2621,,,,,115.62,
2622,,,,,107.91,
2623,,,4.59,,,
2624,,,3.94,,,
2625,,,,,49.13,
2626,,,,,94.7,
2627,,20.92,,,,
2628,,29.08,,,,
2629,,,3.6,,,
2630,49.59,,,,,
2631,,,,,25.66,
2632,,,3.18,,,
2633,,,3.25,,,
2634,,,,19.19,,
2635,56.36,,,,,
2636,,,3.26,,,
2637,,,,,50.32,
2638,,,3.47,,,
2639,76.51,,,,,
2640,,,,,,5.39
2641,,,,,95.98,
2642,,,3.99,,,
2643,,,,,,19.68
2644,,,,,155.85,
2645,65.66,,,,,
2646,,32.62,,,,
2647,,,,,,7.01
2648,,,,,139.14,
2649,,49.22,,,,
2650,,,,,99.78,
2651,,,,37.42,,
2652,,,3.72,,,
2653,,,,,,6.12
2654,,,,,25.64,
2655,,,4.04,,,
2656,,,,,26.53,
2657,,,,,,8.39
2658,,,,51.98,,
2659,,,4.06,,,
2660,,20.8,,,,
2661,84.0,18.2,4.27,121.24,141.87,20.63
2662,,,,111.53,,
2663,70.43,,,,,
2664,,,5.75,,,
2665,,,,,84.01,
2666,,,,,,5.94
2667,,,4.51,,,
2668,70.1,,,,,
2669,,22.7,,,,
2670,60.85,,,,,
2671,,54.76,,,,
2672,,,,,103.73,
2673,,,4.41,,,
2674,,,,35.12,,
2675,,15.14,,,,
2676,,,,,29.64,
2677,,,,19.29,,
2678,,,,,29.38,
2679,,,,,,4.85
2680,,,,,54.22,
2681,,,,,,109.05
2682,,,,,419.79,
2683,,,4.29,,,
2684,,35.24,,,,
2685,,39.98,,,,
2686,,,,,75.19,
2687,,,,,54.14,
2688,59.21,,,,,
2689,,30.84,,,,
2690,,,4.09,,,
2691,,,,,92.66,
2692,,,,,140.78,
2693,,,,,,38.33
2694,,46.66,,,,
2695,,,,,,9.9
2696,,,,,,5.5
2697,,,,17.98,,
2698,,,,,22.19,
2699,,,,,28.57,
2700,,,,,,5.45
2701,,,,,25.82,
2702,,,,,,7.54
2703,42.99,,,,,
2704,,,,165.52,,
2705,,13.36,,,,
2706,,,,,257.7,
2707,100.87,34.43,5.88,147.85,235.03,87.18
2708,,,,111.34,,
2709,,,,,,15.84
2710,,,,93.28,,
2711,,,,,65.6,
2712,,,,,50.99,
2713,,,,,,5.44
2714,,,,,71.9,
2715,,,,,,36.61
2716,48.05,,,,,
2717,,,4.31,,,
2718,,,,,40.0,
2719,,,,,26.99,
2720,,,4.01,,,
2721,,,,,,5.45
2722,,,,18.97,,
2723,,,4.37,,,
2724,,,,,26.24,
2725,,,,,,5.09
2726,,,,,,5.61
2727,,,,,67.48,
2728,47.39,,,,,
2729,,,,130.2,,
2730,,,,,91.96,
2731,,,,65.52,,
2732,,,5.28,,,
2733,,,,80.86,,
2734,,13.32,,,,
2735,46.81,,,,,
2736,,,,,54.91,
2737,,,4.41,,,
2738,,13.03,,,,
2739,,22.08,,,,
2740,,,,,,8.07
2741,,28.43,,,,
2742,,,,23.54,,
2743,,,,,26.39,
2744,,9.08,,,,
2745,,,4.65,,,
2746,,,4.75,,,
2747,38.04,,,,,
2748,,,,,30.5,
2749,34.62,,,,,
2750,,,,31.9,,
2751,,,,,41.45,
2752,,,4.42,,,
2753,,,,,,5.15
2754,,,5.0,,,
2755,,,5.16,,,
2756,,,4.78,,,
2757,,,,,,4.31
2758,,,,14.2,,
2759,,,,,20.99,
2760,,,5.39,,,
2761,38.65,,,,,
2762,,16.08,,,,
2763,44.96,,,,,
2764,56.91,36.12,6.65,53.63,68.23,14.6
2765,,,,41.75,,
2766,60.94,,,,,
2767,,19.54,,,,
2768,,,4.12,,,
2769,,,4.25,,,
2770,,,,22.31,,
2771,36.41,,,,,
2772,,,,25.74,,
2773,,,,23.7,,
2774,40.24,,,,,
2775,,7.03,,,,
2776,,,,71.01,,
2777,,,,,,4.79
2778,59.06,,,,,
2779,,,,26.7,,
2780,,16.84,,,,
2781,,,,,,4.25
2782,,,4.03,,,
2783,,,,24.58,,
2784,,,,34.96,,
2785,,,5.4,,,
2786,,,6.09,,,
2787,,,,95.11,,
2788,,52.12,,,,
2789,49.89,,,,,
2790,,,,,25.69,
2791,,,4.17,,,
2792,,,,,14.33,
2793,42.48,,,,,
2794,,,,13.11,,
2795,39.22,,,,,
2796,36.76,,,,,
2797,29.14,,,,,
2798,,,,80.0,,
2799,,6.38,,,,
2800,50.92,,,,,
2801,,7.24,,,,
2802,,,,124.64,,
2803,,,,100.04,,
2804,,,,,,11.59
2805,,,,,109.74,
2806,51.11,,,,,
2807,49.98,,,,,
2808,,,,54.45,,
2809,,,,70.14,,
2810,,,,,,72.35
2811,,33.56,,,,
2812,,,,89.22,,
2813,,,,,73.91,
2814,,,,,,7.7
2815,,,,23.27,,
2816,,,,,,5.69
2817,,,4.95,,,
2818,,,,,28.85,
2819,,,,,23.14,
2820,,,,,,5.48
2821,,5.78,,,,
2822,,,4.67,,,
2823,,6.95,,,,
2824,55.71,,,,,
2825,,,9.02,,,
2826,,,,,124.07,
2827,,28.65,,,,
2828,62.59,,,,,
2829,,,,,,6.27
2830,57.84,,,,,
2831,,,,38.54,,
2832,,,,39.26,,
2833,,,,,,11.99
2834,,,5.32,,,
2835,,,5.45,,,
2836,,,,,114.14,
2837,,46.96,,,,
2838,,,,49.2,,
2839,43.74,,,,,
2840,,,,17.82,,
2841,40.83,,,,,
2842,,,,20.37,,
2843,,,5.76,,,
2844,,,,,,6.13
2845,,,,,35.46,
2846,,,,,,6.61
2847,,,,,77.81,
2848,,,,59.79,,
2849,,,,,59.91,
2850,,,,,,4.82
2851,,11.56,,,,
2852,,,,,,4.68
2853,48.37,,,,,
2854,,,,38.25,,
2855,49.54,,,,,
2856,,,7.95,,,
2857,,,,56.44,,
2858,,,4.84,,,
2859,,24.49,,,,
2860,,,,,,5.57
2861,,,4.57,,,
2862,,,,,19.47,
2863,,,,,23.67,
2864,,7.06,,,,
2865,,7.07,,,,
2866,,,4.38,,,
2867,,,,79.38,,
2868,,,,,,5.55
2869,,17.44,,,,
2870,,18.47,,,,
2871,,,,,,4.72
2872,,,,,30.25,
2873,,,,,33.48,
2874,,,,,32.11,
2875,22.46,,,,,
2876,,,,,,4.33
2877,,,,,,4.65
2878,,,,55.68,,
2879,,,,,83.73,
2880,,,4.36,,,
2881,,,,30.23,,
2882,,,,27.74,,
2883,47.9,,,,,
2884,,,3.89,,,
2885,,,,,25.18,
2886,,,3.93,,,
2887,,13.24,,,,
2888,,,,,26.86,
2889,,,,,,6.62
2890,,,,,,5.41
2891,56.45,,,,,
2892,,,,155.12,,
2893,,,,,259.41,
2894,,,5.33,,,
2895,,38.14,,,,
2896,,,6.0,,,
2897,,,,,98.89,
2898,,24.98,,,,
2899,,57.59,,,,
2900,54.76,,,,,
2901,,30.87,,,,
2902,,,4.32,,,
2903,,14.03,,,,
2904,,11.62,,,,
2905,33.13,,,,,
2906,,,,,,5.98
2907,,,,,,6.32
2908,,,,,36.8,
2909,36.77,,,,,
2910,,,,,140.2,
2911,46.82,,,,,
2912,,,,,,55.79
2913,,,,,,14.71
2914,,35.85,,,,
2915,63.83,,,,,
2916,64.3,,,,,
2917,,16.2,,,,
2918,,21.25,,,,
2919,,,,36.04,,
2920,,,4.74,,,
2921,,,,,,15.53
2922,,,,,,7.71
2923,,,5.34,,,
2924,,,4.67,,,
2925,,,4.01,,,
2926,,,,,,6.04
2927,,,,,19.27,
2928,,,3.79,,,
2929,68.16,31.17,3.8,21.07,26.6,5.53
2930,,,3.94,,,
2931,58.59,14.78,3.64,60.87,69.5,8.63
2932,,8.93,,,,
2933,,29.12,,,,
2934,,,,,,4.6
2935,,,,,38.73,
2936,64.95,,,,,
2937,65.49,,,,,
2938,,37.07,,,,
2939,,31.01,,,,
2940,,,,,,4.6
2941,56.21,,,,,
2942,,,,,,21.11
2943,,,3.7,,,
2944,53.99,,,,,
2945,,,3.28,,,
2946,,32.69,,,,
2947,,,,14.83,,
2948,,,4.11,,,
2949,,,,,,5.44
2950,,9.34,,,,
2951,,,,,,5.11
2952,,,,,,4.78
2953,,,1.87,,,
2954,,,,28.47,,
2955,,,,27.87,,
2956,,,,,33.14,
2957,,,4.09,,,
2958,47.03,,,,,
2959,46.1,,,,,
2960,,,,9.99,,
2961,,23.07,,,,
2962,,,,,,4.46
2963,,,,29.68,,
2964,,37.16,,,,
2965,,,3.88,,,
2966,53.42,50.96,3.53,15.18,21.13,5.95
2967,,,,,19.24,
2968,,,,10.74,,
2969,,,,,16.78,
2970,,,,,16.45,
2971,,20.9,,,,
2972,68.59,,,,,
2973,,15.56,,,,
2974,,,,,,5.58
2975,,,,,44.03,
2976,,,3.52,,,
2977,,,,28.39,,
2978,,,,,,4.67
2979,,,,,38.94,
2980,,,3.06,,,
2981,34.16,,,,,
2982,,,,15.45,,
2983,,,,,14.93,
2984,,,,9.75,,
2985,20.63,,,,,
2986,,,,,,4.54
2987,,,,17.95,,
2988,,,,21.97,,
2989,36.07,,,,,
2990,,,,27.76,,
2991,,,,27.64,,
2992,26.96,,,,,
2993,,,2.55,,,
2994,,,,89.3,,
2995,,29.4,,,,
2996,29.7,,,,,
2997,,12.88,,,,
2998,,,,,,11.62
2999,,,,64.57,,
3000,,11.06,,,,
3001,,,2.31,,,
3002,,,2.54,,,
3003,,,,,,5.92
3004,,20.03,,,,
3005,,,,34.45,,
3006,,,2.29,,,
3007,44.8,,,,,
3008,33.96,,,,,
3009,,24.15,,,,
3010,,15.35,,,,
3011,,,,47.14,,
3012,,,,,45.14,
3013,,,,28.11,,
3014,,,,18.94,,
3015,,17.76,,,,
3016,,,,,63.68,
3017,,,,,103.16,
3018,49.8,,,,,
3019,39.06,,,,,
3020,,,,106.53,,
3021,,,,,,47.84
3022,,,,76.61,,
3023,,,,52.58,,
3024,,,,,51.32,
3025,,,,,,6.23
3026,,,2.18,,,
3027,,,,,82.71,
3028,,,,77.31,,
3029,,51.07,,,,
3030,,,2.27,,,
3031,41.13,,,,,
3032,,,,,30.67,
3033,,,1.98,,,
3034,,,1.81,,,
3035,,,2.0,,,
3036,,,,,,4.95
3037,,,,133.45,,
3038,,,,,,30.24
3039,,,,17.03,,
3040,27.62,,,,,
3041,,8.64,,,,
3042,,,,,,5.59
3043,37.71,,,,,
3044,,30.19,,,,
3045,,,,32.56,,
3046,42.99,,,,,
3047,42.98,,,,,
3048,,,,,,5.96
3049,,,2.48,,,
3050,,,,,33.87,
3051,,21.59,,,,
3052,,,,,,5.43
3053,,29.78,,,,
3054,,,1.88,,,
3055,,,,,,15.36
3056,,,,,,16.63
3057,,,1.69,,,
3058,34.56,,,,,
3059,,,,,,5.38
3060,,17.19,,,,
3061,,10.87,,,,
3062,23.5,,,,,
3063,39.73,,,,,
3064,,,3.96,,,
3065,,,3.91,,,
3066,,,,50.47,,
3067,,,,57.21,,
3068,,,,33.73,,
3069,,5.77,,,,
3070,,,,,27.49,
3071,55.11,,,,,
3072,,,,16.67,,
3073,,22.88,,,,
3074,36.61,,,,,
3075,,19.2,,,,
3076,31.74,,,,,
3077,,,,,22.25,
3078,24.18,,,,,
3079,,,1.83,,,
3080,,23.5,,,,
3081,,,,17.56,,
3082,,,,15.8,,
3083,19.49,,,,,
3084,25.31,,,,,
3085,46.74,,,,,
3086,33.27,,,,,
3087,,,2.61,,,
3088,34.54,,,,,
3089,,,,84.32,,
3090,54.84,11.89,2.4,66.18,75.82,9.64
3091,,,,,,34.49
3092,,,3.86,,,
3093,,,,,,8.92
3094,,35.71,,,,
3095,,,,35.04,,
3096,37.35,,,,,
3097,,,,,30.26,
3098,28.62,,,,,
3099,,,,24.64,,
3100,,,,,48.74,
3101,,25.92,,,,
3102,,,3.17,,,
3103,,,,,77.1,
3104,,,,,,15.42
3105,,,,,,7.35
3106,,,2.84,,,
3107,,,,,,6.08
3108,,,,17.69,,
3109,,,,,,5.92
3110,,9.94,,,,
3111,,7.29,,,,
3112,,7.69,,,,
3113,40.61,,,,,
3114,,,,,,5.85
3115,45.28,,,,,
3116,,,3.48,,,
3117,,,,,27.49,
3118,,18.01,,,,
3119,49.91,,,,,
3120,35.15,,,,,
3121,,,2.67,,,
3122,41.01,,,,,
3123,,,,16.92,,
3124,,,2.98,,,
3125,22.66,,,,,
3126,,,,,21.4,
3127,,,,,,5.91
3128,30.24,,,,,
3129,37.66,,,,,
3130,63.87,,,,,
3131,,,,,137.19,
3132,,,,,98.93,
3133,,,,,,19.37
3134,,,,,49.81,
3135,,25.32,,,,
3136,,,,18.41,,
3137,40.06,,,,,
3138,,,3.47,,,
3139,,,,,,4.26
3140,,5.18,,,,
3141,,6.79,,,,
3142,,,,,92.52,
3143,,15.09,,,,
3144,,,,,,20.21
3145,,,,,44.58,
3146,,,,,21.91,
3147,,16.98,,,,
3148,,,,12.1,,
3149,,,,,,5.65
3150,27.94,,,,,
3151,,,3.63,,,
3152,,,3.82,,,
3153,40.86,,,,,
3154,,7.4,,,,
3155,,,,,,203.07
3156,,31.41,,,,
3157,,,,114.99,,
3158,,37.54,,,,
3159,,,,,,29.76
3160,,22.44,,,,
3161,81.73,,,,,
3162,,,4.22,,,
3163,,,,,51.99,
3164,55.93,16.91,4.83,53.2,59.05,5.85
3165,,18.01,,,,
3166,,13.06,,,,
3167,,41.73,,,,
3168,56.95,,,,,
3169,,,,,,37.46
3170,,35.34,,,,
3171,,20.76,,,,
3172,,,,13.28,,
3173,,,,,,5.3
3174,,,,,,5.91
3175,28.82,8.58,5.67,20.47,26.21,5.74
3176,,,,30.03,,
3177,,,,,108.76,
3178,,,,,187.82,
3179,,,,132.92,,
3180,,,,,,18.65
3181,,15.52,,,,
3182,,,,,174.69,
3183,,,5.69,,,
3184,,,,,52.51,
3185,,,,34.58,,
3186,,,,35.99,,
3187,,,,,,5.02
3188,,,,37.87,,
3189,,,,,,23.49
3190,,,5.37,,,
3191,71.9,,,,,
3192,,,,,150.21,
3193,,54.86,,,,
3194,,,5.59,,,
3195,,,,,,12.95
3196,56.46,,,,,
3197,,,5.76,,,
3198,,,,17.68,,
3199,32.47,,,,,
3200,,,,25.29,,
3201,32.05,,,,,
3202,,6.28,,,,
3203,,,,,283.79,
3204,,9.43,,,,
3205,,,,156.29,,
3206,,,,,168.84,
3207,24.48,,,,,
3208,,,,73.67,,
3209,,,,,71.84,
3210,,,,,,8.18
3211,,,,37.06,,
3212,,,,40.6,,
3213,,,,109.71,,
3214,82.66,,,,,
3215,,74.17,,,,
3216,,,6.99,,,
3217,,31.37,,,,
3218,,,,,52.91,
3219,,,,,22.85,
3220,,,,15.74,,
3221,,,,,,9.07
3222,,,6.59,,,
3223,,,,,48.85,
3224,,,6.02,,,
3225,,,,,,158.43
3226,,,,176.45,,
3227,,,5.94,,,
3228,,,,118.67,,
3229,,,4.76,,,
3230,,,,,104.44,
3231,,,,64.52,,
3232,,,,40.34,,
3233,,,,,,7.75
3234,49.11,,,,,
3235,,,3.94,,,
3236,,,,49.48,,
3237,,,4.57,,,
3238,,41.87,,,,
3239,,,7.29,,,
3240,78.03,,,,,
3241,,,,,,32.31
3242,,,5.5,,,
3243,47.12,17.78,5.63,23.0,32.3,9.3
3244,,,,,24.31,
3245,,,,,,9.68
3246,,,,18.17,,
3247,,15.28,,,,
3248,,,,,,19.31
3249,,,4.73,,,
3250,,,,,,19.77
3251,,,,43.58,,
3252,,,5.91,,,
3253,,,,83.56,,
3254,,,6.58,,,
3255,,,5.42,,,
3256,,,,,55.93,
3257,,36.41,,,,
3258,,20.6,,,,
3259,,,,,,8.57
3260,,,4.95,,,
3261,,,,66.35,,
3262,,,,,111.29,
3263,,,,64.21,,
3264,,,,,,22.08
3265,,,4.79,,,
3266,,,,,,10.44
3267,51.22,,,,,
3268,,7.87,,,,
3269,,,,,,8.4
3270,,,,,,7.61
3271,,,,27.53,,
3272,,,,,,185.35
3273,,,,,347.78,
3274,,,5.04,,,
3275,,,,,98.42,
3276,,27.41,,,,
3277,,35.59,,,,
3278,,,,,70.11,
3279,,,5.1,,,
3280,,,4.68,,,
3281,,,4.63,,,
3282,,24.43,,,,
3283,56.01,,,,,
3284,,,4.63,,,
3285,79.52,,,,,
3286,,,,117.57,,
3287,,,,,,23.59
3288,69.7,,,,,
3289,,,,,21.6,
3290,48.05,,,,,
3291,,,5.08,,,
3292,,23.92,,,,
3293,,,4.99,,,
3294,,,,41.5,,
3295,,11.5,,,,
3296,73.94,,,,,
3297,,13.59,,,,
3298,30.5,,,,,
3299,,,,,338.51,
3300,,,,,,90.54
3301,104.96,,,,,
3302,,,,,108.58,
3303,,,,63.47,,
3304,68.74,21.16,4.53,51.09,61.08,9.99
3305,,,4.17,,,
3306,60.76,,,,,
3307,,41.27,,,,
3308,,,,,181.58,
3309,,,,,202.35,
3310,70.31,,,,,
3311,,,,53.06,,
3312,72.79,,,,,
3313,,,3.88,,,
3314,,,3.89,,,
3315,,,,,74.76,
3316,,,4.08,,,
3317,,,,,197.3,
3318,63.64,,,,,
3319,,,5.45,,,
3320,,,,121.57,,
3321,,,,,,55.23
3322,,,,,115.52,
3323,,,,,,16.4
3324,,,,,60.9,
3325,,26.06,,,,
3326,,,3.63,,,
3327,,17.87,,,,
3328,,,,126.57,,
3329,,,,65.73,,
3330,,,,89.7,,
3331,57.81,,,,,
3332,,,,,61.2,
3333,46.97,22.88,3.8,27.8,39.32,11.52
3334,48.72,,,,,
3335,,,,24.15,,
3336,,,,,29.61,
3337,,,,18.13,,
3338,,11.89,,,,
3339,,,,118.97,,
3340,93.24,,,,,
3341,17.21,,,,,
3342,,,,27.1,,
3343,,,,,23.74,
3344,,,,18.09,,
3345,92.06,,,,,
3346,,,,,39.75,
3347,,,,,44.05,
3348,,20.77,,,,
3349,,,4.07,,,
3350,,,4.04,,,
3351,,,,64.91,,
3352,,,,106.39,,
3353,,,,,,73.44
3354,,56.46,,,,
3355,,67.11,,,,
3356,,,5.28,,,
3357,,43.33,,,,
3358,,17.15,,,,
3359,,,,,41.14,
3360,,,,,,15.71
3361,,,,,,12.22
3362,,,,,,28.75
3363,,,,,113.9,
3364,,,,,156.92,
3365,,,,,,14.07
3366,51.82,,,,,
3367,,,,14.08,,
3368,40.83,,,,,
3369,,,,,,8.23
3370,,,,,28.71,
3371,,,2.11,,,
3372,38.02,,,,,
3373,,,,,,53.85
3374,,,,,,28.21
3375,,11.78,,,,
3376,40.56,,,,,
3377,,,,,32.66,
3378,39.26,,,,,
3379,27.09,,,,,
3380,,,2.73,,,
3381,,,2.9,,,
3382,,,,,,8.91
3383,,,,,51.75,
3384,,7.41,,,,
3385,,,,,53.2,
3386,,,,,57.09,
3387,,,,60.16,,
3388,47.93,,,,,
3389,,,,28.62,,
3390,,,,,34.56,
3391,,,,,30.63,
3392,,,,,51.62,
3393,,,,54.79,,
3394,,,,,67.28,
3395,,,,,,14.46
3396,,,,25.32,,
3397,,20.21,,,,
3398,,,2.94,,,
3399,,,,,,9.71
3400,,,,,,10.29
3401,,,,21.69,,
3402,31.16,,,,,
3403,22.86,,,,,
3404,,,,,40.86,
3405,26.4,17.88,2.78,43.95,54.58,10.63
3406,31.28,,,,,
3407,,,,44.03,,
3408,,,,85.91,,
3409,,,,,,9.32
3410,,,2.3,,,
3411,41.71,,,,,
3412,,30.82,,,,
3413,47.32,,,,,
3414,,,,15.94,,
3415,,17.52,,,,
3416,,13.27,,,,
3417,,,2.63,,,
3418,,,,,46.46,
3419,,,,,44.24,
3420,,,,,,15.21
3421,,,,,88.05,
3422,,,,,,32.01
3423,,,,,92.95,
3424,,,,,,15.95
3425,,,,45.03,,
3426,,,,,,6.77
3427,,,,,17.44,
3428,,14.07,,,,
3429,36.41,,,,,
3430,,,2.0,,,
3431,,,,,40.16,
3432,,,2.31,,,
3433,,23.35,,,,
3434,42.96,,,,,
3435,28.78,,,,,
3436,,,,10.27,,
3437,,15.42,,,,
3438,,,,13.62,,
3439,,,,,28.21,
3440,,7.67,,,,
3441,,,,,,8.01
3442,,,,,39.18,
3443,,,,32.89,,
3444,,13.85,,,,
3445,,,,,,7.5
3446,,,,,26.18,
3447,,,,,26.84,
3448,,,2.8,,,
3449,,,,,22.82,
3450,22.3,,,,,
3451,,8.99,,,,
3452,,,,9.23,,
3453,15.95,,,,,
3454,,6.8,,,,
3455,23.49,,,,,
3456,31.04,,,,,
3457,26.89,,,,,
3458,,,,,,8.09
3459,,,,,,7.67
3460,62.62,,,,,
3461,,,,,120.72,
3462,,,,,58.07,
3463,,,,,,4.4
3464,,,3.01,,,
3465,,,,,,4.1
3466,,,3.11,,,
3467,,,2.83,,,
3468,,,3.31,,,
3469,66.09,,,,,
3470,,,2.77,,,
3471,,,,,,124.84
3472,76.92,26.43,2.19,117.33,156.56,39.23
3473,,41.3,,,,
3474,,,,92.1,,
3475,,,,77.8,,
3476,75.11,,,,,
3477,76.87,,,,,
3478,,36.26,,,,
3479,,35.66,,,,
3480,,,2.3,,,
3481,,,,110.81,,
3482,,,,,163.79,
3483,,79.56,,,,
3484,83.28,,,,,
3485,,,,22.35,,
3486,,,,,25.48,
3487,,,5.03,,,
3488,,14.71,,,,
3489,36.45,,,,,
3490,45.0,,,,,
3491,,,5.6,,,
3492,,,,,89.54,
3493,71.33,,,,,
3494,,,,,62.36,
3495,,,,,77.8,
3496,,,,,,32.45
3497,,,,,,15.54
3498,,,,,,11.05
3499,,,3.36,,,
3500,,,,,37.64,
3501,,,3.31,,,
3502,,31.8,,,,
3503,,,,,147.52,
3504,60.8,,,,,
3505,,,,55.44,,
3506,,,,,,16.03
3507,,,,,,9.26
3508,56.13,,,,,
3509,,,3.62,,,
3510,,,,,,3.29
3511,,,,,,3.23
3512,,,,38.09,,
3513,,9.27,,,,
3514,,,,,,118.03
3515,,,4.9,,,
3516,,,,,,171.15
3517,98.37,,,,,
3518,,,,,201.2,
3519,,,,,,40.7
